url,text,likes,shares,comments,media_count,media_types,media_urls,ocr_text
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0CrieJfD3BkEHa9JshEqSfpJrRXTtGCqfg42toccwfdGuzViY68T5bgehwnQyXmTwl,"General Flood Advisories
Issued @6PM, 27 March 2026

Region 9 (Zamboanga Peninsula) - GFA#3
Region 12 (SOCCSKSARGEN) - GFA#4 Final
BARMM - GFA#4 Final",66,9,1,4,Unknown; Photo; Photo; Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0CrieJfD3BkEHa9JshEqSfpJrRXTtGCqfg42toccwfdGuzViY68T5bgehwnQyXmTwl; https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/660675147_1400211952150454_4834959245886154336_n.jpg?stp=dst-jpg_tt6&cstp=mx625x828&ctp=s590x590&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=oXD4ApptwXIQ7kNvwEQNNOm&_nc_oc=AdoGxBe10gjwfymeT-PC98bVPbHVNqFwnfyHkIJ38SlC9LV8v4emOomTBalLH05wfSY&_nc_zt=23&_nc_ht=scontent.faus1-1.fna&_nc_gid=2K3L1hzWmebEX2Avgvvx_w&_nc_ss=72289&oh=00_Af_yOfPIiGTwYCNoJHAji9JdwaeByIFvSedVwh60zcufGQ&oe=6A39FF6A; https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/658783188_1400211948817121_4614960735858617087_n.jpg?stp=dst-jpg_tt6&cstp=mx629x826&ctp=s590x590&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=l2ZbTWtRnxQQ7kNvwHIbRk3&_nc_oc=AdolwcSSMVvWTfolAhkotqBQrKtJgcAL6mRRZ3iWVdHnqvA8T2sQQy2lPPPYdDaXI2o&_nc_zt=23&_nc_ht=scontent.faus1-1.fna&_nc_gid=2K3L1hzWmebEX2Avgvvx_w&_nc_ss=72289&oh=00_Af9ea1fNghUM_JILD9rz-xwSn8yPz5X8T4KB9cGZZys4jA&oe=6A3A0FD7; https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/658861629_1400212068817109_5903854508828391086_n.jpg?stp=dst-jpg_tt6&cstp=mx624x829&ctp=s590x590&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=QgWc16_QIlwQ7kNvwFpX07H&_nc_oc=AdqQvKbfXX43GEDsu6dtX9Og4abTokJ3hN8OGTKTPVsRzMYzAa9tG8lFYkN7CrYxk-Y&_nc_zt=23&_nc_ht=scontent.faus1-1.fna&_nc_gid=2K3L1hzWmebEX2Avgvvx_w&_nc_ss=72289&oh=00_Af8DRZNhc-3wq2VYwkhnYTCF2zC87Lhu_GQfrmc8r_InrQ&oe=6A39F107,May be an image of ticket stub and text; May be an image of text; May be an image of ticket stub and text
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02na1ra15oHQNi6c8s2JecaHM9aRRmH3D8ke6YsBNgZgnnXyfrhgJL2KrmwfgdNJWcl,"Heat Index
Highest Computed 5-day Heat Index as of 27 March 2026, 5:00PM 

For daily heat index information: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Forecast for the next 2 days will be available at 6:30 PM.

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",68,29,,4,Unknown; Photo; Photo; Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02na1ra15oHQNi6c8s2JecaHM9aRRmH3D8ke6YsBNgZgnnXyfrhgJL2KrmwfgdNJWcl; https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/656826231_1400206222151027_1373628174824623651_n.jpg?stp=dst-jpg_tt6&cstp=mx1442x2048&ctp=s590x590&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=EMdMuuUq8JYQ7kNvwFkKJjU&_nc_oc=AdrP1ctGfmZFdRyvyaGhnAiO9tmF5c9yYBIK8urUQ-EDPBhoosWfjluRrgycWZsgpoM&_nc_zt=23&_nc_ht=scontent.faus1-1.fna&_nc_gid=2K3L1hzWmebEX2Avgvvx_w&_nc_ss=72289&oh=00_Af9l_-nuVaYiu65c_Mj6J0bFiylBMgbyCSMLAPCGUF3DIQ&oe=6A39F4F4; https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/657338252_1400206225484360_6640204286329887828_n.jpg?stp=dst-jpg_tt6&cstp=mx1287x2048&ctp=s590x590&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=oWDR5ZrsDH0Q7kNvwGog1QW&_nc_oc=Ado203UIgAN5EvGCe9RVFoxb-sTn0Bpmnm55dpNkAbE9yxcMaZZf-bU2g7HYd7eEsKg&_nc_zt=23&_nc_ht=scontent.faus1-1.fna&_nc_gid=2K3L1hzWmebEX2Avgvvx_w&_nc_ss=72289&oh=00_Af-DDZhnEFxvKPzAzPoqrpSaEpPhzKSl0Xlz7Gt5b2P6dw&oe=6A3A0C2F; https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/655898943_1400206238817692_779232585013933026_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1448&ctp=p552x414&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=q-1pqn99Jd0Q7kNvwF5DKxN&_nc_oc=AdrMj8Fmw_gNQ3PPPL_wsk0JqAm0G9i0U_t0gOa28JI6iKZr_ru5wS_76stt8hYoEoc&_nc_zt=23&_nc_ht=scontent.faus1-1.fna&_nc_gid=2K3L1hzWmebEX2Avgvvx_w&_nc_ss=72289&oh=00_Af_yW3fLmRhzZyOAQL0noHb6uKBoLa2sxz1YN4KzrhNzOw&oe=6A3A0038,"May be an image of text; May be an image of map and text that says 'Daily Computed Heat Index (as of 27 March 2026, 5:00 5:00pm) pm) Not Hazardous rdous <27°C Caution 27 32°C Extreme Caution 33 -41°C Prepared POACAA by: b DOST-PAGASA Danger 42 51°C Extreme Danger 2 52°C'; May be a graphic of text that says 'PAGASA HEAT INDEX CHART Pasible: gaane kainit ang ΡΑΝΑΗΩΝ? Ang nararamdaman atawan (apparent temperature) hindi akmang nasusukat gamit ang temperaturan hangin temperaturel. tamang kung isasama datos ng (relative umidity). impormasyon Heat (damang init) atito matutukoy Chart nasa stroke. tinatawag Marso hanggang Hunyo, ang DOST- -PAGASA Heat ndexmonitoring and forecast information makikita online sumusunod website: SANHI MAHALAGANG IMPORMASYON SA KALIGTASAN TUNGKOL SA MGA SAKIT NA DULOT NG INIT* SINTOMAS Matinding mainit Matinding paspapawis PAG-IWAS Edad Matetanda Matinding pagkapagodo Uminom Mataasna IHumidity) Pagkahiloo mapanlambot tubig Pagkawala pagkahilo Obesity Drinks,at tumayo Mahina mabilis sombrero, kasuotan elak sobrang namay manggas Pakiramdamng pulso, araw'"
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0VPUSWePPW7oCifPHuycpQzYBYW3zLMEDj7bjWHueQYKsMvLpqkEXP8vf8CNtUwhbl,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 PM, 27 March 2026

SYNOPSIS: Easterlies affecting the country.

Forecast Weather Conditions

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Extreme Northern Luzon
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: The rest of the country
Wind Speed: Light to Moderate
Wind Direction: Northeast to East
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 4:00 PM TODAY

Minimum Temperature: 22.6 °C ... 5:00 AM
Maximum Temperature: 32.5 °C... 2:00 PM

Minumum Relative Humidity: 52 % ... 2:00 PM
Maximum Relative Humidity: 87 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise tomorrow: 5:55AM
sunset today: 6:08PM
moonrise tomorrow: 2:00PM
moonset tomorrow: 2:21AM
illumination tomorrow: 79%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",102,41,1,1,Photo,https://scontent.faus1-1.fna.fbcdn.net/v/t39.30808-6/658134067_1400154608822855_6273222714163858847_n.jpg?stp=dst-jpg_tt6&cstp=mx800x600&ctp=s720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=vyD5z19VgAgQ7kNvwEny_Wu&_nc_oc=Adp10t1n_uYkLnZOwme-kHmvPsYIKNEi4g-P2tUp-T5qHctusCqHBU0Jy0rft1xjbaQ&_nc_zt=23&_nc_ht=scontent.faus1-1.fna&_nc_gid=2K3L1hzWmebEX2Avgvvx_w&_nc_ss=72289&oh=00_Af_bBt80eCzYCZ5bfqcjtHOeVL30BUX9Bq0UiTfynxaR6g&oe=6A3A0B16,"May be a graphic of map, blueprint and text that says '40N 35N TAU-05 05 Rev.0/15-08-2023 Rev, 30N 25N 1014 20N 15N 1006 10N 5N 1008 100E 105E 115E 120E 125E 110E 130E Predicted Mean Sea Level Pressure Analysis for 12UTC, (Processed by PAGASA from grid points values of RSMC-Tokyo) 135E 27 140E MAR, 2026 145E 150E'"
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0ffengF8BK95zxsYpuau32cYi11BnwG2UpaADyRpPdHDzFPWXUhh4DEjeUnN7wbNVl,"As of 2:00 PM today, 27 March 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",385,82,7,1,Photo,https://scontent.fric1-2.fna.fbcdn.net/v/t39.30808-6/656948754_1400149768823339_469366119430073299_n.jpg?stp=dst-jpg_tt6&cstp=mx1280x720&ctp=s960x960&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=PQH259Nr8yEQ7kNvwEMsuxb&_nc_oc=Adq7o8mdFXocitJoGj6Dw3WlxVesVrdduwAI7Ss42I3bDPXVl9PncKud8_YsELlmu8o&_nc_zt=23&_nc_ht=scontent.fric1-2.fna&_nc_gid=7NYF-C-3juZM7nyxO9ijzA&_nc_ss=72289&oh=00_Af-9KCHd4MpINzTstZUfkCrxOx9JfRRuUaSBuZE-tt05aQ&oe=6A39E5D9,May be an image of map and text that says '20N Himawari Vs 27/03/2026 2026 06:000 20N LON NON NO LOW PRESSURE AREAS ARE BEING MONITORED FOR TROPICAL CYCLONE FORMATION 24-HOUR TROPICAL CYCLONE FORMATION OUTLOOK Issued at 4:00 27 March 2026 D TROPICAL DEPRESSION UNLIKELY OLOW MEDIUM OHIGH S TROPICAL STORM T TYPHOON SEVERE TROPICAL TROPICALSTORM STORM SUPER TYPHOON'
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0nJHnv3JR2rstHaVNtPofxiGD62KurzGnM1zUwTYMqfbREvqSvC6Gyh9w7f2YX8idl,"As of 8:00 AM today, 27 March 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",467,85,11,1,Photo,https://scontent.fric1-1.fna.fbcdn.net/v/t39.30808-6/656619074_1399891798849136_3636178263178806954_n.jpg?stp=dst-jpg_tt6&cstp=mx1280x720&ctp=s960x960&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=bKJWYihjtVAQ7kNvwHJWILd&_nc_oc=AdodAj-NbAIMaP3uEMPnd5xrdOdQ08NNc6UvA9r9ZoA1PgI-tz_vGikttmlcN_Xoa9s&_nc_zt=23&_nc_ht=scontent.fric1-1.fna&_nc_gid=7NYF-C-3juZM7nyxO9ijzA&_nc_ss=72289&oh=00_Af_FrspZ339aqDqtQ_nY8JN0cBB5uQwc00OFcjE5LfT2Og&oe=6A3A08B3,May be an image of map and text that says '20ม Himawari 27/03 27/03/2026 HimawariVS27/03/202600:001 2026 00:00UTC vs LON NO LOW PRESSURE AREAS ARE BEING MONITORED FOR TROPICAL CYCLONE FORMATION 24-HOUR TROPICAL CYCLONE FORMATION Issued at 10:00 AM 27 March 2026 D TROPICAL DEPRESSION OUNLIKELY OLOW MEDIUM OHIGH S TROPICAL STORM T TYPHOON SEVERE TROPICAL STORM SUPER TYPHOON'
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0yceFa5FvXsnemf18KQkJNsvcztK9x6eA74ujCZVNCnG3khfpKVWv91x5vvtxT8Pfl,"Dam Updates as of 8:00 AM, 27 March 2026",59,13,,1,Photo,https://scontent.fric1-1.fna.fbcdn.net/v/t39.30808-6/659741071_1399908162180833_3603798054322571447_n.jpg?stp=dst-jpg_tt6&cstp=mx1333x936&ctp=s720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=9sXjcQ8xtTcQ7kNvwE3aMpW&_nc_oc=AdoWtlcbVB2p5rDR2822-adQ8MhsBlPHbCtWXELFDt6uy8H6XCjitYoW6EaIW6eQJLM&_nc_zt=23&_nc_ht=scontent.fric1-1.fna&_nc_gid=7NYF-C-3juZM7nyxO9ijzA&_nc_ss=72289&oh=00_Af89DJIRwG9Sw72eheT6EqVz_agPTEgfsxyg4vI-A4t5Sg&oe=6A39F25D,May be an image of text
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02dSnPVsdxQTno9wFADxc8hkm5M6gVXtMLgXP2A5ET2KyjVzDCGoSEAgJHzrEDPgpkl,"Hydrological Forecast for Bicol River Basin
Issued at 8:30AM, 27 March 2026",40,3,,1,Photo,https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-6/656469208_1399898522181797_6650883683762272901_n.jpg?stp=dst-jpg_tt6&cstp=mx1276x716&ctp=s960x960&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=qJTfk1uozekQ7kNvwG36n2H&_nc_oc=Ado1LvHQlvfi-vVnlNvgzElGIWzSFsjHLJeHmXzvy8LBjYifaWksdbwWDaTkzYJd4xI&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&_nc_gid=Fg9ybwSoI-FmOJmOCF7PNg&_nc_ss=72289&oh=00_Af98-nzy3ZfeR9RBHhcdmllez2YCgwg70jNgdEsjM4_oQA&oe=6A39EA1D,May be a graphic of map and text
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0aQJQMatKbEbUSrwmBiZT2VtJgi13urBhJur8eZdQU6gnhBqXbiJAA9TpkrjTBT39l,"Hydrological Forecast for Cagayan River Basin
Issued at 8:30AM, 27 March 2026",29,3,,1,Photo,https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-6/660127053_1399898015515181_4052669622401427638_n.jpg?stp=dst-jpg_tt6&cstp=mx1050x808&ctp=p180x540&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=gB2WjeoPergQ7kNvwE2vN-d&_nc_oc=Adq2K3tyG-qJm1yigkf4M4-k8xQRlAYSKp1tLzVjsY8BbgcijbF_MyVBSUzE07Q0BUw&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&_nc_gid=Fg9ybwSoI-FmOJmOCF7PNg&_nc_ss=72289&oh=00_Af-h1enMMDDcgjLhIBK1HToAG0-LQlcr1oOAOU1OQUCHkg&oe=6A39ED23,May be an image of map and text
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02d4Ha5MoUzzwGzSW3xFkLTuSWMHc97ERBneBGB8UTk9yoMEo6EqL3u6mene3eTKdml,"Hydrological Forecast for Agno River Basin    
Issued at 8:30AM, 27 March 2026",52,3,,1,Photo,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/657239922_1399890555515927_4976282413832122237_n.jpg?stp=dst-jpg_tt6&cstp=mx739x590&ctp=s640x640&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=PiZcqIqOFKcQ7kNvwFv-DWQ&_nc_oc=Adrr1nsqNxielMT30bKnv6kMvuOBcc6DydRvo8-JMp1c-OOc1SCWRW_-d_r-kXKSu94&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&_nc_gid=Fg9ybwSoI-FmOJmOCF7PNg&_nc_ss=72289&oh=00_Af-QQ7rfK2cv0M7dcBbD9WvHM37nLrAJa9bLIOG6Jho0GA&oe=6A3A06AF,"May be a graphic of ‎map and ‎text that says '‎Philippiso Atmospherle, AGNO BASIN SUB- AREA HYDROLOGICAL FORECAST スでいのたいまな場になくだい集 WEATHER RIVER Servie.s Administration (PAGASA) WARMING (ARBFFWC) (FORECASTI Middle Basin RIVER POSSIBLE IMPACTS מח Lower Agno River Basin STATION TELEMETRY STATION ydrologicalim Impacta (milllmeters) (metera) ng MAPANDAN WATERLEVEL STATUS -Sinocalan sub-Basin BARBARA MAASIN nydrologicalimp Impacta Streame) antac Cayanga a 0 0.00 hydrologicalimps Impacta BINALONAN Streame) 0.10 TIBAG antac -AFFECTED ODONNEL 0.00 a6ra 0 HIGH m/ TODAY AGNO LEGEND 12.99 TOMORROW 0.86 MAP Cloudy Cloudy Ue 전조 destowers ว์ลิา aoloted Whds Thundantora AGHO Sarmy PREPAREDBY:ACP TELEMSTRY SYSTEM - G폰끄법부 PORECAST RIVER KecaBuHu‎'‎‎"
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02m3mqGFFuANP8HLNAqBdAua2r5HmgfViz7mv4Fz7A1B71yTUxXuLvMTEY3j9qYTf6l,"General Flood Advisories
Issued @6AM, 27 March 2026

Region 9 (Zamboanga Peninsula) - GFA#2
Region 10 (Northern Mindanao) - GFA#3 Final
Region 11 (Davao Region) - GFA#4 Final
Region 12 (SOCCSKSARGEN) - GFA#3
Region 13 (CARAGA) - GFA#4 Final
BARMM - GFA#3",74,28,1,6,Unknown; Photo; Photo; Photo; Photo; Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02m3mqGFFuANP8HLNAqBdAua2r5HmgfViz7mv4Fz7A1B71yTUxXuLvMTEY3j9qYTf6l; https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/656957440_1399808722190777_2929894420743543830_n.jpg?stp=dst-jpg_tt6&cstp=mx635x709&ctp=p526x296&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=1n-W1HaElSYQ7kNvwEPPifq&_nc_oc=AdoR_B-Wb78QAVewVrBgTYgvV1AumkwcMYfQk4z7gmFTzDthgHCcnoe_07CIKcwyDFg&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=gj0qK9RNnCFLuotH8NpZPA&_nc_ss=72289&oh=00_Af-0F7zbY314Wh-QhSGZF5fX1eEHr314FQdu-xPZ_Kg7_Q&oe=6A39F2BD; https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/659906223_1399808728857443_7281286440107872501_n.jpg?stp=dst-jpg_tt6&cstp=mx631x721&ctp=s590x590&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=vTkHVZqlDuwQ7kNvwFXw0I3&_nc_oc=AdpWotH8D5J_vxejqlNnwP5lmUMgM8M4sV2kvKxBppf0J3HLSZSLmI3I9SgoLKJJOe4&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=gj0qK9RNnCFLuotH8NpZPA&_nc_ss=72289&oh=00_Af-p2gqRl_ccPoiPvWtefFH8FSfRWXxXps2FqSVPF16pSg&oe=6A39F405; https://scontent-lga3-3.xx.fbcdn.net/v/t39.30808-6/656134412_1399808718857444_2950920259045495149_n.jpg?stp=dst-jpg_tt6&cstp=mx635x740&ctp=s590x590&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=TWGsNppZdXIQ7kNvwHtJlXK&_nc_oc=AdoB5U1H9kvp8C6NiE2YoVv5-gH0VDzyucM6ml0uOeZ2aWovdBqPzKelJrz0Jcbvbj8&_nc_zt=23&_nc_ht=scontent-lga3-3.xx&_nc_gid=gj0qK9RNnCFLuotH8NpZPA&_nc_ss=72289&oh=00_Af8lkchGJ9DPaNujUrZERjNvK5nb_HEqOiv4UG5l4-mUQQ&oe=6A3A155B; https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-6/658913924_1399808748857441_1695849476065719185_n.jpg?stp=dst-jpg_tt6&cstp=mx635x779&ctp=p480x480&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=F_WQtPFQ5GAQ7kNvwHJ4RBs&_nc_oc=AdolT2Q6fWfssrd70Wb_2i4wY04oY78zb1ri_Yb_7PNgvjLQfeIDU63rMdIiEctJ_Qo&_nc_zt=23&_nc_ht=scontent-lga3-1.xx&_nc_gid=gj0qK9RNnCFLuotH8NpZPA&_nc_ss=72289&oh=00_Af9grEFqNxK2cJifvNcbs5wLrPig89e_sK_kYxBL2xd-Pw&oe=6A39FA38; https://scontent-lga3-3.xx.fbcdn.net/v/t39.30808-6/658861704_1399808742190775_6371195922969463391_n.jpg?stp=dst-jpg_tt6&cstp=mx636x733&ctp=s590x590&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Cmy8VZ8hr7sQ7kNvwHoy2w2&_nc_oc=AdolGlgxMWaogcR2JKRib-8junJhCElHVwm3wWePRjK3yhyTeMneVoXyn6pBl6EVxoQ&_nc_zt=23&_nc_ht=scontent-lga3-3.xx&_nc_gid=gj0qK9RNnCFLuotH8NpZPA&_nc_ss=72289&oh=00_Af8MWUaj19142UC233c0064OwXd-3wM282-JJCVTYtyDEA&oe=6A39E583,May be an image of ticket stub and text; No photo description available.; May be an image of ticket stub and text; May be an image of ticket stub and text; May be an image of ticket stub and text
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid07gVwYHoVG7yjcuAUSLaPyf3pynNcVBotjG7JGq33xF2ME1yJuJ261aqauFpe1RUQl,"Pampanga River Basin Update as of 5:00 AM, 27 March 2026",42,7,,1,Photo,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/657662057_1399786468859669_6154126543011009503_n.jpg?stp=dst-jpg_tt6&cstp=mx1600x933&ctp=p180x540&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=G9BAVtGDILIQ7kNvwFnWz_t&_nc_oc=AdrrLcr0dmHThPRC934LGzaMMejS5uKsh_Az-aQtZgtoZouJBGAijhBTFteFxTFlg9Q&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=gj0qK9RNnCFLuotH8NpZPA&_nc_ss=72289&oh=00_Af9957qpE1Lg6bk0c6lyBMZTYu3Dpc-CSrAse474IJ5oWw&oe=6A3A00AC,May be an image of text
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02F8KH7emJSVggPCVpgEGnRBt6A3uAX6QL3gHp7jxS1jhciEKVPzbEE5nseqQ7gqrDl,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 AM, 27 March 2026

SYNOPSIS: Easterlies affecting the country.

Forecast Weather Conditions

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Luzon and Visayas
Wind Speed: Light to Moderate
Wind Direction: Northeast to East
Coastal Waters: Slight to Moderate / (0.6 to 2.1 meters)

Area: Mindanao
Wind Speed: Light to Moderate
Wind Direction: Northeast to North
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 8:00 PM YESTERDAY

Minimum Temperature: 22.7 °C ... 6:00 AM
Maximum Temperature: 32.5 °C... 3:00 PM

Minumum Relative Humidity: 54 % ... 2:00 PM
Maximum Relative Humidity: 87 % ... 6:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise today: 5:56AM
sunset today: 6:08PM
moonrise today: 1:00PM
moonset today: 1:29AM
illumination today: 69%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",225,65,4,1,Photo,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/656340402_1399755475529435_2915903041948609144_n.jpg?stp=dst-jpg_tt6&cstp=mx800x600&ctp=s720x720&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=dAFlXZO9pEoQ7kNvwHSza_V&_nc_oc=AdrEhpSMba3k4RJjhiLGltUnPdZtRmL7ntWhHaFrO7HU5HVCndncQzhzNgqbAADziBM&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=gj0qK9RNnCFLuotH8NpZPA&_nc_ss=72289&oh=00_Af9MyE8ONjLWCNnmd307pWCm13rckQRT_H1IEAeu2GsVww&oe=6A39E472,"May be a graphic of map and text that says '40N 1020 35N 1018 TAU-05 05 TAU Rev.0/15-08-2023 Rev.O/1 30N 1016 25N L1014 -1010 1014 20N 15N 10N ON-1010) 010 5N 100E 105E 115E 120E 125E 130E 110E Predicted Mean Sea Level Pressure Analysis for c, 27 MAR, 2026 (Processed by PAGASA from grid points values of RSMC-Tokyo) 135E 140E 145E 150E'"
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02SYZnSdUe5KfLaiCbob5J6KBbUkm5KqafExVvV4y8Aov9zAUwNiE4KJzCj2dKHc8ul,"As of 2:00 AM today, 27 March 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",1092,110,19,1,Photo,https://scontent.ffxe1-1.fna.fbcdn.net/v/t39.30808-6/656277888_1399702715534711_3531250435728208161_n.jpg?stp=dst-jpg_tt6&cstp=mx1280x720&ctp=s960x960&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=lDU-RI5mjbMQ7kNvwEQmA_8&_nc_oc=AdqhsblfqZqLnb79FUGosWWvrX5IzudcUVNNqfcPkrMmGQevjNZS5TnCbnQwnJhAk5Q&_nc_zt=23&_nc_ht=scontent.ffxe1-1.fna&_nc_gid=RvVZf3W5jlkKG3WZY-d1TA&_nc_ss=72289&oh=00_Af8LMNCrvgiGcKMn0EElRWaUrh3ZTTId8x-ojK1UYe4cQg&oe=6A39F5E2,May be an image of map and text that says '20N Himawari IR 26/03/ 26/03/2026 2026 18:00UTC 20N ON O0 VUA NO LOW PRESSURE AREAS ARE BEING MONITORED FOR TROPICAL CYCLONE FORMATION 24-HOUR TROPICAL CYCLONE FORMATION OUTLOOK Issued at at4:00 4:00 AM 27 March 2026 OUNLIKELY OLOW MEDIUM OHIGH D TROPICAL TROPICALDEPRESSION DEPRESSION S TROPICAL STORM Τ TYPHOON SEVERE TROPICAL STORM SUPER TYPHOON'
