url,text,likes,shares,comments,media_count,media_types,media_urls
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02Pqa4S9SEooKCxUGSPnVT6UFm57CFANTRD7FjcKR7aDb4wtCRTE1SD7thMQpdjDDl,"Hydrological Forecast for Cagayan River Basin   
Issued at 8:30AM, 29 April 2026",40,6,,1,Photo,https://www.facebook.com/photo/?fbid=1427956559375993&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02ZYAxBLZc3Dv8GiuvuE7WAajeqctAVPcD9dGYziSgybSuyAsnRGn5BHcpQWcVKaf5l,"Hydrological Forecast for Agno River Basin   
Issued at 8:30AM, 29 April 2026",39,3,,1,Photo,https://www.facebook.com/photo/?fbid=1427938992711083&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid07AFPwPP1wTsRDY9C6xfzCwbnEuWy7S528Yxv7Pk9bApRmjNzFFNc1muskBViNGg7l,"Pampanga River Basin Update as of 5:00 AM, 29 April 2026",48,4,,1,Photo,https://www.facebook.com/photo/?fbid=1427849802720002&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02kxXntX2ibg5ZfPv3xbqLwG9hH3fhj9JZdB81wQqmga9JXkhQEBxtsQjZwLuXkjC5l,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 AM, 29 April 2026

SYNOPSIS: Easterlies affecting the country.

Forecast Weather Conditions

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Luzon
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: The rest of the country
Wind Speed: Light to Moderate
Wind Direction: East to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 8:00 PM YESTERDAY

Minimum Temperature: 26.4 °C ... 5:00 AM
Maximum Temperature: 35.0 °C... 3:00 PM

Minumum Relative Humidity: 44 % ... 3:00 PM
Maximum Relative Humidity: 80 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise today: 5:35AM
sunset today: 6:13PM
moonrise today: 4:15PM
moonset today: 3:41AM
illumination today: 95%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",197,76,3,1,Photo,https://www.facebook.com/photo/?fbid=1427810136057302&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02uQ1ccskbZ3gVvENk9x5ZTpxjWEGdciRvcigJVVdHUsEjpTvwKwLBB5Yd8EVETosNl,"As of 2:00 AM today, 29 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",789,94,12,1,Photo,https://www.facebook.com/photo/?fbid=1427794259392223&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02qodzEBicDvM4yhbhYBTbNqFUo4sGTHEGVAUvYMrtyr8U64KHp6NkCcRxTTtqfVrHl,"As of 8:00 PM today, 28 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",616,63,11,1,Photo,https://www.facebook.com/photo/?fbid=1427547976083518&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0FWACaeFVPMKbxx9xBUEAJ1VB22uCEq8HP6VTYPvwB1x51Px8Co1o6AggudXN99Yul,"Highest Computed 5-day Heat Index with 2-day Forecast 
Issued as of 5:00 PM, 09 March 2026 

For more information about the heat index: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",187,86,5,4,|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0FWACaeFVPMKbxx9xBUEAJ1VB22uCEq8HP6VTYPvwB1x51Px8Co1o6AggudXN99Yul|||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid06cMpACzprk9CWC24vLMJhGNJxctpRwSC7zir19t9gwWuLUu7ii7HyTUjozgHrxgtl,"Pampanga River Basin Update as of 5:00 PM, 28 April 2026",41,4,,1,Photo,https://www.facebook.com/photo/?fbid=1427389556099360&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid021sFxqhZUhe2HYyqjgsXVNWDjvy7PWRWfCgtDRRmNeypu75JXvWejvEHrLiDf9y9wl,"Highest Computed 5-day Heat Index
Issued as of 5:00 PM, 28 April 2026 

For more information about the heat index: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Forecast for the next 2 days will be available at 6:30 PM.

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",166,60,2,3,|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid021sFxqhZUhe2HYyqjgsXVNWDjvy7PWRWfCgtDRRmNeypu75JXvWejvEHrLiDf9y9wl||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid08mqo15BsZ9B2pbDaKCUxnxtPsmdTgfVjMiEGVBCd9XnDb9WattrJxxSxftqvKSP1l,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 PM, 28 April 2026

SYNOPSIS: Easterlies affecting the country.

Forecast Weather Conditions

Area: Zamboanga Peninsula, Palawan, Lanao del Norte, Lanao del Sur, Misamis Occidental, and Basilan
Weather Condition: Cloudy skies with scattered rains and thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Luzon
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: The rest of the country
Wind Speed: Light to Moderate
Wind Direction: East to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 4:00 PM TODAY

Minimum Temperature: 26.4 °C ... 5:00 AM
Maximum Temperature: 35.0 °C... 3:00 PM

Minumum Relative Humidity: 44 % ... 3:00 PM
Maximum Relative Humidity: 80 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise tomorrow: 5:35AM
sunset today: 6:12PM
moonrise tomorrow: 4:15PM
moonset tomorrow: 3:41AM
illumination tomorrow: 95%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",129,63,1,1,Photo,https://www.facebook.com/photo/?fbid=1427346586103657&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0QZ2FUCE9T3S6kRpgTENAz1RboJXpcWL6KS8btCeA7DpyJpG2pionh4q625W1N7tgl,"As of 2:00 PM today, 28 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",654,107,5,1,Photo,https://www.facebook.com/photo/?fbid=1427316816106634&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0jTiCTrZ9pJS4JiQZP7ZsFfJhWqcA7B9ooawojBZryyZHZgMX7TVk8Nwe1Z2MFK1bl,"As of 8:00 AM today, 28 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",698,106,16,1,Photo,https://www.facebook.com/photo/?fbid=1427140056124310&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0XRkPXNQQmUsNZHeWeipaqVtoQ678NTkHj2pGuYxA6YniZ6dH8nvwymrMduPYzsfGl,"Hydrological Forecast for Cagayan River Basin 
Issued at 8:30AM, 28 April 2026",28,3,,1,Photo,https://www.facebook.com/photo/?fbid=1427107059460943&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid023jV7mJs2srDWN7yCL39BPQqqxkW6kgyrAXFJwSXuSXfk6LEvyFuSmoy5Tb9Mqnqul,"Hydrological Forecast for Bicol River Basin  
Issued at 8:30AM, 28 April 2026",30,3,,1,Photo,https://www.facebook.com/photo/?fbid=1427099712795011&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0zAeAjTPtYaAeLJ8Q7n5B4h3C1XJnyvYiTHvh9hPkJ81F2cMvpUSUofNs4TRLpv8Ql,"Hydrological Forecast for Agno River Basin  
Issued at 8:30AM, 28 April 2026",38,4,,1,Photo,https://www.facebook.com/photo/?fbid=1427099126128403&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0P9LJZqKpsQspkc5Xkx3yHybJJKA2gJmkknb3BjXPb9kHrVfyHCQFmUgjt8z4rk9ul,"Dam Updates as of 8:00 AM, 28 April 2026",47,5,3,1,Photo,https://www.facebook.com/photo/?fbid=1427095809462068&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02kHer3bz3wS7j7fY9N5V1D2k8bKgwZr9EJwgUtzc4dX9B5oHEJbCjjVSnwCHFa2VUl,"Pampanga River Basin Update as of 5:00 AM, 28 April 2026",51,6,,1,Photo,https://www.facebook.com/photo/?fbid=1427011176137198&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0JzXRUx8mpMPdQiXDmEgSsV7pPQmqVUwjwGTGq65grEQ391byPEzsZkh3258kPsSJl,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 AM, 28 April 2026

SYNOPSIS: Easterlies affecting the country.

Forecast Weather Conditions

Area: Lanao del Norte, Lanao del Sur, Maguindanao del Norte, Maguindanao del Sur, Zamboanga del Sur, and Misamis Occidental
Weather Condition: Cloudy skies with scattered rains and thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Southern Luzon, Visayas, and Mindanao
Wind Speed: Light to Moderate
Wind Direction: East to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: Northern and Central Luzon
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 8:00 PM YESTERDAY

Minimum Temperature: 25.7 °C ... 5:00 AM
Maximum Temperature: 35.5 °C... 3:00 PM

Minumum Relative Humidity: 44 % ... 3:00 PM
Maximum Relative Humidity: 82 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise today: 5:35AM
sunset today: 6:12PM
moonrise today: 3:27PM
moonset today: 3:05AM
illumination today: 90%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258v",167,78,1,1,Photo,https://www.facebook.com/photo/?fbid=1426970406141275&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid036WTeYpSfrttCdRZhGyqyKaVsrPEM72ueT1wBhY6V8zwcjVKJCkUKStoVno7bnncsl,"As of 2:00 AM today, 28 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",900,131,17,1,Photo,https://www.facebook.com/photo/?fbid=1426966712808311&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0257KPADwBg4gSb1crPHYkK3FPmhwNGNhnGWxBRxqvbPDpLMN9ZUgsr3S291fJg7hSl,"As of 8:00 PM today, 27 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",608,67,7,1,Photo,https://www.facebook.com/photo/?fbid=1426715959500053&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0ZS4JDDCPUphpkBrikAx6TdeArDgstkw4anPF78C44ehtNZUd77ofCarynREEiBYZl,"Highest Computed 5-day Heat Index with 2-day Forecast 
Issued as of 5:00 PM, 27 April 2026 

For more information about the heat index: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",244,105,3,4,|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0ZS4JDDCPUphpkBrikAx6TdeArDgstkw4anPF78C44ehtNZUd77ofCarynREEiBYZl|||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0iq8Dnj5YyR5mM29kHykUmmXoDkFEvPpjGxUScfda5tsAoGWa22g6Rfqsr3fHwaiKl,"Highest Computed 5-day Heat Index
Issued as of 5:00 PM, 27 April 2026 

For more information about the heat index: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Forecast for the next 2 days will be available at 6:30 PM.

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",237,84,10,3,|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0iq8Dnj5YyR5mM29kHykUmmXoDkFEvPpjGxUScfda5tsAoGWa22g6Rfqsr3fHwaiKl||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0pQH5WRLg24ukKfFVAgwN61YgPy3VcGPGe6gsa5yeMdChAi3tJdmheiyktY6EpPjFl,"Pampanga River Basin Update as of 5:00 PM, 27 April 2026",52,4,,1,Photo,https://www.facebook.com/photo/?fbid=1426504216187894&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02r6M7oCC8GNEf481UZAyvnSTm9dzp2Gys3fhLGADC6WHUxZsDb3WkfLb5vbiHpoeJl,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 PM, 27 April 2026

SYNOPSIS: Easterlies affecting the country.

Forecast Weather Conditions

Area: Eastern Visayas, Surigao del Norte, and Dinagat Islands
Weather Condition: Cloudy skies with scattered rains and thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Southern Luzon, Visayas, and Mindanao
Wind Speed: Light to Moderate
Wind Direction: East to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: Northern and Central Luzon
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 4:00 PM TODAY

Minimum Temperature: 25.7 °C ... 5:00 AM
Maximum Temperature: 35.5 °C... 3:00 PM

Minumum Relative Humidity: 44 % ... 3:00 PM
Maximum Relative Humidity: 82 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise tomorrow: 5:35AM
sunset today: 6:12PM
moonrise tomorrow: 3:27PM
moonset tomorrow: 3:05AM
illumination tomorrow: 90%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",130,45,,1,Photo,https://www.facebook.com/photo/?fbid=1426475089524140&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid06dLpc2noDLuyJdjwX2w7nyruCWqznJ8mTEhUypEV2x6myCdenF2Eog2GyqnTy8ePl,"As of 2:00 PM today, 27 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",690,121,13,1,Photo,https://www.facebook.com/photo/?fbid=1426471146191201&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02QsUfhDstuzdmhCXDk1i89bPixvTN3rkQJ3Ryo6ET1jcwUsBQK1Z3XPnptCbCGijbl,"As of 8:00 AM today, 27 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",715,126,26,1,Photo,https://www.facebook.com/photo/?fbid=1426250282879954&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0uuVuSpRueEJiuKnScai3FiwX1EjnJjBALckbXXTtANPBKoMdzLW6KgSMzhA9Hfp1l,"Hydrological Forecast for Cagayan River Basin
Issued at 8:30AM, 27 April 2026",47,3,,1,Photo,https://www.facebook.com/photo/?fbid=1426203939551255&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02fod89pKZekKKm5SZfPTxfko1xXktZASj4er5icHY3JZMJcSjqkMu8tQjkWhE2DiHl,"Hydrological Forecast for Agno River Basin
Issued at 8:30AM, 27 April 2026",50,3,,1,Photo,https://www.facebook.com/photo/?fbid=1426202289551420&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0t5Zk8ELX8LGXHMVwirGJTpStyxZBqkKSKj5NTCsSvdTbkTvCotHqZM1ghhqDovfml,"Hydrological Forecast for Bicol River Basin
Issued at 8:30AM, 27 April 2026",55,2,,1,Photo,https://www.facebook.com/photo/?fbid=1426201676218148&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02fDsrsC7Cne7pJUdRQczv3orcfjZnQ44Hy5uqMq3b8jjuhBJPjkhA5E8cGRjD8izrl,"Dam Updates as of 8:00 AM, 27 April 2026",64,5,,1,Photo,https://www.facebook.com/photo/?fbid=1426196802885302&set=a.365711365600523
