"attachments/0/accessibilityCaption","attachments/0/id","attachments/0/type","attachments/0/url","author/id","author/name","author/profilePicture","author/profileUrl","commentsCount","postId","postText","reactions/like","reactions/sorry","reactionsCount","sharesCount","timestamp","url"
"No photo description available.","401592763300816","photo","https://www.facebook.com/photo/?fbid=401592763300816&set=a.587873620188887","100068987612270","Ang Buhay Pinoy","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/358694494_587873650188884_4092033179381283382_n.jpg?stp=c3.0.221.221a_cp0_dst-jpg_tt6&cstp=mx221x221&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=VWZTb-c_RwIQ7kNvwF-2wyF&_nc_oc=Adpzz_ltF8KNExkUwJnq_AVvKCqWivPWEJWeTXmvE_mNum9g095LC9belFp2YY8ddD0&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=zBweQSLAwdjXEDXDmdwdRA&_nc_ss=7c2a8&oh=00_AQAf_FV46YQ9NQdgCNPEMCae6-HKBKdGmDqWl3iPYW2Osw&oe=6A6030A2","https://www.facebook.com/AngBuhayPinoy","7","401592763300816","PORK LIEMPO - malameg na at malakas ang hangin, nasa Manila na si "" YOLANDA kaya ingat ingat na lang mga Kabayan, magdala ng Payong at Jacket sa paglabas para iwas saket na rin, yung mga taga CALL CENTER mag ingat po sa pag uwe alam kung Umulan at Umaraw, Bagyo man o BAHA at kung ano anong darating na mga ano ... alam nyo na yun eh mag ingat po !

- Ang Buhay Pinoy -","158",,"158","25","1383899399000","https://www.facebook.com/photo.php?fbid=401592763300816&set=a.587873620188887&type=3"
"No photo description available.","622164671158058","photo","https://www.facebook.com/photo/?fbid=622164671158058&set=a.675538573947381","100044737320314","Tibok ng mga PuSo","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/310055898_675538597280712_4199185549357695616_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx645x645&ctp=s40x40&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=OlNHAh3m0qMQ7kNvwG0IzoB&_nc_oc=AdqF6_vfeZyhtgyP5JYWtrN5QVgtAPWzX84m6_aqjolb3CNVPLE_oXsETOt_KZXSI7A&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=zBweQSLAwdjXEDXDmdwdRA&_nc_ss=7c2a8&oh=00_AQCoakBL1cMg58HLEk5IAqtYzABnSAOraeD0UuddTQbu_w&oe=6A602B16","https://www.facebook.com/bastapusoangusapan","47","622164671158058","ganyan na po katas ang baha
AT NAGBABADYA PA PO NG TIDal WAVES
SANA PO HINDI MATULOY

ADMIN #honey","111",,"111","68","1383878199000","https://www.facebook.com/photo.php?fbid=622164671158058&set=a.675538573947381&type=3"
"No photo description available.","633601480032960","photo","https://www.facebook.com/photo/?fbid=633601480032960&set=gm.647642288621821","100001493400385","Ashley Viloria","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/727497076_27494561616843582_4084741199057591586_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx968x959&ctp=s24x24&_nc_cat=105&ccb=1-7&_nc_sid=1d2534&_nc_ohc=vE4pA3H61C4Q7kNvwE-dYZT&_nc_oc=AdpQg2FcFx_bJY8WRiVyY1Jj8Y28G31lOc4e4a0uOdmeGg4ox5FLtXOkKLNmStsP3rg&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=U2zVB_STKrSCKrWBOEPiQA&_nc_ss=7c2a8&oh=00_AQCMwEuQQNBc-8xN6mpsD859lnvqXUPP8SJFgWBVEY9RFg&oe=6A602F06","https://www.facebook.com/ashleyviloria01","0","647642288621821","Lakas na naman ng ulan sa labas. Baha na naman. Pahirapan na naman umuwi! Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income think twice. Ang SWA ang solution sa PROBLEMA mo.

EARN MONEY ONLINE USING FACEBOOK!
Requirements: PC/Laptop, Internet, Facebook Account.

Para sa Pag babago..

Click here to FINANCIAL FREEDOM 

JUMP START NOW: 
-► http://bit.ly/EarnMoneyUsingFacebook
It's worth learning and joining in this program!",,,"0","0","1383927445000","https://www.facebook.com/groups/dpamADS/permalink/647642288621821/"
"No photo description available.","10202274854214521","photo","https://www.facebook.com/photo/?fbid=10202274854214521&set=gm.10151976486219594","1285850527","Ayen Espinas","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/669391157_10241009945287589_2458255885260927175_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1914x1914&ctp=s24x24&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=6oOOl_JRSukQ7kNvwF9hPte&_nc_oc=AdoCS9j2RcNJYvIY0e18YBlKtBJlEpr-_paxqMbcKWFEQcuveieaSAsOdvDHFY-wamE&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=U2zVB_STKrSCKrWBOEPiQA&_nc_ss=7c2a8&oh=00_AQCFvHKD7_LaRCZNaSrNIbMxbI6DQls0Kk4oBHRvKZgOOg&oe=6A602A49","https://www.facebook.com/EspinasAyen","0","10151976486219594","Lakas na naman ng ulan sa labas. Baha na naman. Pahirapan na naman umuwi! Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income, think twice. Ang SWA ang solution sa problema mo :)

EARN MONEY ONLINE USING FACEBOOK! PM me if interested.

To learn more:
1. Watch this video presentation: www.youtube.com/watch?v=HhI6U7g2hUc
2. Visit my website: www.onlinemarketersoftheph.blogspot.com
3. Like my page: www.facebook.com/OnlineMarketersPH
4. To join: http://ayenbalais.swaultimate.com/payoption
5. Contact: 0917 892 1809 or ayenbalais@gmail.com",,,"0","0","1383879001000","https://www.facebook.com/groups/entrepinoy/permalink/10151976486219594/"
"No photo description available.","10202274885455302","photo","https://www.facebook.com/photo/?fbid=10202274885455302&set=gm.419558011504920","1285850527","Ayen Espinas","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/669391157_10241009945287589_2458255885260927175_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1914x1914&ctp=s24x24&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=6oOOl_JRSukQ7kNvwF9hPte&_nc_oc=AdoCS9j2RcNJYvIY0e18YBlKtBJlEpr-_paxqMbcKWFEQcuveieaSAsOdvDHFY-wamE&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=U2zVB_STKrSCKrWBOEPiQA&_nc_ss=7c2a8&oh=00_AQCFvHKD7_LaRCZNaSrNIbMxbI6DQls0Kk4oBHRvKZgOOg&oe=6A602A49","https://www.facebook.com/EspinasAyen","0","419558011504920","Lakas na naman ng ulan sa labas. Baha na naman. Pahirapan na naman umuwi! Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income, think twice. Ang SWA ang solution sa problema mo :)

EARN MONEY ONLINE USING FACEBOOK! PM me if interested.

To learn more:
1. Watch this video presentation: www.youtube.com/watch?v=HhI6U7g2hUc
2. Visit my website: www.onlinemarketersoftheph.blogspot.com
3. Like my page: www.facebook.com/OnlineMarketersPH
4. To join: http://ayenbalais.swaultimate.com/payoption
5. Contact: 0917 892 1809 or ayenbalais@gmail.com",,,"0","0","1383879300000","https://www.facebook.com/groups/335074233286632/permalink/419558011504920/"
"No photo description available.","10202274933896513","photo","https://www.facebook.com/photo/?fbid=10202274933896513&set=gm.738721692808694","1285850527","Ayen Espinas","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/669391157_10241009945287589_2458255885260927175_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1914x1914&ctp=s24x24&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=6oOOl_JRSukQ7kNvwF9hPte&_nc_oc=AdoCS9j2RcNJYvIY0e18YBlKtBJlEpr-_paxqMbcKWFEQcuveieaSAsOdvDHFY-wamE&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=U2zVB_STKrSCKrWBOEPiQA&_nc_ss=7c2a8&oh=00_AQCFvHKD7_LaRCZNaSrNIbMxbI6DQls0Kk4oBHRvKZgOOg&oe=6A602A49","https://www.facebook.com/EspinasAyen","0","738721692808694","Lakas na naman ng ulan sa labas. Baha na naman. Pahirapan na naman umuwi! Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income, think twice. Ang SWA ang solution sa problema mo :)

EARN MONEY ONLINE USING FACEBOOK! PM me if interested.

To learn more:
1. Watch this video presentation: www.youtube.com/watch?v=HhI6U7g2hUc
2. Visit my website: www.onlinemarketersoftheph.blogspot.com
3. Like my page: www.facebook.com/OnlineMarketersPH
4. To join: http://ayenbalais.swaultimate.com/payoption
5. Contact: 0917 892 1809 or ayenbalais@gmail.com",,,"0","0","1383879797000","https://www.facebook.com/groups/466009110079955/permalink/738721692808694/"
"No photo description available.","432973313470576","photo","https://www.facebook.com/photo/?fbid=432973313470576&set=gm.381483931984117","100002737344725","Cristy Isog CL","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/454384282_7455497451218092_8559162445859598229_n.jpg?stp=c34.78.419.420a_cp0_dst-jpg_tt6&cstp=mx419x420&ctp=s24x24&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=2F8Q9lbSm4cQ7kNvwEU-6SS&_nc_oc=AdqY_WH00HxLU-3QTFHdGFv3hD6kaOnC6xlgqjFPYOeC3Nm8vuWZ05ypIoWkwPly4dw&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=U2zVB_STKrSCKrWBOEPiQA&_nc_ss=7c2a8&oh=00_AQC8KVumQrJUmW93owQsilPhAiWByNViOjI4kFECjcBNjw&oe=6A602339","https://www.facebook.com/cristy.i.cl","0","381483931984117","Lakas na naman ng ulan sa labas.
Baha na naman.
Pahirapan na naman umuwi!
Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income think twice.
Ang SWA ang solution sa PROBLEMA mo.

EARN MONEY ONLINE USING FACEBOOK!
Requirements: PC/Laptop, Internet, Facebook Account.

follow this 3 simple steps

✔ Add Me ➨https://www.facebook.com/kaycee.isog
✔ Panuorin mo ito: ➨http://youtu.be/NxvbNj0vNQU
✔ To Join ➨http://cristy6503.swaultimate.com/payoption

Please message me if you want to start your own Online Marketing Business!
It's worth learning and joining in this program!",,,"0","0","1383889557000","https://www.facebook.com/groups/ohapgroup/permalink/381483931984117/"
,,,,"100064259640720","MBF Rebranding Skin Care Products Trading","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/465779407_948321540653159_2169442424015833856_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1563x1563&ctp=s40x40&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=_AUSK9llQUoQ7kNvwFgT1z5&_nc_oc=Adp_OlSEtjmzFyeJHM62vYRrqDUru3C7dgP2awrUiaxpBfk2U7S6RiNnNrDLNAyZQXs&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=U2zVB_STKrSCKrWBOEPiQA&_nc_ss=7c2a8&oh=00_AQBVgRviJRVaya0o2NaJwHcR5g05GNCaOh12CENZiN-JjQ&oe=6A601EB5","https://www.facebook.com/mbfskincareshoppe","0","455875567865706","I hope everyone is safe esp sa mga clients ko from Leyte. Im very sad sa napanood ko sa news knina. Maraming nasirang properties and very disturbing din ang mga tao na nwalan ng buhay na inanod ng baha. I hope na mkabangon agad ang Leyte province, let's all pray for their safety :(",,,"0","0","1384008537000","https://www.facebook.com/mbfskincareshoppe/posts/pfbid0MBLMTBgwZAZzBibjorXLAMnUHWaKTyhJqvGxWbSXT7uDL4jTdyRgTiJLaniED2EEl"
"No photo description available.","432978746803366","photo","https://www.facebook.com/photo/?fbid=432978746803366&set=gm.588567941191488","100002737344725","Cristy Isog CL","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/454384282_7455497451218092_8559162445859598229_n.jpg?stp=c34.78.419.420a_cp0_dst-jpg_tt6&cstp=mx419x420&ctp=s24x24&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=2F8Q9lbSm4cQ7kNvwEU-6SS&_nc_oc=AdqY_WH00HxLU-3QTFHdGFv3hD6kaOnC6xlgqjFPYOeC3Nm8vuWZ05ypIoWkwPly4dw&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=N9KzrDWoQNUsKvifgueWzg&_nc_ss=7c2a8&oh=00_AQBnyZA4VFN5RFoOWhEsuXbCkqJrtGAICe4NYDaDTxvz-w&oe=6A602339","https://www.facebook.com/cristy.i.cl","0","588567941191488","Lakas na naman ng ulan sa labas.
Baha na naman.
Pahirapan na naman umuwi!
Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income think twice.
Ang SWA ang solution sa PROBLEMA mo.

EARN MONEY ONLINE USING FACEBOOK!
Requirements: PC/Laptop, Internet, Facebook Account.

follow this 3 simple steps

✔ Add Me ➨https://www.facebook.com/kaycee.isog
✔ Panuorin mo ito: ➨http://youtu.be/NxvbNj0vNQU
✔ To Join ➨http://cristy6503.swaultimate.com/payoption

Please message me if you want to start your own Online Marketing Business!
It's worth learning and joining in this program!",,,"0","0","1383890810000","https://www.facebook.com/groups/LinkUrAdsHere/permalink/588567941191488/"
"No photo description available.","432980763469831","photo","https://www.facebook.com/photo/?fbid=432980763469831&set=gm.465887523530740","100002737344725","Cristy Isog CL","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/454384282_7455497451218092_8559162445859598229_n.jpg?stp=c34.78.419.420a_cp0_dst-jpg_tt6&cstp=mx419x420&ctp=s24x24&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=2F8Q9lbSm4cQ7kNvwEU-6SS&_nc_oc=AdqY_WH00HxLU-3QTFHdGFv3hD6kaOnC6xlgqjFPYOeC3Nm8vuWZ05ypIoWkwPly4dw&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=N9KzrDWoQNUsKvifgueWzg&_nc_ss=7c2a8&oh=00_AQBnyZA4VFN5RFoOWhEsuXbCkqJrtGAICe4NYDaDTxvz-w&oe=6A602339","https://www.facebook.com/cristy.i.cl","0","465887523530740","Lakas na naman ng ulan sa labas.
Baha na naman.
Pahirapan na naman umuwi!
Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income think twice.
Ang SWA ang solution sa PROBLEMA mo.

EARN MONEY ONLINE USING FACEBOOK!
Requirements: PC/Laptop, Internet, Facebook Account.

follow this 3 simple steps

✔ Add Me ➨https://www.facebook.com/kaycee.isog
✔ Panuorin mo ito: ➨http://youtu.be/NxvbNj0vNQU
✔ To Join ➨http://cristy6503.swaultimate.com/payoption

Please message me if you want to start your own Online Marketing Business!
It's worth learning and joining in this program!",,,"0","0","1383891145000","https://www.facebook.com/groups/103336656452497/permalink/465887523530740/"
"No photo description available.","588144721220813","photo","https://www.facebook.com/photo/?fbid=588144721220813&set=a.193410029730221","100071836765893","Baha ka lang, Pinoy Kami","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/307871368_193410053063552_3928856681465458841_n.png?stp=cp0_dst-png&cstp=mx500x500&ctp=s40x40&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=ITpO0eluTNAQ7kNvwG1MmYd&_nc_oc=Adq3axHG_o52e3zEypVrn80ikDgtbNDBqpHTjaVK6M8_snpF3T0qvuAv4e6wK54kQRk&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=N9KzrDWoQNUsKvifgueWzg&_nc_ss=7c2a8&oh=00_AQCPgnVPCvZ_xg-RqCjVGO58NR0on9mJCxOqAjqeSwD2Nw&oe=6A601956","https://www.facebook.com/BKLPK.AdmeenP","2","588144721220813","Bangon Pilipinas 

#prayforPhilippines","18","1","19","2","1384036553000","https://www.facebook.com/photo.php?fbid=588144721220813&set=a.193410029730221&type=3"
"No photo description available.","432984510136123","photo","https://www.facebook.com/photo/?fbid=432984510136123&set=gm.738773212803542","100002737344725","Cristy Isog CL","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/454384282_7455497451218092_8559162445859598229_n.jpg?stp=c34.78.419.420a_cp0_dst-jpg_tt6&cstp=mx419x420&ctp=s24x24&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=2F8Q9lbSm4cQ7kNvwEU-6SS&_nc_oc=AdqY_WH00HxLU-3QTFHdGFv3hD6kaOnC6xlgqjFPYOeC3Nm8vuWZ05ypIoWkwPly4dw&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=N9KzrDWoQNUsKvifgueWzg&_nc_ss=7c2a8&oh=00_AQBnyZA4VFN5RFoOWhEsuXbCkqJrtGAICe4NYDaDTxvz-w&oe=6A602339","https://www.facebook.com/cristy.i.cl","0","738773212803542","Lakas na naman ng ulan sa labas.
Baha na naman.
Pahirapan na naman umuwi!
Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income think twice.
Ang SWA ang solution sa PROBLEMA mo.

EARN MONEY ONLINE USING FACEBOOK!
Requirements: PC/Laptop, Internet, Facebook Account.

follow this 3 simple steps

✔ Add Me ➨https://www.facebook.com/kaycee.isog
✔ Panuorin mo ito: ➨http://youtu.be/NxvbNj0vNQU
✔ To Join ➨http://cristy6503.swaultimate.com/payoption

Please message me if you want to start your own Online Marketing Business!
It's worth learning and joining in this program!",,,"0","0","1383892526000","https://www.facebook.com/groups/466009110079955/permalink/738773212803542/"
"No photo description available.","593950390640615","photo","https://www.facebook.com/photo/?fbid=593950390640615&set=gm.389468064517969&idorvanity=366048036859972","100000769789343","Jhong Booc","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/440766228_7391828774186042_2600356950015655721_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x960&ctp=s24x24&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_ohc=KA_gXDTnetYQ7kNvwG4M4NY&_nc_oc=AdrOzmHY08y3jUG0M-jc1xqD44vMhvC-J3BbUKSfEHE6wvhLsl6CkaHHJTsui7nWGCA&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=N9KzrDWoQNUsKvifgueWzg&_nc_ss=7c2a8&oh=00_AQC98eFVKa2K7WcwQ8d3zHC9wltKDENQBXDlo1aO-O5DAA&oe=6A600EF5","https://www.facebook.com/jcanthony1","0","389468064517969","Lakas na naman ng ulan sa labas. Baha na naman. Pahirapan na naman umuwi! Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income think twice. Ang SWA ang solution sa PROBLEMA mo.

EARN MONEY ONLINE USING FACEBOOK!
Requirements: PC/Laptop, Internet, Facebook Account.

HOW?

-► Visit my link: http://jhongbooc.blogspot.com/

Click here to register:
-► http://jcanthony1.swaultimate.com/payoption

Please Message me if u want this kind of business sa internet! It's worth learning and joining in this program! 09155686797",,,"0","0","1383921336000","https://www.facebook.com/groups/366048036859972/permalink/389468064517969/"
"No photo description available.","593951027307218","photo","https://www.facebook.com/photo/?fbid=593951027307218&set=gm.542075202552540","100000769789343","Jhong Booc","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/440766228_7391828774186042_2600356950015655721_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x960&ctp=s24x24&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_ohc=KA_gXDTnetYQ7kNvwG4M4NY&_nc_oc=AdrOzmHY08y3jUG0M-jc1xqD44vMhvC-J3BbUKSfEHE6wvhLsl6CkaHHJTsui7nWGCA&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=G_vi8WUSSI5l1_jIqxcnvw&_nc_ss=7c2a8&oh=00_AQBe98xdQos0qA6QVwVouB4lCqYb_Op8_W-zWHgh6AFcgA&oe=6A600EF5","https://www.facebook.com/jcanthony1","0","542075202552540","Lakas na naman ng ulan sa labas. Baha na naman. Pahirapan na naman umuwi! Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income think twice. Ang SWA ang solution sa PROBLEMA mo.

EARN MONEY ONLINE USING FACEBOOK!
Requirements: PC/Laptop, Internet, Facebook Account.

HOW?

-► Visit my link: http://jhongbooc.blogspot.com/

Click here to register:
-► http://jcanthony1.swaultimate.com/payoption

Please Message me if u want this kind of business sa internet! It's worth learning and joining in this program! 09155686797",,,"0","0","1383921520000","https://www.facebook.com/groups/189969571096440/permalink/542075202552540/"
"No photo description available.","593947673974220","photo","https://www.facebook.com/photo/?fbid=593947673974220&set=gm.486825481416863","100000769789343","Jhong Booc","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/440766228_7391828774186042_2600356950015655721_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x960&ctp=s24x24&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_ohc=KA_gXDTnetYQ7kNvwG4M4NY&_nc_oc=AdrOzmHY08y3jUG0M-jc1xqD44vMhvC-J3BbUKSfEHE6wvhLsl6CkaHHJTsui7nWGCA&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=G_vi8WUSSI5l1_jIqxcnvw&_nc_ss=7c2a8&oh=00_AQBe98xdQos0qA6QVwVouB4lCqYb_Op8_W-zWHgh6AFcgA&oe=6A600EF5","https://www.facebook.com/jcanthony1","0","486825481416863","Lakas na naman ng ulan sa labas. Baha na naman. Pahirapan na naman umuwi! Come to think of it, kapatid!

REGULAR WORKER VS. ONLINE WORKER.
If you think you are working too hard just to earn additional income think twice. Ang SWA ang solution sa PROBLEMA mo.

EARN MONEY ONLINE USING FACEBOOK!
Requirements: PC/Laptop, Internet, Facebook Account.

HOW?

-► Visit my link: http://jhongbooc.blogspot.com/

Click here to register:
-► http://jcanthony1.swaultimate.com/payoption

Please Message me if u want this kind of business sa internet! It's worth learning and joining in this program! 09155686797",,,"0","0","1383920941000","https://www.facebook.com/groups/134198180012930/permalink/486825481416863/"
"No photo description available.","1419316844964931","photo","https://www.facebook.com/photo/?fbid=1419316844964931&set=a.224565619711330","100064736796914","Walang Baha Kung Walang Corrupt","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/243462816_224565666377992_2137791791671257419_n.png?stp=c0.0.600.600a_cp0_dst-png&cstp=mx600x600&ctp=s40x40&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Swbn-QE-Mq4Q7kNvwHkDSS_&_nc_oc=AdpER8kGmhV-VI_eJK2S1HK9kCZRe3ADDaXbzk-h2uAXHyTKlhqt_nTSSgU-Du2liB0&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=G_vi8WUSSI5l1_jIqxcnvw&_nc_ss=7c2a8&oh=00_AQAVqbNNihbZO2SykDzYyg7rIbWbOMw5dM18GjWAUi2lkw&oe=6A603714","https://www.facebook.com/walangbahakungwalangcorrupt","2","1419316844964931","Pray & Help Victims of Typhoon Yolanda ...","18",,"18","31","1383954136000","https://www.facebook.com/photo.php?fbid=1419316844964931&set=a.224565619711330&type=3"
"No photo description available.","588152341220051","photo","https://www.facebook.com/photo/?fbid=588152341220051&set=a.193410029730221","100071836765893","Baha ka lang, Pinoy Kami","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/307871368_193410053063552_3928856681465458841_n.png?stp=cp0_dst-png&cstp=mx500x500&ctp=s40x40&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=ITpO0eluTNAQ7kNvwG1MmYd&_nc_oc=Adq3axHG_o52e3zEypVrn80ikDgtbNDBqpHTjaVK6M8_snpF3T0qvuAv4e6wK54kQRk&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=G_vi8WUSSI5l1_jIqxcnvw&_nc_ss=7c2a8&oh=00_AQDHoqt6a1wSz-vYLVdtRFxQwuyJIn2KeG5hH5nwCZGUyQ&oe=6A601956","https://www.facebook.com/BKLPK.AdmeenP","1","588152341220051","","5",,"5","0","1384038672000","https://www.facebook.com/photo.php?fbid=588152341220051&set=a.193410029730221&type=3"
"No photo description available.","762081720475166","photo","https://www.facebook.com/photo/?fbid=762081720475166&set=gm.664680593565337","100000200347870","קודי רְעוּאֵל","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/459320475_8897050796978177_3928726493196729056_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x960&ctp=s24x24&_nc_cat=106&ccb=1-7&_nc_sid=e99d92&_nc_ohc=3AJgBmbAfgwQ7kNvwHcLaKt&_nc_oc=Ado-TEU5bZ5NMoKUr-IsJqOoj28LglwYsOc-lWT6sqpO328TMjSevvSBLrNzUAeIaMo&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=G_vi8WUSSI5l1_jIqxcnvw&_nc_ss=7c2a8&oh=00_AQBoUdeGjOX1UflpLSJwFKQKlikDdriWO3fcWmfEDNQcQA&oe=6A600B8B","https://www.facebook.com/CryptoYowG","0","664680593565337","Redescribed - Repriced -

Selling !!! ------ You can ask your bank about a financing 

2007 Model Honda CRV
Top of the Line
2.4L Engine
A/T Transmission
4x4 (4WD)
62K Mileage
Casa Maintained
Light Gold Finish
Cream Colored Leather Seats
98% Tyres 
No Dents 
Plate number ending in 1
Makinis
Makintab
Freshly Buffed
All Power 
Front and Back sensors
Never lumusong inabutan ng BAHA 100% not flooded!

Location : Makati City near City Hall and South Avenue (South Cemetery)

Clean Papers - first owned - 1 lang ang gumagamit - nde ginamit ng buong bayan.

RFS : need space sa garage - and konting pampuhunan sa business

Price: P610K petot FIXED!

for more info/inquiries : 09155933485 - gio

I'll be messaging you on my 2nd account: why? facebook blocked me from adding and messaging people who are not on my list. -NOTE** Please Check your (Other Inbox) in your messages. 

add me here in facebook to see the whole album including the interior and other pictures of the car.",,,"0","0","1383970542000","https://www.facebook.com/groups/436576826375716/permalink/664680593565337/"
,,,,"124572377564014","Bayan Mo, Ipatrol Mo","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/418541514_765959235568490_619545813751899744_n.jpg?stp=c461.29.1111.1112a_cp0_dst-jpg_tt6&cstp=mx1111x1112&ctp=s40x40&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=uOfnjF7jFPsQ7kNvwE7xTtm&_nc_oc=Adp99XrLhDEdIq0xIKnEIDSMfwMie_SbBanvKkhNagqv_iXGaZvF_YNhCUfPw1gLapw&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=LrxsmlR0Sm1xVRZlrOepQQ&_nc_ss=7c2a8&oh=00_AQBrLmlyR03B_DEuKquqKcJbTbdPQjLb8D5b9C0pVoZzbw&oe=6A603D1B","https://www.facebook.com/bayanmoipatrolmo","18","653538318000748","Bayan Patrollers! Sa mga apektado ng baha at malakas na ulan dala ng bagyong #YolandaPH, lalo na sa mga nasa Boracay,  kamusta na po kayo dyan? Kung meron kayong impormasyon, mga larawan o video ng pagsalanta ng bagyo sa inyong lugar, ibahagi niyo ito sa amin. Mag-post o mag-message sa BMPM Facebook, mag-tweet sa @bayanmo Twitter, o mag-email sa ireport@abs-cbn.com. Salamat at ibayong pagiingat patrollers! ","30",,"30","2","1383879472000","https://www.facebook.com/bayanmoipatrolmo/posts/653538318000748"
