url,twitterUrl,text,imageSeverity
https://x.com/kamalfmm/status/1574020599479160832,https://twitter.com/kamalfmm/status/1574020599479160832,"Hope everyone is safe!

For any flood updates, emergency concerns, and anything else. You may post here so it’s always pinned to the top of the community.

EMERGENCY HOTLINES(RESCUE)

Metro Manila:
1. San Juan City.         238-43-33
2. Paranaque City.       829-09-22",NOT RELEVANT
https://x.com/gracefromsydney/status/1574011950240972803,https://twitter.com/gracefromsydney/status/1574011950240972803,"@ari_maghirang Hi Arianne, if you're in Manila and you need some shelter at any point, my house in Marikina is always open! We really don't flood much, if at all here, and we have a second floor. So far electricity is good and my wifi is running at 300mbps lol",NOT RELEVANT
https://x.com/barnabychuck/status/1574002499685449728,https://twitter.com/barnabychuck/status/1574002499685449728,"Heavy downpour now in the Philippine capital, Manila, which is in the path of Super Typhoon #Noru #KardingPH . It made landfall about 2 hours ago and is making its way to the flood-prone city. Residents in low lying and coastal areas evacuating now. https://t.co/3XJFLN6gOb",NOT RELEVANT
https://x.com/manilabulletin/status/1574233734416461825,https://twitter.com/manilabulletin/status/1574233734416461825,"Five rescuers from Bulacan's Provincial Disaster Risk Reduction and Management Office (PDRRMO) died in a flash flood during Super Typhoon Karding.

https://t.co/MIo6YdO1Lz",NOT RELEVANT
https://x.com/manilabulletin/status/1573958508227469312,https://twitter.com/manilabulletin/status/1573958508227469312,"The local government of Quezon City started the forced evacuation of residents living in flood-prone areas and urged work suspension for private companies and business establishments in the city on Sunday, Sept. 25.

https://t.co/cpjzUuK6MY",NOT RELEVANT
https://x.com/manilabulletin/status/1574253961615245312,https://twitter.com/manilabulletin/status/1574253961615245312,"Five rescuers from the Provincial Disaster Risk Reduction and Management Office (PDRRMO) in the province of Bulacan died after being washed away by flash flood while conducting rescue operations in San Miguel town at the height of Super Typhoon Karding.

https://t.co/MIo6YdO1Lz",NOT RELEVANT
https://x.com/manilabulletin/status/1574245728683102208,https://twitter.com/manilabulletin/status/1574245728683102208,"LOOK: Aerial shots of Brgy. Salangan, San Miguel, Bulacan show that the area is still submerged in flood after the onslaught of Super Typhoon Karding on Monday, September 26, 2022. (📷Mark Balmores) https://t.co/pz3v1HmHO9",MODERATE
https://x.com/manilabulletin/status/1574243614061785089,https://twitter.com/manilabulletin/status/1574243614061785089,"The local government unit here evacuated residents from flood-prone areas in the city due to Typhoon Karding.

https://t.co/eg7UAltRTL",NOT RELEVANT
https://x.com/manilabulletin/status/1573503738811138060,https://twitter.com/manilabulletin/status/1573503738811138060,"The water-borne diseases and malnutrition that are plaguing swathes of Pakistan after record monsoon floods threaten to be more deadly than the initial deluge, UN officials warned on Wednesday.

https://t.co/bFL8R4bGKD",NOT RELEVANT
https://x.com/manilabulletin/status/1575420116535152640,https://twitter.com/manilabulletin/status/1575420116535152640,"If the impact of the recent super typhoon “Karding” showed Marikina City officials anything, it is that dredging the Marikina River is fundamental in protecting the spine of the city.

https://t.co/UC2DTUSBz8",NOT RELEVANT
https://x.com/manilabulletin/status/1573107377988984832,https://twitter.com/manilabulletin/status/1573107377988984832,"A flood control project that would provide security to communities in Solana town from river floods during heavy rains and tropical typhoons is nearing completion, the Department of Public Works and Highways-Cagayan reported.

https://t.co/gVayTw8382",NOT RELEVANT
https://x.com/manilabulletin/status/1574353085098442752,https://twitter.com/manilabulletin/status/1574353085098442752,"The National Disaster Risk Reduction and Management Council (NDRRMC) confirmed Monday, Sept. 26, that there were casualties in a flash flood that hit a village in San Miguel, Bulacan at the height of Typhoon “Karding.”

https://t.co/Xf34GhdRSz",NOT RELEVANT
https://x.com/manilabulletin/status/1574591293954498560,https://twitter.com/manilabulletin/status/1574591293954498560,"REST IN PEACE, BULACAN HEROES.

These five brave volunteer rescuers of the  BPDRRMO risked their lives to save flood victims in Bulacan last September 25, during the onslaught of typhoon #KardingPH.

READ: https://t.co/siVRLraHKK https://t.co/XlnRnRyZmI",NOT RELEVANT
https://x.com/matteyowwwwww/status/1573590679682715648,https://twitter.com/matteyowwwwww/status/1573590679682715648,"BE READY.

Metro Manila to have heavy rains and gusty winds starting tomorrow (September 25) until Monday (Sept 26) due to Severe Tropical Storm #KardingPH (#Noru) and #HabagatPH.

Please take precautionary measures, especially those living in flood-prone and coastal areas. [1/2] https://t.co/8TWs3I95fi",NOT RELEVANT
https://x.com/manilabulletin/status/1575090443984855040,https://twitter.com/manilabulletin/status/1575090443984855040,"Super Typhoon “Karding” left at least P135.09 million damage to infrastructures that include national roads, bridges, and flood-control structures, the Department of Public Works and Highways (DPWH) reported on Wednesday, Sept. 28.

https://t.co/YO8yGB2ut0",NOT RELEVANT
https://x.com/manilabulletin/status/1574756996556894208,https://twitter.com/manilabulletin/status/1574756996556894208,"The Department of Public Works and Highways (DPWH) has completed a flood mitigation project in Barangay Bugnan, Gabaldon, Nueva Ecija which will protect residents and farmlands from perennial flooding.

https://t.co/Zv2hfo6CBt",NOT RELEVANT
https://x.com/manilabulletin/status/1574086929016303616,https://twitter.com/manilabulletin/status/1574086929016303616,"In a Facebook post, NEECO 1 announced that the official start of power restoration in Nueva Ecija will be this morning once the flood waters subside.",NOT RELEVANT
https://x.com/manilabulletin/status/1574439908415983618,https://twitter.com/manilabulletin/status/1574439908415983618,"Each of the 5 volunteer-rescue personnel of Bulacan PDRRMO who perished during a flash flood in San Miguel at the height of Super Typhoon “Karding” is ought to be covered by an insurance with a minimum amount of P100,000 and other compensatory benefits.

https://t.co/6eEKxQ3mAm",NOT RELEVANT
https://x.com/manilabulletin/status/1574239839804858374,https://twitter.com/manilabulletin/status/1574239839804858374,"The city government here evacuated 257 individuals from flood-prone areas amid the onslaught of Typhoon Karding on Sunday, Sept. 25.

https://t.co/wrukHd4bcP",NOT RELEVANT
https://x.com/alltooyhel/status/1574022161966039041,https://twitter.com/alltooyhel/status/1574022161966039041,"It has come na ☹️ I can hear the bells ringing since 1st Alarm na sa Marikina River, kinda nervous talaga Lord huhu Inaantok na ako but can’t since me and ate need to watch the area just incase of flood",NOT RELEVANT
https://x.com/chantzeco/status/1573960734353989633,https://twitter.com/chantzeco/status/1573960734353989633,Yellow flood warning in Metro Manila,NOT RELEVANT
https://x.com/BBCLBicker/status/1573941752020738049,https://twitter.com/BBCLBicker/status/1573941752020738049,"Authorities are pre-emptively evacuating people living in flood prone areas, including in heavily populated Metro Manila",NOT RELEVANT
https://x.com/BenNollWeather/status/1573925189590843392,https://twitter.com/BenNollWeather/status/1573925189590843392,"Extreme events, especially typhoons &amp; flooding, are part of the way of life in the Philippines.

I’ve visited my wife’s family there twice - storms come &amp; go but the locals are ever resilient.

This flash flood in Manila in May 2019 - street vendors carry on as if it was sunny! https://t.co/Nr6B7VSQZ6",NOT RELEVANT
https://x.com/Starshadow/status/1573915820908236800,https://twitter.com/Starshadow/status/1573915820908236800,"@btsfanmomma So far so good where I live in Manila; my friend in one of the flood prone provinces is supervising her mall crews in cleaning out the gutters and boarding up those glass windows. Everyone's done their emergency shopping, now we sit and wait and pray, because that's how we roll.",NOT RELEVANT
https://x.com/dealmakerph/status/1573896898825506816,https://twitter.com/dealmakerph/status/1573896898825506816,@Stewart_ssdd @ExtrangHeroAxie the alarm is really for those in flood-prone areas. better to evacuate if not in a safe area. also stay inside because it's going to hit Metro Manila. winds are strong. it's mostly safe inside condos/hotels.,NOT RELEVANT
https://x.com/onepropertee/status/1573190319725694976,https://twitter.com/onepropertee/status/1573190319725694976,"Contact seller here: https://t.co/H4yFJAEiql

Flood Free House and Lot in Rancho Marikina , with CCTV's
Price: ₱ 12,900,000
Marikina, Metro Manila

#HousesAndLotsMarikinaMetroManila #MetroManilaProperties #OnePropertee https://t.co/Xyf5qPb51a",NOT RELEVANT
https://x.com/Jake0y20/status/1575491014684708867,https://twitter.com/Jake0y20/status/1575491014684708867,I mean is Filipino has IKEA from manila am so happy and shy maybe am in Iloilo city because sooo scary the rain and flash and flood just like a bagiuo Philippine,NOT RELEVANT
https://x.com/alpacajinnie_/status/1574046727266439171,https://twitter.com/alpacajinnie_/status/1574046727266439171,YES PLS FLOOD US WITH TANNIE PICS,NOT RELEVANT
https://x.com/CoconutsManila/status/1574324540884123648,https://twitter.com/CoconutsManila/status/1574324540884123648,"They were conducting rescue operations when the flash flood caused a wall to collapse on them.
https://t.co/PpSnLxpMDn",NOT RELEVANT
https://x.com/pexolaris/status/1573993158610145280,https://twitter.com/pexolaris/status/1573993158610145280,"The farmers literally don't know if may crops na maaani after this typhoon, Metro Manila is literally scared for potential flood and he posts a goddamn vlog? GRABE THE DISCONNECT",NOT RELEVANT
https://x.com/ustfpsc/status/1573938414386237440,https://twitter.com/ustfpsc/status/1573938414386237440,"METRO MANILA DEVELOPMENT AUTHORITY
(02) 8882-4151 to 77 
local 337 (Rescue) 
local 1135 (Road Safety) 
local 1169 (Road Emergency) 
local 1162/ 1163 (Flood Control)

THOMASIAN MENTAL HEALTH RESPONDERS
+639171521817",NOT RELEVANT
https://x.com/CailleaXIV/status/1573811819755765760,https://twitter.com/CailleaXIV/status/1573811819755765760,Uh oh. Storm going southwest means high chances hitting Manila @w@ literally feeling that 'calm before the storm'. I hope it won't flood again 😰,NOT RELEVANT
https://x.com/breegotsvt/status/1573735596756848640,https://twitter.com/breegotsvt/status/1573735596756848640,"sorry for flood rts about youngjae, but this exact moment reminded me of keep spinning manila, Ahgases are 99% Youngjae stan after that concert 🤣😭 i mean DESERVE",NOT RELEVANT
https://x.com/officialAbbNews/status/1573609900772511746,https://twitter.com/officialAbbNews/status/1573609900772511746,"Disease, malnutrition threaten to raise Pakistan flood toll: UN – Manila Bulletin https://t.co/a8jWUPxm7n",NOT RELEVANT
https://x.com/manilabulletin/status/1574229675429068800,https://twitter.com/manilabulletin/status/1574229675429068800,"The National Disaster Risk Reduction and Management Council (NDRRMC) said it was awaiting official reports from the ground to verify the death of five rescuers in San Miguel, Bulacan during typhoon ""Karding.""

https://t.co/7fub5UzOzC",NOT RELEVANT
https://x.com/manilabulletin/status/1574477656002686979,https://twitter.com/manilabulletin/status/1574477656002686979,"Bulacan Gov. Daniel R. Fernando thanked on Monday, Sept. 26, the five valiant rescuers who died while performing their duty to save their fellow residents from flood at the height of Super Typhoon Karding.

https://t.co/PBSExvQDUR",NOT RELEVANT
https://x.com/manilabulletin/status/1573286054748004352,https://twitter.com/manilabulletin/status/1573286054748004352,"Residents in low-lying communities in Isabela and Ifugao were warned against possible flooding as Magat Dam will conduct spilling operations on Saturday noon, Sept. 24, in anticipation of the heavy inflow during the passage of tropical storm Karding.

https://t.co/zj88QQQw4X",NOT RELEVANT
https://x.com/manilabulletin/status/1574198315356397568,https://twitter.com/manilabulletin/status/1574198315356397568,"Queen Elizabeth II’s death earlier this month prompted a flood of tributes — but not from everyone.

https://t.co/B1qAidFJpB",NOT RELEVANT
