url,twitterUrl,text,imageSeverity
https://x.com/AkoSiYuno19/status/1685261985708134400,https://twitter.com/AkoSiYuno19/status/1685261985708134400,"Praying for a better weather tonight and tomorrow🥹

Baha  na po sa lugar namin ngayon 😭😭😭
#태연 #TAEYEON #소녀시대
#TheODDOfLOVE
#TAEYEONCONCERT_TheODDOfLOVE 
#TheODDOfLOVE_in_MANILA",NOT RELEVANT
https://x.com/earthshakerph/status/1684450246259351552,https://twitter.com/earthshakerph/status/1684450246259351552,"🔴Red Warning: Bataan.
⚠️Hazard: Serious FLOODING is expected in flood-prone areas

🟠Orange Warning: Zambales, Pampanga, Bulacan.
⚠️Hazard: FLOODING is still THREATENING

🟡Yellow Warning: Metro Manila, Tarlac, Rizal, Cavite, NuevaEcija.
⚠️Hazard: FLOODING in flood-prone areas",NOT RELEVANT
https://x.com/PhilippineStar/status/1685230096045707265,https://twitter.com/PhilippineStar/status/1685230096045707265,"Meanwhile, Metro Manila, Pampanga, Bulacan, Tarlac, and Bataan are placed under yellow rainfall warning and flooding is expected in flood-prone areas.",NOT RELEVANT
https://x.com/gmanews/status/1684911593099026432,https://twitter.com/gmanews/status/1684911593099026432,"Senate Majority Leader Joel Villanueva has filed a resolution seeking to investigate the ""perennial problem"" of flooding in Metro Manila and other vulnerable areas.

https://t.co/IbEulGPbJm",NOT RELEVANT
https://x.com/manilabulletin/status/1685259690220146689,https://twitter.com/manilabulletin/status/1685259690220146689,"The Filipino spirit of ""bayanihan (unity)"" stood out on Saturday as Bulacan continued to be submerged in flood waters for the second day in-a-row due to heavy and continuous downpour.

READ: https://t.co/gL5LEg9yTe https://t.co/Ti4OII6m9B",NOT RELEVANT
https://x.com/manilabulletin/status/1684405752210014210,https://twitter.com/manilabulletin/status/1684405752210014210,"China's State Flood Control and Drought Relief Headquarters on Wednesday raised its emergency response for typhoons and flooding to Level III as Typhoon Doksuri is forecast to make landfall in south China on Friday.

https://t.co/0qS39bryv9",NOT RELEVANT
https://x.com/manilabulletin/status/1685594572611796992,https://twitter.com/manilabulletin/status/1685594572611796992,"STAY SAFE, EVERYONE 🙏

LOOK: Flood situation inside the well-known and historic Barasoain Church in Malolos, Bulacan on Sunday morning, July 30.

PAGASA said #FalconPH may further intensify as a typhoon and may continue bringing more rains in the country within the next three days.

📷: Jamiel Magpayo/Facebook",MILD
https://x.com/manilabulletin/status/1684875619593846784,https://twitter.com/manilabulletin/status/1684875619593846784,"LOOK: The city government of Imus has procured 17 new rescue boats to intensify its preparations against the worsening floods in some of its barangays on Thursday, July 27.

The local government unit distributed 11 boats to 11 flood-prone barangays while it turned over the remaining six to the Imus City Disaster Risk Reduction and Management Office.

Imus City Mayor Alex “AA” L. Advincula hopes the procurement of the boats will expedite rescue operations during severe flooding. (Photo courtesy: Imus PIO)",NOT RELEVANT
https://x.com/TheManilaTimes/status/1685501057827561472,https://twitter.com/TheManilaTimes/status/1685501057827561472,"Pagasa warned residents in low-lying areas in Quezon City and Camanava (Caloocan, Malabon, Navotas and Valenzuela cities) to prepare for floods as the La Mesa Dam is close to overflowing. READ: https://t.co/HxHRWuIHRy https://t.co/Lt3ftMgA6W",MODERATE
https://x.com/manilabulletin/status/1684086228378095617,https://twitter.com/manilabulletin/status/1684086228378095617,"LOOK: Photos show motorists and residents braving the flood caused by super typhoon #EgayPH along H. Del Pilar St. in Arkong Bato, Malabon City on Wednesday, July 26.

Signal No. 4 has been raised over the northeastern portion of mainland Cagayan, while Signal No. 1 is up over Metro Manila.

📸Noel Pabalate | MB",MILD
https://x.com/manilabulletin/status/1685920732499587072,https://twitter.com/manilabulletin/status/1685920732499587072,"The provincial government of Bulacan together with the PDRRMO on Sunday night, July 30, continued monitoring  areas in the province affected by the southwest  monsoon rains enhanced by Typhoons Egay and Falcon.

https://t.co/U3QQMdAeW6",NOT RELEVANT
https://x.com/MMDA/status/1685236509853835264,https://twitter.com/MMDA/status/1685236509853835264,FLOOD ALERT: As of 5:47PM  - NBI Taft (tire deep) - UN Taft (half-tire deep) - PNU Taft (gutter deep) - Manila City Hall (gutter deep) - Padre Faura (tire deep) - Quirino Taft (gutter deep) - Kalaw (gutter deep) - Maria Orosa cor. P. Burgos (half-tire deep) - Finance Road (half-tire-deep) Motorists are advise to avoid the said areas. #mmda,NOT RELEVANT
https://x.com/MMDA/status/1685236235076558848,https://twitter.com/MMDA/status/1685236235076558848,"FLOOD ALERT: The following areas in the City of Manila are monitored flooded areas as of 5:47PM  - NBI Taft (tire deep) - UN Taft (half-tire deep) - PNU Taft (gutter deep) - Manila City Hall (gutter deep) - Padre Faura (tire deep) - Quirino Taft (gutter deep) - Kalaw (gutter deep) - Maria Orosa cor. P. Burgos (half-tire deep) - Finance Road (half-tire-deep) Motorists are advise to avoid the said areas.
#mmda 
@ManilaPIO",NOT RELEVANT
https://x.com/manilabulletin/status/1685910666236833792,https://twitter.com/manilabulletin/status/1685910666236833792,"DSWD Secretary Rex Gatchalian on Monday, July 31, directed the immediate delivery of additional food packs to LGUs hit by floods in Ilocos Region, Central Luzon, and Cordillera Administrative Region.

https://t.co/dVPtgn0W51",NOT RELEVANT
https://x.com/manilabulletin/status/1684847410298937344,https://twitter.com/manilabulletin/status/1684847410298937344,"A total of 29 villages in Calumpit, Bulacan remain submerged in floodwaters as of Friday, July 28, due to heavy rains following the onslaught of typhoon #EgayPH in the province.

https://t.co/lcyZB9bw2l",NOT RELEVANT
https://x.com/manilabulletin/status/1684990855852212224,https://twitter.com/manilabulletin/status/1684990855852212224,"Chinese authorities on Friday earmarked 290 million yuan (about 40.65 million U.S. dollars) from the central natural disaster-relief funds to support rescue and relief work in regions hit by floods and typhoons.

https://t.co/GsJFUPGPtR",NOT RELEVANT
https://x.com/manilabulletin/status/1685456236542849024,https://twitter.com/manilabulletin/status/1685456236542849024,"LOOK: Knee-deep flood situation along McArthur Highway in Balagtas, Bulacan due to heavy rains on Saturday, July 29.

According to PAGASA, #FalconPH is forecast to intensify as a typhoon and may bring more rain for the next three days before leaving the Philippine Area of Responsibility (PAR).

📷: Mark Mangandi/Facebook",MODERATE
https://x.com/matandang_bata/status/1685232800587522048,https://twitter.com/matandang_bata/status/1685232800587522048,Stay safe and dry everyone! Rain today has been crazy and some areas in Metro Manila are starting to flood already.,NOT RELEVANT
https://x.com/anyeonggs/status/1685204870826221568,https://twitter.com/anyeonggs/status/1685204870826221568,"we’re experiencing a storm right now. some of sones from various parts of the ph are currently en route to manila. some are contemplating if they’re going tomorrow or not because of flood, family emergencies or delayed flights. hope all is well tmr! 😭 #TheODDOfLOVE_in_MANILA",NOT RELEVANT
https://x.com/wonandwonlywon/status/1685107344546656256,https://twitter.com/wonandwonlywon/status/1685107344546656256,"WTS LFB

Selling my Gen. Ad ticket for Taeyeon’s concert in Manila tomorrow

RFS: cant go bc of flood 🥺

DM pls

#Taeyeon
#TeayeonConcertinManila #TheODDOfLOVE_in_MANILA
#TAEYEONCONCERT_THEODDOFLOVE",NOT RELEVANT
https://x.com/daphnegrl/status/1685009660548636674,https://twitter.com/daphnegrl/status/1685009660548636674,"@MMDA any reported flood sa Manila area po, within vicinity of Quirino Grandstand/Luneta?",NOT RELEVANT
https://x.com/dost_pagasa/status/1684849074623991808,https://twitter.com/dost_pagasa/status/1684849074623991808,"Heavy Rainfall Warning No. 22  #NCR_PRSD
Weather System: SW MONSOON ENHANCED BY TY DOKSURI (FORMERLY ""EGAY"")
Issued at: 5:00 PM,28 July 2023

Orange Warning: Zambales, Bataan.
Associated Hazard: FLOODING is still THREATENING

Yellow Warning: Tarlac, Pampanga, Bulacan.
Associated Hazard: FLOODING in flood-prone areas

Meanwhile, light to moderate with occasional heavy rains affecting Metro Manila, Rizal, Cavite, Nueva Ecija, and Batangas which may persist within 3 hours.

Expect light to moderate with occasional heavy rains affecting Laguna and Quezon within the next 3 hours.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next advisory to be issued at 8:00 PM Today.

For more information and queries, please call telephone numbers 8922-1992 and 8927-1335 or log on to https://t.co/UVDoibkVeg.",NOT RELEVANT
https://x.com/gma_weather/status/1684808817174007808,https://twitter.com/gma_weather/status/1684808817174007808,"Yellow Warning: Zambales, Pampanga, Bulacan.
Associated Hazard: FLOODING in flood-prone areas

Meanwhile, light to moderate with occasional heavy rains affecting Metro Manila, Tarlac,  Nueva Ecija, Rizal, Cavite,  Laguna, Batangas, and Quezon which may persist within 3 hours. https://t.co/JJjIeNWCod",NOT RELEVANT
https://x.com/dost_pagasa/status/1684805429015302144,https://twitter.com/dost_pagasa/status/1684805429015302144,"Heavy Rainfall Warning No. 21  #NCR_PRSD
Weather System: SW MONSOON ENHANCED BY TY DOKSURI (FORMERLY ""EGAY"")
Issued at: 2:00 PM,28 July 2023

Orange Warning: Bataan.
Associated Hazard: FLOODING is still THREATENING

Yellow Warning: Zambales, Pampanga, Bulacan.
Associated Hazard: FLOODING in flood-prone areas

Meanwhile, light to moderate with occasional heavy rains affecting Metro Manila, Tarlac,  Nueva Ecija, Rizal, Cavite,  Laguna, Batangas, and Quezon which may persist within 3 hours.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next advisory to be issued at 5:00 PM Today.

For more information and queries, please call telephone numbers 8922-1992 and 8927-1335 or log on to https://t.co/UVDoibkVeg.",NOT RELEVANT
https://x.com/dost_pagasa/status/1684765079433330689,https://twitter.com/dost_pagasa/status/1684765079433330689,"Heavy Rainfall Warning No. 20  #NCR_PRSD
Weather System: SW MONSOON ENHANCED BY TY DOKSURI (Formerly ""EGAY"")
Issued at: 11:00 AM,28 July 2023

Orange Warning: Bataan.
Associated Hazard: FLOODING is THREATENING

Yellow Warning: Zambales, Pampanga, Bulacan.
Associated Hazard: FLOODING in flood-prone areas

Meanwhile, light to moderate with occasional heavy rains affecting Metro Manila, Tarlac, Rizal, and Cavite which may persist within 3 hours.

 Expect light to moderate with occasional heavy rains over Nueva Ecija, Laguna, Batangas, and Quezon within the next 3 hours.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next advisory to be issued at 2:00 PM Today.

For more information and queries, please call telephone numbers 8922-1992 and 8927-1335 or log on to https://t.co/UVDoibkVeg.",NOT RELEVANT
https://x.com/PrincessYelena/status/1684752693418721281,https://twitter.com/PrincessYelena/status/1684752693418721281,"@binjinganda143 @rurupanatag Lol. But kidding aside i will wear a bota , the flood here in manila is not water only there are so many thrashh and unmentionables floating too, ewwness. I will never dare too😅😂",NOT RELEVANT
https://x.com/zhmogeliukas/status/1684509039798157313,https://twitter.com/zhmogeliukas/status/1684509039798157313,This tweet was triggered  by JJ speaking about how he feels bad for the flood victims in Manila and some international fans sending stupid “say my name oppa just one time” “kiss me though the screen” in addition to all “speak english” ones. Yuck,NOT RELEVANT
https://x.com/dost_pagasa/status/1684488345139937282,https://twitter.com/dost_pagasa/status/1684488345139937282,"Heavy Rainfall Warning No. 14  #NCR_PRSD
Weather System: TY EGAY / SW MONSOON
Issued at: 5:00 PM,27 July 2023

Yellow Warning: Zambales, Bataan, Pampanga, Bulacan, Tarlac.
Associated Hazard: FLOODING in flood-prone areas

Meanwhile, light to moderate with occasional heavy rains affecting Cavite and Laguna which may persist within 3 hours.

Expect light to moderate rains over Metro Manila, Nueva Ecija, Rizal, Batangas, and Quezon within the next 3 hours.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next advisory to be issued at 8:00 PM Today.

For more information and queries, please call telephone numbers 8922-1992 and 8927-1335 or log on to https://t.co/UVDoibkVeg.",NOT RELEVANT
https://x.com/earthshakerph/status/1684449800035667968,https://twitter.com/earthshakerph/status/1684449800035667968,"🔴Red Warning: Bataan.
⚠️Hazard: Serious FLOODING is expected in flood-prone areas
🟠Orange Warning: Zambales, Pampanga, Bulacan.
⚠️Hazard: FLOODING is still THREATENING
🟡Yellow Warning: Metro Manila, Tarlac, Rizal, Cavite, NuevaEcija.
⚠️Hazard: FLOODING in flood-prone areas",NOT RELEVANT
https://x.com/PhilstarNews/status/1684447703793831936,https://twitter.com/PhilstarNews/status/1684447703793831936,"HOW’S THE WEATHER IN YOUR AREA?

At 2:00 this afternoon, PAGASA issued heavy rainfall warnings for the following areas:

· Red Warning: Bataan (with associated hazard: serious flooding is expected in flood-prone areas)

· Orange Warning: Zambales, Pampanga, Bulacan (with associated hazard: threat of flooding)

· Yellow Warning: Metro Manila, Tarlac, Rizal, Cavite, Nueva Ecija (with associated hazard: possibility of flooding in flood-prone areas)

Meanwhile, light to moderate with occasional heavy rains are affecting Batangas, Laguna, and Quezon which may persist within 3 hours, PAGASA further reported.

#EgayPH live updates: https://t.co/EzdWsWv6tz",NOT RELEVANT
https://x.com/gma_weather/status/1684447497199194114,https://twitter.com/gma_weather/status/1684447497199194114,"Yellow Warning: Metro Manila, Tarlac, Rizal, Cavite, NuevaEcija.
Associated Hazard: FLOODING in flood-prone areas

Meanwhile, light to moderate with occasional heavy rains affecting Batangas, Laguna, and Quezon which may persist within 3 hours.

Source: @dost_pagasa https://t.co/Zx6iVvFXFu",NOT RELEVANT
https://x.com/PhilstarNews/status/1684393816168755200,https://twitter.com/PhilstarNews/status/1684393816168755200,"HEAVY RAINFALL WARNING ⚠️

At 10:35 this morning, PAGASA issued heavy rainfall orange and yellow warnings to the following areas:

Orange Warning: Bataan, Pampanga, Bulacan, Zambales (with associated hazard: threat of flooding)

Yellow Warning: Metro Manila, Tarlac, Nueva Ecija (with associated hazard: possibility of flooding in flood-prone areas)

“Meanwhile, expect light to moderate with occasional heavy rains affecting Cavite, Laguna, Batangas, Rizal, and Quezon which may persist within 3 hours,” PAGASA writes.

#EgayPH live updates: https://t.co/EzdWsWv6tz",NOT RELEVANT
https://x.com/tribunephl/status/1684380991765479424,https://twitter.com/tribunephl/status/1684380991765479424,"FLOODING IN MANILA

WATCH: Commuters and motorists wade through gutter-deep flood along Taft Avenue in Manila on Thursday, 27 July.

Typhoon ""Egay"" continues to weaken en route to exiting the Philippine Area of Responsibility on Thursday after pummeling Northern Luzon with heavy rains and intense winds. | 📹 Joey Sanchez Mendoza",NOT RELEVANT
https://x.com/ANCALERTS/status/1684364491801378816,https://twitter.com/ANCALERTS/status/1684364491801378816,Some major roads in Metro Manila are still submerged in flood as Typhoon Egay continues to bring heavy rains in the country’s capital region. https://t.co/B5kZBQt3NJ,NOT RELEVANT
https://x.com/TessDGLiwanag/status/1684315016541921281,https://twitter.com/TessDGLiwanag/status/1684315016541921281,"@MMDA can you post flood alert or updates along the major streets in Manila like Espana, Dapitan, Avenida etc",NOT RELEVANT
https://x.com/AdikTristan/status/1684198216034578437,https://twitter.com/AdikTristan/status/1684198216034578437,"The night is is dark and full of terror.

Terror defined as metro manila flood water. 

These hiking boots are really handy. https://t.co/ZmiQF1I1Qp",NOT RELEVANT
