"attachments/0/accessibilityCaption","attachments/0/id","attachments/0/type","attachments/0/url","author/id","author/name","author/profilePicture","author/profileUrl","commentsCount","postId","postText","reactions/like","reactionsCount","sharesCount","timestamp","url"
,,,,"121123537931473","Cosplay Network Philippines","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/326729925_726257962180782_3647756909935375980_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1202x1202&ctp=s40x40&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=9lzo-Oc8xE4Q7kNvwGG-qR_&_nc_oc=AdoRLK-9OY7LqSN8rEiZUydgK48hevvEYbALT0UvhJDXhtudTqveozA0eTx_XbTyiqo&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=5um2V9mugTwNsM5SDSc5YA&_nc_ss=7c2a8&oh=00_AQBVJG9fjTpbq2ojXLHkB9ByrDycE22bIZ596OBywH_vpw&oe=6A6035AD","https://www.facebook.com/cosplaynetwork.ph","0","621742731202882","List of Emergency Hotlines: 
From gov.ph/emergency-hotlines

Metro Manila Development Authority (MMDA)

136
882-0925 (flood control)
(02) 882-4150-77 loc. 337 (rescue),
255 (Metrobase)
Metrobase: 882-0860


National Disaster and Risk Reduction and Management Council (NDRRMC) hotlines

(02) 911-1406
(02) 912-2665
(02) 912-5668
(02) 911-1873
(02) 912-3046
Trunkline: 911-5061 to 64

Philippine National Police (PNP) Hotline Patrol

117 or send TXT PNP to 2920

Bureau of Fire Protection (NCR)

117, (02) 729-5166, (02) 410-6319 

DOTC Central hotline

7890 or (02) 726-6255

Department of Public Works and Highways (DPWH)

(02) 304-3713, (02) 304-3904

Red Cross hotline

143, (02) 527-0000, (02) 527-8385 to 95

PAGASA
(02) 4338526

North Luzon Expressway (NLEx) hotlines

(02) 3-5000 and (02) 580-8910

North Luzon Expressway (NLEx) hotlines

(02) 3-5000 and (02) 580-8910

Subic-Clark-Tarlac Expressway (SCTEX) hotlines

(0920) 96-SCTEX (72839) (traffic hotline) or (045) 459-0522

Skyway System Hotline

(02) 776-7777, 0917-539-8762 (globe), 0999-886-0893 (smart), 0932-854-6980 (sun)

South Luzon Expressway (SLEx) hotline

Trunklines: (049) 508-7509, (02) 584-4389, (02) 584-4605, (02) 584-4605, (02) 584-4654, (049) 502-8956 (Laguna)

Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) hotline

(02) 433-8526

Philippine Coast Guard

Trunkline: (02) 527-8481, (02) 527-3877, 0917-724-3682 (globe), 0917-PCG-DOTC (globe)

Manila Water Hotline

1627

PHIVOLCS

Trunkline: (02) 426-1468 to 79, local 124/125 (emergency);

Text/call: 0905-313-4077 (globe)

Department of Social Welfare and Development (DSWD)

Trunkline: (632)931-81-01 to 07, local 426 or 425 (Disaster Response Unit); (02) 951-7119; Pasay Office Hotline: 851-2681, 511-1259

Civil Aviation Authority of the Philippines (CAAP)

(02) 879-9113

Manila International Airport Authority (MIAA)

0917-TEXNAIA (8396242)

Clark International Airport Corporation (CIAC)

(045) 499-1468

Mactan-Cebu International Airport (MCIAA)

(032) 340-2486

Civil Aeronautics Board (CAB)

(02) 542-5234
0998-1285717
0927-3549515

Maritime Industry Authority (MARINA)

0917-SUMBONG (7862664)

Land Transportation Office (LTO)

TextLTO – Text LTOHELP to 2600 (all mobile networks).
(02) 922-9061 to 66

LTFRB

(02) 426-2515
0921-4487777

CAVITEX

02) 825- 4004
0942-8228489

Southern Tagalog Arterial Road (S.T.A.R tollway)

(043) 756- 7870
0917-5117827
0908- 5117827

Philippine National Railways (PNR)

(02) 319-0044

Light Rail Transit Authority (LRTA)

(02) 854-0452
0915-8027295
0908-8559121

Local government units (partial)

Manila Traffic Hotline – 527-3087 (Frontdesk); 527-3088 (Traffic Investigation); 527-3065
Cainta Traffic Hotline – 646-0044
Las Piñas Traffic – 874-5756 (Main), 874-3927 (Investigations), 874-5754 (Traffic), 874-5753 (Anti-vending)
Mandaluyong Hotline – 534-2993 (traffic); 533-2225 (Command Control Center)
Marikina STOC – 646-1651, (02) 646-1633 (traffic)
Pasig Traffic – 643-0000 (Command Control Center); 643-1111; 641-1907 (Traffic)
Makati Public Safety Dept – 844-3146, 819-3270 to 71","7","7","1","1383909838000","https://www.facebook.com/cosplaynetwork.ph/posts/621742731202882"
,,,,"100076183608083","Nababaha","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/308618460_174704285079024_7665233353168482823_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx516x510&ctp=p40x40&_nc_cat=109&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=DaKijjh5jaYQ7kNvwHMVDUw&_nc_oc=AdpMQij1QeWhMyRhIzD0lraLU0axZfnTsnt1FpH3T-fjsSnqRriP8AuM2LAR-kXR2qs&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=5um2V9mugTwNsM5SDSc5YA&_nc_ss=7c2a8&oh=00_AQBCn7GYt2oUZOJxbfOTm_fSc0b7vNZfkuGTw9iJseRQFA&oe=6A601597","https://www.facebook.com/profile.php?id=100076183608083","0","6796914646985821","Continued - @kwengchua output. Our task is to provide storm surge flood maps for the entire Philippines.",,"0","0","1383992164000","https://www.facebook.com/permalink.php?story_fbid=pfbid037KmHqWYukGxRaMVP13R7rD9tDqdGc3h1z2yDQ1oz5zJjMANPB87TYYHKd283Dgcyl&id=100076183608083"
"No photo description available.","617523798298092","photo","https://www.facebook.com/photo/?fbid=617523798298092&set=a.550953827068908","100064628863866","Affordable House and Lot","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/326277056_1153393815377913_931225053356702629_n.jpg?stp=c47.0.768.768a_cp0_dst-jpg_tt6&cstp=mx768x768&ctp=s40x40&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=yvjrlMBzyN4Q7kNvwG-glfe&_nc_oc=Ado1YGmlyEK_W6Xm4WaLhFp-2V_GY7swHLp5oIEubE-bul-jQ1l45KIf6WJ1Qfql3FQ&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=nYkHDv7wRiEnmz-ljo4FYA&_nc_ss=7c2a8&oh=00_AQD78w1qj1x8P4u7LqGJEdY5fDqy2nacfpTYwpQN_4QYSg&oe=6A603872","https://www.facebook.com/affordable.houseandlotforyou","1","617523798298092","40% DISCOUNT ON RESERVATION!! Only Php 18k to reserve!!! FLOOD FREE AREA!! NO REQUIRED SALARY BRACKET!! 1st CASH OUT will be reservation fee to hold the unit, monthly down payment will start 30-45 days after the reservation.

44k/mo. accessible via Daang Hari Alabang, 2 Storey Single Detached, 5 Bedrooms with partition, 3 Toilet & Bath, 2 car garage, Sliding back door, with tiles, 140 sqm lot area, 110 sqm floor area

For house details, sample computation & photos please click the link https://www.facebook.com/media/set/?set=a.410923118958162.109821.260211814029294&type=3

Free Tripping Everyday!
1ST BATCH - PICK UP AREAS:
9:00AM - Crossing Starmall(Infront of Chowking)
9:30AM - SM Makati (Infront of Watson)
9:45AM - Pasay Taft Rotonda (PTT Gas Station)
10:00AM - Mall of Asia

Thanks & God Bless! (ms. Mhai)","10","10","1","1383927600000","https://www.facebook.com/photo.php?fbid=617523798298092&set=a.550953827068908&type=3"
"No photo description available.","10151821753552615","photo","https://www.facebook.com/photo/?fbid=10151821753552615&set=gm.244930575663726","636387614","Oscar Hill","https://scontent-iad6-1.xx.fbcdn.net/v/t1.6435-1/37599808_10155752859902615_5081235031754539008_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1424x1440&ctp=s24x24&_nc_cat=106&ccb=1-7&_nc_sid=e99d92&_nc_ohc=pNqx7QQ7DPQQ7kNvwEzkbsI&_nc_oc=AdqarqacwcJ_TECyJuc4MIbP-xhNAieVQr5qkX7za_iy23oQaN3HtQwomRZ9UbKUcmg&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=nYkHDv7wRiEnmz-ljo4FYA&_nc_ss=7c2a8&oh=00_AQCrtzOMUo4-g8ndK3_DsSPe5mu7hjpgodWWMS1W2Y-mag&oe=6A81B3D2","https://www.facebook.com/kaka.059666666","0","244930575663726","Flashback friday nalang kaysa flash flood. Smile kaDogs","5","5","0","1383883747000","https://www.facebook.com/groups/dog.ph/permalink/244930575663726/"
"No photo description available.","762073197142685","photo","https://www.facebook.com/photo/?fbid=762073197142685&set=gm.568193733251127","100000200347870","קודי רְעוּאֵל","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/459320475_8897050796978177_3928726493196729056_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x960&ctp=s24x24&_nc_cat=106&ccb=1-7&_nc_sid=e99d92&_nc_ohc=3AJgBmbAfgwQ7kNvwGM6JAj&_nc_oc=Adq82jrqOFhIK8ly8GVA1yzeUoYmWaYK3cFpAn1O4toUDPvTRmzdIl3TENItlQ1zGcw&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=nYkHDv7wRiEnmz-ljo4FYA&_nc_ss=7c2a8&oh=00_AQAdVUmW2UxHUAjxM78MxACI7uqH4SJQs7ee1TqeZFkR8Q&oe=6A600B8B","https://www.facebook.com/CryptoYowG","0","568193733251127","Redescribed - Repriced -

Selling !!! ------ You can ask your bank about a financing 

2007 Model Honda CRV
Top of the Line
2.4L Engine
A/T Transmission
4x4 (4WD)
62K Mileage
Casa Maintained
Light Gold Finish
Cream Colored Leather Seats
98% Tyres 
No Dents 
Plate number ending in 1
Makinis
Makintab
Freshly Buffed
All Power 
Front and Back sensors
Never lumusong inabutan ng BAHA 100% not flooded!

Location : Makati City near City Hall and South Avenue (South Cemetery)

Clean Papers - first owned - 1 lang ang gumagamit - nde ginamit ng buong bayan.

RFS : need space sa garage - and konting pampuhunan sa business

Price: P610K petot FIXED!

for more info/inquiries : 09155933485 - gio

I'll be messaging you on my 2nd account: why? facebook blocked me from adding and messaging people who are not on my list. -NOTE** Please Check your (Other Inbox) in your messages. 

add me here in facebook to see the whole album including the interior and other pictures of the car.",,"0","0","1383969191000","https://www.facebook.com/groups/callcenteragents67/permalink/568193733251127/"
"No photo description available.","10152041033320844","photo","https://www.facebook.com/photo/?fbid=10152041033320844&set=a.552255136950008","100064965780765","Energizer Philippines","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/326095934_1404050427006437_3205616428987692588_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1080x1080&ctp=s40x40&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=LVTrnFhBm_kQ7kNvwH4YedK&_nc_oc=AdrgzykaYCwbqrwbLVgrSW48tT0u8EuNW7DFj9pTROYE-Q4WEHGwWVrmt91wVrWyl-M&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=nYkHDv7wRiEnmz-ljo4FYA&_nc_ss=7c2a8&oh=00_AQA8NGlnkBr7Cmj9206P-DMwNpJ5j_vKe71SuWkAhXJp8w&oe=6A601053","https://www.facebook.com/EnergizerPH","0","10152041033320844","It's best to stay at home! Keep safe, everyone!

Let Energizer Lights be in your plan for emergencies. Wherever you need to shine a light -- from the work site to camp site and even in a flood -- you'll be ready anytime. #ThatsPositivEnergy","6","6","0","1383893878000","https://www.facebook.com/photo.php?fbid=10152041033320844&set=a.552255136950008&type=3"
"No photo description available.","617520418298430","photo","https://www.facebook.com/photo/?fbid=617520418298430&set=a.550953827068908","100064628863866","Affordable House and Lot","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/326277056_1153393815377913_931225053356702629_n.jpg?stp=c47.0.768.768a_cp0_dst-jpg_tt6&cstp=mx768x768&ctp=s40x40&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=yvjrlMBzyN4Q7kNvwG-glfe&_nc_oc=Ado1YGmlyEK_W6Xm4WaLhFp-2V_GY7swHLp5oIEubE-bul-jQ1l45KIf6WJ1Qfql3FQ&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=nYkHDv7wRiEnmz-ljo4FYA&_nc_ss=7c2a8&oh=00_AQD78w1qj1x8P4u7LqGJEdY5fDqy2nacfpTYwpQN_4QYSg&oe=6A603872","https://www.facebook.com/affordable.houseandlotforyou","3","617520418298430","19k/mo. Near Splash Island & Enchanted Kingdom, 2 Storey Single Attached House, 4 Bedrooms with partition, 2 Toilet & Bath, 2 car garage, 100 sqm lot area, 104 sqm floor area

FLOOD FREE AREA!! NO REQUIRED SALARY BRACKET!! 1st CASH OUT will be reservation fee to hold the unit, monthly down payment will start 30-45 days after the reservation. 

Free Tripping Everyday!
1ST BATCH - PICK UP AREAS:
9:00AM - Crossing Starmall(Infront of Chowking)
9:30AM - SM Makati (Infront of Watson)
10:00AM - Pasay Taft Rotonda (PTT Gas Station)

Thanks & God Bless! (ms. Mhai)","15","15","1","1383920400000","https://www.facebook.com/photo.php?fbid=617520418298430&set=a.550953827068908&type=3"
,,,,"100000086921838","Bj Cruz II","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/464096401_8963195080359967_8571969810832621961_n.jpg?stp=c0.0.234.234a_cp0_dst-jpg_tt6&cstp=mx234x234&ctp=s24x24&_nc_cat=102&ccb=1-7&_nc_sid=e99d92&_nc_ohc=aN-eZLED9rcQ7kNvwFgKd-Y&_nc_oc=AdoQ4qI62QxCkALFAcQ84wzfvXTOz8G29tU-kUj9Hs0zv7om35-Vi1JVVnY1RN8_ayA&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=nYkHDv7wRiEnmz-ljo4FYA&_nc_ss=7c2a8&oh=00_AQCXci8GeRkgeDIsXmsLmOHZGGiN-J04XAD7ZFICrJhRGQ&oe=6A600C35","https://www.facebook.com/rhian08","0","436184733152174","Sayang yung rent na binabayad mo… mag rent to own ka na
Ano pang hinihintay nyo AVAIL NA DTO SA LANCASTER NEW CITY Sa Cavite.

We have FREE DAILY TRIPPING (100% NO Charge at
ALL) Tripping Daily (Monday to Sunday).
(Kindly advise us 1 day in advance)

LIMITED SLOTS for house units that are near the gate and amenities.
-ACT NOW because location is just 30 minutes from Airport and Makati.
-BUY NOW while house price is still affordable.
-Ease of transportation due to CAVITEX that shorten travel time of commuting residents to Manila, Makati & Quezon City
-Lancaster Estates is TYPHOON TESTED because it is FLOOD FREE location.
-HURRY! Best location are still available. Every Phase are gated and secured 24 Hours.
-Houses are two storey brand new single attached houses for sale with 3 bedrooms, toilet and bath, carport.
-Houses are with partition on all bedroms, with ceiling and painted finish.
-Excellent location and investment.
-Imus is a first class municipality in Cavite
-Ready for Occupancy House Units are also available for buyers who needs to own a house in a few months",,"0","0","1383976623000","https://www.facebook.com/groups/PhilsAds/permalink/436184733152174/"
,,,,"173892048760","Backpacking Philippines","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/327272569_1634847403615474_1748967848873148759_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1080x1080&ctp=s40x40&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=4IvaFL4P21gQ7kNvwFKNdic&_nc_oc=AdrBpT5hYRnjYPDZNpfhQsEvSJxw6IUhHUza4y8DzpA8jsZbAiuIOlwZSHK7LY0fSxA&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=VddZSucsHXQPiebn63t1IA&_nc_ss=7c2a8&oh=00_AQD1RgJ_0AtRhQRRQV1g9aTRLV7IseDTFBw6qzgWME_VwA&oe=6A600BB6","https://www.facebook.com/BackpackingPhilippines","1","10152355824013761","besides PAGASA, you may also monitor Project Noah of DOST for floods and storm surges in your area http://www.noah.dost.gov.ph","6","6","1","1383884790000","https://www.facebook.com/BackpackingPhilippines/posts/10152355824013761"
,,,,"100067523643849","Jeepneed","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/302100093_397865279140924_76763559598548431_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx800x800&ctp=s40x40&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=T9abq0jFOS4Q7kNvwFrxZek&_nc_oc=AdrbMYsqvBuUekOmNE9a3-uEBz9p6Yv1GFBFCNCZmIzpXkAiHGeexhAg4oWs0U-naRc&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=VddZSucsHXQPiebn63t1IA&_nc_ss=7c2a8&oh=00_AQCrQFgyR_83qqgT-yZ_khO8E7gll-584KjTx9tTTwjrCQ&oe=6A600B0A","https://www.facebook.com/jeepneedtinylabs","0","660854363936287","Word from our @ark partners in Capiz. Concerned for the schools we've been working with: First accounts Sibariwan Dumarao, Capiz (which was  under the eye of the storm last night) - flooding, no electricity, uprooted trees, razed rice paddies, houses swept away, everything leveled... people still reeling from the shock of Haiyan typhoon which brought winds that sounded like 747 jet even before the typhoon arrived.",,"0","1","1383981553000","https://www.facebook.com/jeepneedtinylabs/posts/pfbid0qWQBkKgCsiWsrk2R1PcA7eNMj9poAqzG3CMJPkcuH8ZxvoKBT3zi12EWUiB3QE39l"
,,,,"100000274685242","Wilma Irangan","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/453043219_8462894740396265_5551192846767862450_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x960&ctp=s24x24&_nc_cat=110&ccb=1-7&_nc_sid=1d2534&_nc_ohc=DIEtIMGvF94Q7kNvwF9R0gW&_nc_oc=AdoJKyy5FVyD8ciXxgX_eQT3Qx_9a9rjPeqMxTo1frikMWrkoFpeEI-tOqWCCX4buoc&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=VddZSucsHXQPiebn63t1IA&_nc_ss=7c2a8&oh=00_AQBZib7MaenEpM46ujbrt3zXDqzk7mjGbM8TQRNW5PEDMA&oe=6A600E93","https://www.facebook.com/wilma.irangan","0","10151689432231556","Admin pls allow me to post..tnx (Y)
GOOD NEWS! GOOD NEWS! 40% DISCOUNT ON RESERVATION FEE THIS NOV 1-15 EXCEPT ALICE, ALICE W/33% DISCOUNT..HURRY AVAIL NOW! Highly recommended House & Lot available in Cavite. Near NAIA & MOA, 21 mins from Manila via expressway(CAVITEX)...Flood Free zone. 
VISIT MY WEBSITE: http://dreamhouse4you.weebly.com/
FB page: www.facebook.com/bahay4you",,"0","0","1384007608000","https://www.facebook.com/groups/41735906555/permalink/10151689432231556/"
"No photo description available.","426847727444221","photo","https://www.facebook.com/photo/?fbid=426847727444221&set=a.553204786836037","100064395623519","Online Travel Express","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/682633243_1388727103283797_2505454017856247174_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1600x1600&ctp=s40x40&_nc_cat=107&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=1wLe87UXaU0Q7kNvwE7gkk6&_nc_oc=Adon9cCSWXz441Sasxc2til5BodpFJY_27kMJGiffjZ2-8CI-aq8oS8asTgyySmitac&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=VddZSucsHXQPiebn63t1IA&_nc_ss=7c2a8&oh=00_AQAnT9FNBzDInIsxkOT-7rC6XgY255SF8B3qnOx2_evpZg&oe=6A600CBB","https://www.facebook.com/OnlineTravelExpressPH","2","426847727444221","What to do BEFORE, DURING and AFTER a Typhoon

Before Typhoon

    1. Keep yourself updated. With the various media platforms, it is next to impossible to not be updated of the supposed typhoon’s movement.

    2. Inspect and clean up your house especially your drainage system. Check to see if there’s a need to fix your house such as holes on your roofs, damaged doors, windows or ceilings. Have them fixed as soon as possible. Do check as well your drainage system. If there’s clogging, have them fixed or remove any material that may possibly cause the clogging.

    3. Store ample amount of ready-to-eat foods and water. Make sure that the foods and water that you will store is adequate enough for you and your family and will last for few days. Ready-to-eat foods such as canned/packed foods are especially helpful when cooking is no longer feasible.

    4. If you have second or third floors or any part in your house that is elevated, have your things especially those that generate electricity placed in there. This will keep water from coming in contact with these stuffs.

    5. If you are advised to evacuate, do so. These people who will inform you of the need for evacuation are more knowledgeable than anyone else. So don’t be hard-headed, at least not during this time of distress.

    6. Always have your emergency kits with you. Your emergency kit may include first-aid supplies, candles, flashlights, life vests and battery-operated radio.

 
During Typhoon

    1. If no advice to evacuate was announced, then better stay inside your house. Keep yourself calm and postpone any scheduled travels.

    2. Keep on monitoring the typhoon’s movement through your television, radio or the internet.

    3. If you see signs of water rising, better turn off the main sources of electricity. Do keep your electric-powered items stored in higher areas and refrain from using them during flood.

    4. Do not wade along flooded areas to keep yourself from contacting water-borne diseases. If it is inevitable, wear protective gears such as raincoats and boots to protect yourself.

    5. If you are told to evacuate, calmly comply.

 
After the Typhoon

    1. Monitor and update yourself with the progress of the typhoon through radio, television or the internet (should this be accessible).

    2. If your house was one of the heavily damaged, make sure that you heed to the advice of the authorities regarding its safety and stability. If they are uncertain of your house’s condition, do not go yet. If the house didn’t have that much damage, have your house inspected and do the needed repairs immediately. Just be safe in inspecting your house and avoid scattered debris.

    3. Watch out for live wires or any electrical outlet that may be submerged in water. If you don’t have the sufficient knowledge on electrical wirings, have a knowledgeable person inspect these wires as well as your appliances before you actually use them again.

    4. Wear protective gears such as boots. Water-borne diseases such as Leptospirosis do not only spread out during typhoon but also after the typhoon. The bacteria that cause this disease may still be present in moist soils or scattered debris and if these contacts with your open wound, the chances of developing such disease is very much likely.

    5. Boil water before drinking as they may be contaminated.

    6. Clean up. Dispose things that may be a ground for mosquitoes to breed. Such stuffs may include tires, cans or pots.","15","15","11","1383888429000","https://www.facebook.com/photo.php?fbid=426847727444221&set=a.553204786836037&type=3"
,,,,"100002425099394","Cerritos Residences Pasig","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/460228977_8393409717416448_3011812046133385555_n.jpg?stp=c260.122.1528.1529a_cp0_dst-jpg_tt6&cstp=mx1528x1529&ctp=s24x24&_nc_cat=103&ccb=1-7&_nc_sid=e99d92&_nc_ohc=CctYwQR3OuUQ7kNvwHFJfOJ&_nc_oc=AdpI9GF3odZ9VZ4UK6lfoRytLkhjpoZ0u6yAYGQXhYsTMLw72XmLgd_DsJPlD3WqcS8&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=VddZSucsHXQPiebn63t1IA&_nc_ss=7c2a8&oh=00_AQDc86aUaJADIucyilaeTfac6c2JCMK2WcGBUl3Gl8Sm7g&oe=6A603174","https://www.facebook.com/camellacondohomes.pasig.3","0","423008611131968","We're all set to take off and reach for HIGHER HEIGHTS as it is

MOVEmber at Cerritos Residences Pasig!

Jump in to EXCLUSIVE MID-RISE LIVING 
at the FRESHEST residential haven
and the COOLEST commercial hub
in the heart of PASIG CITY.

WHY SETTLE FOR LESS WHEN YOU CAN LIVE IN THE BEST?

1. Exclusive and Low-Density Haven
2. Gated with 24/7 security
3. Well-elevated, certified flood-free
4. Highly accessible to Ortigas Center, Eastwood, and The Fort
5. Everything is at home with the development's commercial area!
6. Best value for money with existing pre-selling price!
7. High return on investment given high leasing demand!
8. Ready for occupancy by October 2014!

Don't miss the RUSH of our breath-taking promos and unbeatable payment terms!

STUDIO UNIT:
from PhP2.1M, 
now PhP1.4M
or as low as PhP8,000 monthly DP

2 BEDROOM UNIT:
from PhP2.8M,
now PhP2.2M
or as low as PhP13,000 monthly DP

Visit our Showroom and Information Center along Mercedes Avenue, Pasig City.

And wake up to a brighter vista of tomorrow!!",,"0","0","1383993489000","https://www.facebook.com/groups/401929389906557/permalink/423008611131968/"
,,,,"100000086921838","Bj Cruz II","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/464096401_8963195080359967_8571969810832621961_n.jpg?stp=c0.0.234.234a_cp0_dst-jpg_tt6&cstp=mx234x234&ctp=s24x24&_nc_cat=102&ccb=1-7&_nc_sid=e99d92&_nc_ohc=aN-eZLED9rcQ7kNvwFgKd-Y&_nc_oc=AdoQ4qI62QxCkALFAcQ84wzfvXTOz8G29tU-kUj9Hs0zv7om35-Vi1JVVnY1RN8_ayA&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=VddZSucsHXQPiebn63t1IA&_nc_ss=7c2a8&oh=00_AQD8O1Sy9Kezlnfdaa-porCgcX0FewIK7sSNw4Mrjw3taw&oe=6A600C35","https://www.facebook.com/rhian08","7","568225749914592","Sayang yung rent na binabayad mo… mag rent to own ka na
Ano pang hinihintay nyo AVAIL NA DTO SA LANCASTER NEW CITY Sa Cavite.

We have FREE DAILY TRIPPING (100% NO Charge at
ALL) Tripping Daily (Monday to Sunday).
(Kindly advise us 1 day in advance)

LIMITED SLOTS for house units that are near the gate and amenities.
-ACT NOW because location is just 30 minutes from Airport and Makati.
-BUY NOW while house price is still affordable.
-Ease of transportation due to CAVITEX that shorten travel time of commuting residents to Manila, Makati & Quezon City
-Lancaster Estates is TYPHOON TESTED because it is FLOOD FREE location.
-HURRY! Best location are still available. Every Phase are gated and secured 24 Hours.
-Houses are two storey brand new single attached houses for sale with 3 bedrooms, toilet and bath, carport.
-Houses are with partition on all bedroms, with ceiling and painted finish.
-Excellent location and investment.
-Imus is a first class municipality in Cavite
-Ready for Occupancy House Units are also available for buyers who needs to own a house in a few months

https://www.facebook.com/OwnAHouseInImusCavite?ref=hl",,"0","0","1383980137000","https://www.facebook.com/groups/callcenteragents67/permalink/568225749914592/"
"No photo description available.","390050844459457","photo","https://www.facebook.com/photo/?fbid=390050844459457&set=a.472250411615229","100064908211459","Feast Novotel","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/308872522_472250434948560_1275895130416872696_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx379x379&ctp=s40x40&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=AiOH-rNENUYQ7kNvwEkSVbr&_nc_oc=Adow39IM3vKI0UWtXuiCyw1DP_IOBSX7-aTgChtyhzAkIY-WKJ5zTUovEU4Hgr2pVHE&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=TxuNFI-8zLkWcXwSdzvcug&_nc_ss=7c2a8&oh=00_AQCZTLNlEDpbugsu-UP4xaF3HnwcHZETxioqQ6GM7-QESg&oe=6A601CA8","https://www.facebook.com/LojFeastPrayerWarrior","0","390050844459457","Hide me now
Under Your wings
Cover me
Within Your mighty hand

When the oceans rise and thunders roar
I will soar with You above the storm
Father you are King over the flood
I will be still, know You are God

Find rest my soul
In Christ alone
Know His power
In quietness and trust

When the oceans rise and thunders roar
I will soar with You above the storm
Father You are king over the flood
I will be still, know You are God","1","1","10","1383878906000","https://www.facebook.com/photo.php?fbid=390050844459457&set=a.472250411615229&type=3"
