url,twitterUrl,id,text,severity level
https://x.com/PAGASAFFWS/status/1420141209197023232,https://twitter.com/PAGASAFFWS/status/1420141209197023232,1420141209197023232,"July 28, 2021 as of 5am
Pasig Marikina Tullahan Flood Advisory #1 https://t.co/Es0Oii3rbW",NOT RELEVANT
https://x.com/bdrrmo/status/1419918550433734657,https://twitter.com/bdrrmo/status/1419918550433734657,1419918550433734657,"RT dost_pagasa: General Flood Advisory #13 Final for Pasig-Marikina River Basin, issued at 9:00 PM, 26 July 2021 https://t.co/YSUmaw9VFC",NOT RELEVANT
https://x.com/dost_pagasa/status/1419639990716297217,https://twitter.com/dost_pagasa/status/1419639990716297217,1419639990716297217,"General Flood Advisory #13 Final for Pasig-Marikina River Basin, issued at 9:00 PM, 26 July 2021 https://t.co/Pi4Kmf24hW",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1419639875763011584,https://twitter.com/PAGASAFFWS/status/1419639875763011584,1419639875763011584,"@dost_pagasa General Flood Advisory #13 Final for Pasig-Marikina River Basin, issued at 9:00 PM, 26 July 2021 https://t.co/Kqgpzvk7D5",NOT RELEVANT
https://x.com/bdrrmo/status/1419556288200069120,https://twitter.com/bdrrmo/status/1419556288200069120,1419556288200069120,"RT dost_pagasa: General Flood Advisory #12 for Pasig-Marikina River Basin, issued at 9:00 AM, 26 July 2021 https://t.co/G0Vx7FNDol",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1419481091639894021,https://twitter.com/PAGASAFFWS/status/1419481091639894021,1419481091639894021,"General Flood Advisory #12 for Pasig-Marikina River Basin, issued at 9:00 AM, 26 July 2021 https://t.co/fNxWFMXfYn",NOT RELEVANT
https://x.com/dost_pagasa/status/1419480754900242434,https://twitter.com/dost_pagasa/status/1419480754900242434,1419480754900242434,"General Flood Advisory #12 for Pasig-Marikina River Basin, issued at 9:00 AM, 26 July 2021 https://t.co/a5ycHc1e6s",NOT RELEVANT
https://x.com/dost_pagasa/status/1419281918135128064,https://twitter.com/dost_pagasa/status/1419281918135128064,1419281918135128064,"Pasig-Marikina Tullahan River Basin
Flood Advisory #11
Issued at 9:00 PM, 25 July 2021 https://t.co/NMNMLq5WeZ",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1418913296397131776,https://twitter.com/PAGASAFFWS/status/1418913296397131776,1418913296397131776,"Pasig-Marikina Tullahan River Basin
Flood Advisory #9 
Issued at 9:00 PM, 24 July 2021 https://t.co/wdA3Sk3Pjz",NOT RELEVANT
https://x.com/dost_pagasa/status/1418913208845225985,https://twitter.com/dost_pagasa/status/1418913208845225985,1418913208845225985,"Pasig-Marikina Tullahan River Basin
Flood Advisory #9 
Issued at 9:00 PM, 24 July 2021 https://t.co/1igqdkkwRc",NOT RELEVANT
https://x.com/dost_pagasa/status/1418556767672229889,https://twitter.com/dost_pagasa/status/1418556767672229889,1418556767672229889,"Pasig-Marikina Tullahan River Basin
Flood Advisory #6
Issued at 9PM, 23 July 2021 https://t.co/dmFAAxl6g3",NOT RELEVANT
https://x.com/usbetween_/status/1418853292206137353,https://twitter.com/usbetween_/status/1418853292206137353,1418853292206137353,Jogging lang last Sunday sa Marikina River tapos this weekend baha na. Sadt. https://t.co/nsoYu9YuQi,NOT RELEVANT
https://x.com/bdrrmo/status/1419556288200069120,https://twitter.com/bdrrmo/status/1419556288200069120,1419556288200069120,"RT dost_pagasa: General Flood Advisory #12 for Pasig-Marikina River Basin, issued at 9:00 AM, 26 July 2021 https://t.co/G0Vx7FNDol",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1419481091639894021,https://twitter.com/PAGASAFFWS/status/1419481091639894021,1419481091639894021,"General Flood Advisory #12 for Pasig-Marikina River Basin, issued at 9:00 AM, 26 July 2021 https://t.co/fNxWFMXfYn",NOT RELEVANT
https://x.com/bdrrmo/status/1419918550433734657,https://twitter.com/bdrrmo/status/1419918550433734657,1419918550433734657,"RT dost_pagasa: General Flood Advisory #13 Final for Pasig-Marikina River Basin, issued at 9:00 PM, 26 July 2021 https://t.co/YSUmaw9VFC",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1420323496328978438,https://twitter.com/PAGASAFFWS/status/1420323496328978438,1420323496328978438,"July 28, 2021 as of 5:30pm
Pasig Marikina Tullahan Flood Advisory #2 https://t.co/IIowXRTxnP",NOT RELEVANT
https://x.com/dost_pagasa/status/1420141314000048131,https://twitter.com/dost_pagasa/status/1420141314000048131,1420141314000048131,"July 28, 2021 as of 5am
Pasig Marikina Tullahan Flood Advisory #1 https://t.co/yrogj0NQLB",NOT RELEVANT
https://x.com/dost_pagasa/status/1420500489641226240,https://twitter.com/dost_pagasa/status/1420500489641226240,1420500489641226240,"July 29, 2021 as of 5:30am
Pasig Marikina Tullahan Flood Advisory #3 https://t.co/DeQPZ7oYxs",NOT RELEVANT
https://x.com/dost_pagasa/status/1419480754900242434,https://twitter.com/dost_pagasa/status/1419480754900242434,1419480754900242434,"General Flood Advisory #12 for Pasig-Marikina River Basin, issued at 9:00 AM, 26 July 2021 https://t.co/a5ycHc1e6s",NOT RELEVANT
https://x.com/dost_pagasa/status/1419639990716297217,https://twitter.com/dost_pagasa/status/1419639990716297217,1419639990716297217,"General Flood Advisory #13 Final for Pasig-Marikina River Basin, issued at 9:00 PM, 26 July 2021 https://t.co/Pi4Kmf24hW",NOT RELEVANT
https://x.com/dost_pagasa/status/1420323635454111747,https://twitter.com/dost_pagasa/status/1420323635454111747,1420323635454111747,"July 28, 2021 as of 5:30pm
Pasig Marikina Tullahan Flood Advisory #2 https://t.co/ud7bDFh9lU",NOT RELEVANT
https://x.com/dost_pagasa/status/1418556767672229889,https://twitter.com/dost_pagasa/status/1418556767672229889,1418556767672229889,"Pasig-Marikina Tullahan River Basin
Flood Advisory #6
Issued at 9PM, 23 July 2021 https://t.co/dmFAAxl6g3",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1419639875763011584,https://twitter.com/PAGASAFFWS/status/1419639875763011584,1419639875763011584,"@dost_pagasa General Flood Advisory #13 Final for Pasig-Marikina River Basin, issued at 9:00 PM, 26 July 2021 https://t.co/Kqgpzvk7D5",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1418913296397131776,https://twitter.com/PAGASAFFWS/status/1418913296397131776,1418913296397131776,"Pasig-Marikina Tullahan River Basin
Flood Advisory #9 
Issued at 9:00 PM, 24 July 2021 https://t.co/wdA3Sk3Pjz",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1420141209197023232,https://twitter.com/PAGASAFFWS/status/1420141209197023232,1420141209197023232,"July 28, 2021 as of 5am
Pasig Marikina Tullahan Flood Advisory #1 https://t.co/Es0Oii3rbW",NOT RELEVANT
https://x.com/earthshakerph/status/1418140140828979200,https://twitter.com/earthshakerph/status/1418140140828979200,1418140140828979200,"Marikina River and Flood update!⚠️ 

Source: https://t.co/t9Z9xwMX0S https://t.co/pGI1J2zUrf",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1419481091639894021,https://twitter.com/PAGASAFFWS/status/1419481091639894021,1419481091639894021,"General Flood Advisory #12 for Pasig-Marikina River Basin, issued at 9:00 AM, 26 July 2021 https://t.co/fNxWFMXfYn",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1420323496328978438,https://twitter.com/PAGASAFFWS/status/1420323496328978438,1420323496328978438,"July 28, 2021 as of 5:30pm
Pasig Marikina Tullahan Flood Advisory #2 https://t.co/IIowXRTxnP",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1419639875763011584,https://twitter.com/PAGASAFFWS/status/1419639875763011584,1419639875763011584,"@dost_pagasa General Flood Advisory #13 Final for Pasig-Marikina River Basin, issued at 9:00 PM, 26 July 2021 https://t.co/Kqgpzvk7D5",NOT RELEVANT
https://x.com/JulitsVelasco/status/1418973281546350603,https://twitter.com/JulitsVelasco/status/1418973281546350603,1418973281546350603,"Hi friends! Seeking your help.

CALL FOR DONATIONS
for the victims of Typhoon Fabian &amp; Habagat

Help us reach P 100,000 worth of financial and in-kind donations to help flood victims in Marikina, Rizal, and Cavite.

#FabianPH #donate #kalakbay https://t.co/uDWKt0Oy6b",NOT RELEVANT
https://x.com/brad_feliciano/status/1418845707335782404,https://twitter.com/brad_feliciano/status/1418845707335782404,1418845707335782404,"Growing up in flooded Marikina, wet feet &amp; shoes has become a disgusting feeling; so Facebook Marketplace to the rescue!

What do you think I should wear tomorrow? ❤️
.
.
.
07.24.21
#boots #rainboots #shoecovers #rain #flood #typhoon #philippines #teacher #love #gay 🌈 https://t.co/yPXEdCX4La",NOT RELEVANT
https://x.com/bdrrmo/status/1419556288200069120,https://twitter.com/bdrrmo/status/1419556288200069120,1419556288200069120,"RT dost_pagasa: General Flood Advisory #12 for Pasig-Marikina River Basin, issued at 9:00 AM, 26 July 2021 https://t.co/G0Vx7FNDol",NOT RELEVANT
https://x.com/bdrrmo/status/1419918550433734657,https://twitter.com/bdrrmo/status/1419918550433734657,1419918550433734657,"RT dost_pagasa: General Flood Advisory #13 Final for Pasig-Marikina River Basin, issued at 9:00 PM, 26 July 2021 https://t.co/YSUmaw9VFC",NOT RELEVANT
https://x.com/dost_pagasa/status/1420323635454111747,https://twitter.com/dost_pagasa/status/1420323635454111747,1420323635454111747,"July 28, 2021 as of 5:30pm
Pasig Marikina Tullahan Flood Advisory #2 https://t.co/ud7bDFh9lU",NOT RELEVANT
https://x.com/dost_pagasa/status/1420500489641226240,https://twitter.com/dost_pagasa/status/1420500489641226240,1420500489641226240,"July 29, 2021 as of 5:30am
Pasig Marikina Tullahan Flood Advisory #3 https://t.co/DeQPZ7oYxs",NOT RELEVANT
https://x.com/dost_pagasa/status/1420141314000048131,https://twitter.com/dost_pagasa/status/1420141314000048131,1420141314000048131,"July 28, 2021 as of 5am
Pasig Marikina Tullahan Flood Advisory #1 https://t.co/yrogj0NQLB",NOT RELEVANT
https://x.com/dost_pagasa/status/1419639990716297217,https://twitter.com/dost_pagasa/status/1419639990716297217,1419639990716297217,"General Flood Advisory #13 Final for Pasig-Marikina River Basin, issued at 9:00 PM, 26 July 2021 https://t.co/Pi4Kmf24hW",NOT RELEVANT
https://x.com/dost_pagasa/status/1419480754900242434,https://twitter.com/dost_pagasa/status/1419480754900242434,1419480754900242434,"General Flood Advisory #12 for Pasig-Marikina River Basin, issued at 9:00 AM, 26 July 2021 https://t.co/a5ycHc1e6s",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1418913296397131776,https://twitter.com/PAGASAFFWS/status/1418913296397131776,1418913296397131776,"Pasig-Marikina Tullahan River Basin
Flood Advisory #9 
Issued at 9:00 PM, 24 July 2021 https://t.co/wdA3Sk3Pjz",NOT RELEVANT
https://x.com/dost_pagasa/status/1418556767672229889,https://twitter.com/dost_pagasa/status/1418556767672229889,1418556767672229889,"Pasig-Marikina Tullahan River Basin
Flood Advisory #6
Issued at 9PM, 23 July 2021 https://t.co/dmFAAxl6g3",NOT RELEVANT
https://x.com/TulongKabataan_/status/1418658859925663747,https://twitter.com/TulongKabataan_/status/1418658859925663747,1418658859925663747,"📣CALL FOR DONATIONS 

Tulong Kabataan is calling for in-kind or cash donations to be given to families and individuals who are affected by the flood in Marikina City. 

Sharing your extra resources will come a long way to help the affected families survive in the coming weeks. https://t.co/5WUS3ubkOi",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1420141209197023232,https://twitter.com/PAGASAFFWS/status/1420141209197023232,1420141209197023232,"July 28, 2021 as of 5am
Pasig Marikina Tullahan Flood Advisory #1 https://t.co/Es0Oii3rbW",
https://x.com/tulongkab_ncr/status/1418829922953531395,https://twitter.com/tulongkab_ncr/status/1418829922953531395,1418829922953531395,"Tulong Kabataan - Metro Manila is calling for in-kind and monetary donation to provide relief for the affected residents of Marikina, who are affected by the flood due to moonsoon rains enhanced by FabianPH.

You may send your donations to the following channels:

/anhBZaYNWc. https://t.co/xnq1qOve5N",NOT RELEVANT
https://x.com/lillybreadd/status/1418754765937283072,https://twitter.com/lillybreadd/status/1418754765937283072,1418754765937283072,LAST YEAR I WAS IN MARIKINA CITY WHEN THAT HORRENDOUS FLOOD HAPPENED WE LITERALLY CLIMBED UP OUR ROOFTOP AND WAIT FOR THE RESCUERS BUT NO ONE CAME.I HOPE IT WON'T HAPPEN AGAIN PLS TAKE CARE EVERYONE. https://t.co/sC8agtJ2GC,SEVERE
https://x.com/Julitamc2/status/1418942950160142344,https://twitter.com/Julitamc2/status/1418942950160142344,1418942950160142344,"1984, walang pang dolomite sa MB, may baha na sa Manila. Raissa said it herself.
2021, may dolomite, may baha pa din.
What to do? Come up with the solution.
What Pnoy did with the solution? Canceled. Nagbayad pa.
@raissawriter do you have another solution? https://t.co/mqSwr22v8W",NOT RELEVANT
https://x.com/usbetween_/status/1418853292206137353,https://twitter.com/usbetween_/status/1418853292206137353,1418853292206137353,Jogging lang last Sunday sa Marikina River tapos this weekend baha na. Sadt. https://t.co/nsoYu9YuQi,NOT RELEVANT
https://x.com/msnph/status/1420527337783713793,https://twitter.com/msnph/status/1420527337783713793,1420527337783713793,Monsoon rains flood parts of Metro Manila https://t.co/cv7OfnHJgK https://t.co/RjTm3ehdJF,NOT RELEVANT
https://x.com/BusinessMirror/status/1419916211563937792,https://twitter.com/BusinessMirror/status/1419916211563937792,1419916211563937792,"Communities along the Tullahan River are now reaping the benefits of government and private sector’s flood mitigation efforts after monsoon rains flooded parts of Luzon and some areas in Metro Manila.

Read more: https://t.co/ToK2VXTr1H https://t.co/rjn5GtLD4A",SEVERE
https://x.com/TODAYonline/status/1419538107213357058,https://twitter.com/TODAYonline/status/1419538107213357058,1419538107213357058,"Philippines evacuates thousands as monsoon rains flood Manila, provinces https://t.co/CUPQmakjac https://t.co/aVUmT7YFJY",MILD
https://x.com/kkobugiPH/status/1419256556072235011,https://twitter.com/kkobugiPH/status/1419256556072235011,1419256556072235011,"[ JULY BOX 3 &amp; 4 ]

While incessant downpour continues to flood Manila, it won't stop us from receiving items! Various items have arrived, including all EXO DFTF orders!

Please tune out for our mailer/main tracker updates within the evening!

#KkobugiPHUpdates (1/4) https://t.co/M50g5tq5IH",NOT RELEVANT
https://x.com/lankawire/status/1419053919632695296,https://twitter.com/lankawire/status/1419053919632695296,1419053919632695296,Thousands evacuated in Philippines as monsoon rains flood Manila https://t.co/ePvzHZvWT1 https://t.co/Ln8K2LP8Bk,SEVERE
https://x.com/IsraelNewsLinks/status/1419032408653844482,https://twitter.com/IsraelNewsLinks/status/1419032408653844482,1419032408653844482,"Philippines Evacuates Thousands as Monsoon Rains Flood Manila, Provinces https://t.co/ipeof1PD3J via EpochTimesWorld https://t.co/3RLN5NoWeP",MILD
https://x.com/ReutersAsia/status/1418956603978657796,https://twitter.com/ReutersAsia/status/1418956603978657796,1418956603978657796,"Philippines evacuates thousands as monsoon rains flood Manila, provinces https://t.co/5XWU7hYaZ8 https://t.co/XJbjBTMRHc",NOT RELEVANT
https://x.com/Newskarnataka/status/1418913135705169928,https://twitter.com/Newskarnataka/status/1418913135705169928,1418913135705169928,"Philippines evacuates over 15,000 people amid flood threat: The Metropolitan Manila Development Authority also reported that several areas in the capital remain flooded. https://t.co/zS7D3uI22k #Philippines #evacuate https://t.co/JmRgQU3u79",MILD
https://x.com/trtworld/status/1418911341591482368,https://twitter.com/trtworld/status/1418911341591482368,1418911341591482368,"In pictures: Philippines move thousands of residents out of low-lying communities in Manila as heavy monsoon rains flood the city and nearby provinces. 

Read more here👇🏽
https://t.co/Vm8r2yC7vQ https://t.co/mPu7eVkm2X",SEVERE
https://x.com/AndyVermaut/status/1418889975224049671,https://twitter.com/AndyVermaut/status/1418889975224049671,1418889975224049671,Philippines Evacuates Thousands As Monsoon Rains Flood Capital Manila https://t.co/LQT78y1R01 https://t.co/XdYu90X1VB,MILD
https://x.com/ndtvfeed/status/1418887444557074434,https://twitter.com/ndtvfeed/status/1418887444557074434,1418887444557074434,Philippines Evacuates Thousands As Monsoon Rains Flood Capital Manila https://t.co/BRyjVXuMYN https://t.co/HnJsFDYbHh,MILD
https://x.com/AJEnglish/status/1418857402498265096,https://twitter.com/AJEnglish/status/1418857402498265096,1418857402498265096,Philippines evacuates thousands as monsoon rains flood Manila https://t.co/BuuYVMsp4v https://t.co/GDlnewEr5B,MILD
https://x.com/PAWSPhilippines/status/1418836941898981376,https://twitter.com/PAWSPhilippines/status/1418836941898981376,1418836941898981376,It's been raining almost non-stop for the past 2 days &amp; flood waters continue to rise in many areas of Metro Manila. We urge all pet owners to be prepared &amp; choose to err on the side of caution when questions of whether or not they should evacuate come up. https://t.co/JKA8anPpFV,NOT RELEVANT
https://x.com/arabnews/status/1418813679001382913,https://twitter.com/arabnews/status/1418813679001382913,1418813679001382913,"Philippine authorities move thousands of residents of the capital, Manila, out of their low-lying communities on Saturday as heavy monsoon rains flood the city and nearby provinces. https://t.co/iyFSGEOeDs https://t.co/VGhnBpoLoE",MILD
https://x.com/khaleejtimes/status/1418808028711772163,https://twitter.com/khaleejtimes/status/1418808028711772163,1418808028711772163,"#Philippines evacuates thousands as heavy rains flood #Manila.

Over 14,000 people have been moved into evacuation centres in the capital as workers busy clearing debris and landslides from roads. Details: https://t.co/ELyrkHqV9k https://t.co/ECxFSGBB2Y",MODERATE
https://x.com/AlertsPea/status/1418802680609132545,https://twitter.com/AlertsPea/status/1418802680609132545,1418802680609132545,"FLOOD ADVISORY: The Manila Disaster Risk Reduction and Management Office (MDRRMO) monitored some flooded areas in the City of Manila Saturday afternoon following continuous heavy downpour. Here are the list of areas that are currently flooded.

#FloodAlert #ManilaCity https://t.co/Em0kdTRPTa",NOT RELEVANT
https://x.com/AndyVermaut/status/1418800502008164361,https://twitter.com/AndyVermaut/status/1418800502008164361,1418800502008164361,Philippines evacuates thousands as monsoon rains flood Manila https://t.co/euSWx22hfL https://t.co/qzDzoocF3p,MILD
https://x.com/MMDA/status/1418524804496252930,https://twitter.com/MMDA/status/1418524804496252930,1418524804496252930,"High volume of garbage was seen at the San Andres Pumping Station in Manila City during an inspection led by Chairman Benhur Abalos, MMDA Flood Control and Sewerage Management Office (FCSMO) Dir. Baltazar Melgar, DPWH official Mike Bagon today.#mmda https://t.co/tzlLQJZPGW",NOT RELEVANT
https://x.com/manilabulletin/status/1418462982154067969,https://twitter.com/manilabulletin/status/1418462982154067969,1418462982154067969,"LOOK: MMDA Chairman Benhur Abalos inspects the flood control facilities due to heavy rains in the last two days at San Andres pumping station in Sta. Ana, Manila on July 23, 2021. (MB Photos by Ali Vicoy) https://t.co/TNBWrgKHa0",NOT RELEVANT
https://x.com/EWCoalition/status/1418450806475345930,https://twitter.com/EWCoalition/status/1418450806475345930,1418450806475345930,"𝗣𝗥𝗘𝗦𝗦 𝗥𝗘𝗟𝗘𝗔𝗦𝗘 | Green Group to Metro Manila Residents: Embrace Eco-Waste Management to Minimize Flood Woes 

READ: https://t.co/vL9mokWYyg https://t.co/U2fR5iqTrF",NOT RELEVANT
https://x.com/dost_pagasa/status/1418913208845225985,https://twitter.com/dost_pagasa/status/1418913208845225985,1418913208845225985,"Pasig-Marikina Tullahan River Basin
Flood Advisory #9 
Issued at 9:00 PM, 24 July 2021 https://t.co/1igqdkkwRc",NOT RELEVANT
https://x.com/AJEnglish/status/1418857402498265096,https://twitter.com/AJEnglish/status/1418857402498265096,1418857402498265096,Philippines evacuates thousands as monsoon rains flood Manila https://t.co/BuuYVMsp4v https://t.co/GDlnewEr5B,MILD
https://x.com/manilabulletin/status/1418462982154067969,https://twitter.com/manilabulletin/status/1418462982154067969,1418462982154067969,"LOOK: MMDA Chairman Benhur Abalos inspects the flood control facilities due to heavy rains in the last two days at San Andres pumping station in Sta. Ana, Manila on July 23, 2021. (MB Photos by Ali Vicoy) https://t.co/TNBWrgKHa0",NOT RELEVANT
https://x.com/manilabulletin/status/1419154882884296708,https://twitter.com/manilabulletin/status/1419154882884296708,1419154882884296708,"President Duterte asked LGUs to come up with a “more sane” method in vaccinating their constituents during rainy days as he noted they let the people queue in the flood for their anti-COVID-19 shot.

READ: https://t.co/0BSf8ppQSO https://t.co/LzBMw400sk",NOT RELEVANT
https://x.com/AndyVermaut/status/1418889975224049671,https://twitter.com/AndyVermaut/status/1418889975224049671,1418889975224049671,Philippines Evacuates Thousands As Monsoon Rains Flood Capital Manila https://t.co/LQT78y1R01 https://t.co/XdYu90X1VB,MILD
https://x.com/AndyVermaut/status/1418800502008164361,https://twitter.com/AndyVermaut/status/1418800502008164361,1418800502008164361,Philippines evacuates thousands as monsoon rains flood Manila https://t.co/euSWx22hfL https://t.co/qzDzoocF3p,MILD
https://x.com/TODAYonline/status/1419538107213357058,https://twitter.com/TODAYonline/status/1419538107213357058,1419538107213357058,"Philippines evacuates thousands as monsoon rains flood Manila, provinces https://t.co/CUPQmakjac https://t.co/aVUmT7YFJY",MILD
