"attachments/0/accessibilityCaption","attachments/0/id","attachments/0/type","attachments/0/url","attachments/1/accessibilityCaption","attachments/1/id","attachments/1/type","attachments/1/url","attachments/2/accessibilityCaption","attachments/2/id","attachments/2/type","attachments/2/url","attachments/3/accessibilityCaption","attachments/3/id","attachments/3/type","attachments/3/url","attachments/4/accessibilityCaption","attachments/4/id","attachments/4/type","attachments/4/url","author/id","author/name","author/profilePicture","author/profileUrl","commentsCount","postId","postText","reactions/haha","reactions/like","reactionsCount","sharesCount","timestamp","url"
"No photo description available.","10203981591799006","photo","https://www.facebook.com/photo/?fbid=10203981591799006&set=gm.375640605926055",,,,,,,,,,,,,,,,,"1199191912","Eryl Gene","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/536576665_10236890540902166_631253889012941091_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x960&ctp=s24x24&_nc_cat=106&ccb=1-7&_nc_sid=1d2534&_nc_ohc=ITeJeTzLXXkQ7kNvwEfb_PL&_nc_oc=AdrUDcD7Yi5OTYCekco2ksFU4rmMn3E87xRj-gQ2trUCLqwbeneNF0Ep2V0Mu3sM_QE&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=e6lmlYDJCmQnCDtEbJYGYg&_nc_ss=7c2a8&oh=00_AQCXgtLEf1xkBRERyV9hxZJJHYJmhwlxJVsz9aOJP00eSA&oe=6A5FF86B","https://www.facebook.com/EryL12","2","375640605926055","ready palagi ang aming printeta sa baha!! stay safe guys..",,"16","16","0","1411116530000","https://www.facebook.com/groups/dog.ph/permalink/375640605926055/"
"No photo description available.","774955992542793","photo","https://www.facebook.com/photo/?fbid=774955992542793&set=gm.713884678701326",,,,,,,,,,,,,,,,,"100000851982557","Noct Tis","https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-1/87819109_2946250255413345_715127735709597696_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx691x678&ctp=s24x24&_nc_cat=110&ccb=1-7&_nc_sid=e99d92&_nc_ohc=VDIMhfC7ECUQ7kNvwEXsMtV&_nc_oc=Adpk81tB5LJK0Q7O7O0ARSPUHsmWBvJNRNWR0UiWzZ6B1-C4b3va1r5_QH-eD8KKVtc&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=qyjx1bMdEmhh172DKExinA&_nc_ss=7c2a8&oh=00_AQBZ-pL0PenHCHAP9yA91-TI_vHrUM6PjOxh5_vmhqIsNQ&oe=6A81A07A","https://www.facebook.com/tsaiseh","3","713884678701326","Buti nalang kahit baha may maka kain padin ako hahaha...",,"12","12","0","1411134983000","https://www.facebook.com/groups/PlayStationPhils/permalink/713884678701326/"
,,,,,,,,,,,,,,,,,,,,"100002643862292","Tony L Dela Torre","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/463439597_8305939322837447_482295261083589525_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx843x843&ctp=s24x24&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=ou6VbYfMCp4Q7kNvwHOF2s4&_nc_oc=AdrS70W_KE7ry4yQFskaUL8aaoz-P9AIAHpEEf9cX5KvI93PMXgEOeJ5Vn3urOKJ8BQ&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=qyjx1bMdEmhh172DKExinA&_nc_ss=7c2a8&oh=00_AQD-UPBFJ8ocIQV_cXw9WN93B5VnWajnzpPZr6OrxtYbbw&oe=6A601DD7","https://www.facebook.com/tldelatorre","7","945776938782884","At this level in Capri, the baha sa front ng HTP  or VEA/Corona is knee deep or around 18 inches and Imelda Ave is ""talampakan"" na lang. I am slowly getting data so by looking at the MERALCO post, I have an idea of the flood level in VEA/Corona and Imelda Ave.

If you look at the poste, there is a colored blue strip and below or within the blue strip is a white strip. When the flood level here in Capri is 1 to 2 inches below the blue strip, the flood sa VEA/Corona was 1.75 mtrs or lagpas ulo ng tao.",,"2","2","0","1411197860000","https://www.facebook.com/groups/115074531853133/permalink/945776938782884/"
,,,,,,,,,,,,,,,,,,,,"100064457419153","Nag-break na nga sila, Ni-like mo pa.","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/339633389_210108328379411_2985064675976544543_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx180x180&ctp=s40x40&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=vfyWT-zmz28Q7kNvwFvDCnY&_nc_oc=AdrC8EJL3bNhPV1FhmMq0LK7-se6rQ-ZiqbJ8zPwmM0dLDIc1n6XaVCFE3fDYqUf7XI&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=qyjx1bMdEmhh172DKExinA&_nc_ss=7c2a8&oh=00_AQCQkBmkDqSzXcNLBEgjzdZGlhE5tYmOlREKuDRkoWTCwQ&oe=6A602805","https://www.facebook.com/NagBreakNaNgaSila.NiLikeMoPa","4","972532972773425","nag-message ako kay crush. taas na kasi ng baha sa kanila.
kaso instead na ""baha"", ""bahay"" na-type ko.

me: sana di na bahay dyan bukas. ingat po. :x

putek. sana di ako i-block. :v

- knotz",,"46","46","0","1411100897000","https://www.facebook.com/NagBreakNaNgaSila.NiLikeMoPa/posts/pfbid0Jj2uf7Gbtg7gNnzCWpmaCgcnjVxN5yJYyVpNt5wuNvjzWxbd49f8iyBGfv5iw5VKl"
"No photo description available.","654707837960672","photo","https://www.facebook.com/photo.php?fbid=654707837960672&set=gm.944897312204180&type=3","No photo description available.","654707847960671","photo","https://www.facebook.com/photo.php?fbid=654707847960671&set=gm.944897312204180&type=3","No photo description available.","654707874627335","photo","https://www.facebook.com/photo.php?fbid=654707874627335&set=gm.944897312204180&type=3","No photo description available.","654707861294003","photo","https://www.facebook.com/photo.php?fbid=654707861294003&set=gm.944897312204180&type=3","No photo description available.","654707891294000","photo","https://www.facebook.com/photo.php?fbid=654707891294000&set=gm.944897312204180&type=3","100002643862292","Tony L Dela Torre","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/463439597_8305939322837447_482295261083589525_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx843x843&ctp=s24x24&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=ou6VbYfMCp4Q7kNvwHOF2s4&_nc_oc=AdrS70W_KE7ry4yQFskaUL8aaoz-P9AIAHpEEf9cX5KvI93PMXgEOeJ5Vn3urOKJ8BQ&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=qyjx1bMdEmhh172DKExinA&_nc_ss=7c2a8&oh=00_AQD-UPBFJ8ocIQV_cXw9WN93B5VnWajnzpPZr6OrxtYbbw&oe=6A601DD7","https://www.facebook.com/tldelatorre","3","944897312204180","During Karding walang baha dito sa Capri/Alley (Mr. John Salvador Reario, Choy and Mike, ano ang ipangalan natin sa alley na ito?) going to Ph 1C. Look at the MERALCO POST na me pinturang blue. Palatandaan ko sa lalim ng baha. Ipinuntura ko yan after the Ondoy. Hehehe.",,"2","2","0","1411087928000","https://www.facebook.com/groups/115074531853133/permalink/944897312204180/"
"No photo description available.","900711149958914","photo","https://www.facebook.com/photo/?fbid=900711149958914&set=a.781697711860259",,,,,,,,,,,,,,,,,"100000601132865","Marvelous Mbr Bermuda","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/449391898_8433903856639568_5173435405157106945_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx958x960&ctp=s40x40&_nc_cat=101&ccb=1-7&_nc_sid=1d2534&_nc_ohc=3_r8k1Chd6UQ7kNvwGxuiXu&_nc_oc=AdrGcMzzdQq0kiIQwDX4r3s_LxDptfR-Hww7WMfzNnFLTwZCZKXsjSHGS68tRpW99DM&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=qyjx1bMdEmhh172DKExinA&_nc_ss=7c2a8&oh=00_AQBv7JEvVueoHemPDld8AfpeT02HgCofs2eJSO2XyWii_g&oe=6A601D82","https://www.facebook.com/belrebamba","3","900711149958914","Wala ng ulan pero d pa rin umuupa baha...haay...! Wla n kami makain dito..:-(",,"2",,"0","1411127954000","https://www.facebook.com/photo.php?fbid=900711149958914&set=a.781697711860259&type=3"
"No photo description available.","818593054828622","photo","https://www.facebook.com/photo/?fbid=818593054828622&set=p.818593054828622",,,,,,,,,,,,,,,,,"100000338063921","Äkö Šī Mëmëňğ","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/476807353_9537183246302849_5038709202200388468_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x958&ctp=s40x40&_nc_cat=109&ccb=1-7&_nc_sid=1d2534&_nc_ohc=nYE40ryfYr4Q7kNvwHKpn82&_nc_oc=Adrf7aznVey_cn0-IB7IOboshlsfitCMozOznp9grrjIEVIYe-3fLNkmYzscfZU9LqQ&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=qyjx1bMdEmhh172DKExinA&_nc_ss=7c2a8&oh=00_AQBO9Jhmxevcrg43wwYYS3wTSdCWhj2_myKUieugEP6i6Q&oe=6A600ECA","https://www.facebook.com/rommeldc2435","8","818593054828622","baha na sa harap ng bahay namin.....",,"14",,"0","1411094698000","https://www.facebook.com/photo.php?fbid=818593054828622&set=p.818593054828622&type=3"
"No photo description available.","847166955303005","photo","https://www.facebook.com/photo/?fbid=847166955303005&set=a.329006829240127",,,,,,,,,,,,,,,,,"100063924374472","Success Lounge International and Cafe","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/273769066_329006865906790_6797088630059131197_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx738x738&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=cuxOOT0PXrIQ7kNvwG1iT7U&_nc_oc=AdoiS2QAJGTKlc4x56eeJN78qhRcTUwl3XgmVyUOxaUC_fCTlWVnZY-nHA6-pJyAivA&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=qyjx1bMdEmhh172DKExinA&_nc_ss=7c2a8&oh=00_AQAyszYYJM_y7ysDiGOhU79U6wEMyFaJhzN-4N5ydojC0A&oe=6A601C01","https://www.facebook.com/SuccessLoungeInternationalandCafe","11","847166955303005","NA-STUCK KA BA SA HOUSE DAHIL SA BAHA? TIME TO PARTY WITH FRIENDS!!! IMAGINE BEER ONLY P25.00! FLAMING T-BONE STEAK ONLY P299 (BUY-ONE-TAKE-ONE PA!)! TARA NA!!!

Click mo naman yung ""SHARE"" to spread the good news!

Success Lounge Restobar invites you to celebrate your success this weekend with your loved ones and friends…

BEER MONTHS ARE HERE! AVAIL OF OUR SEPTEMBEER PROMO AND BUY-ONE-TAKE ONE STEAK PROMO!

Enjoy local beers this September EVERY WEDNESDAY, THURSDAY AND SATURDAY), 7:00 pm to 3:00 am for only P25.00 each (San Mig Light, San Mig Apple or Red Horse) at the most relaxing watering hole in Quezon City!

Plus enjoy BUY-ONE-TAKE-ONE on our FLAMING T-BONE STEAK for ONLY P299!

Enjoy a full plate of sisig also for a promo rate of ONLY P150.00!

Bring your family members and friends and avail of our irresistible offers!!!
Success Lounge is located at 238 Scout Bayoran Street, Tomas Morato, Quezon City (in front of Hotel Rembrandt and beside TEA 101).

Click this link for a location map http://bit.ly/SLITomasMorato

To reserve a table text Belle Pustanes at 09177965173.

To get updated with our latest promos and events, ""LIKE"" our fan page at www.facebook.com/successloungeinternational",,"4","4","4","1411209001000","https://www.facebook.com/photo.php?fbid=847166955303005&set=a.329006829240127&type=3"
"No photo description available.","829651380420667","photo","https://www.facebook.com/photo/?fbid=829651380420667&set=a.550915810396874",,,,,,,,,,,,,,,,,"100064353805270","TagaCallCenterAko","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/326553673_869706877580776_2328897762194511769_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1366x1364&ctp=s40x40&_nc_cat=102&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=mjlYLUwbadMQ7kNvwHgFtyL&_nc_oc=Ado7bGnWi0f1X_rjZqvTIOIiefDYxcrgdP7fl5kf-pSeZ2tv_9rdAC1x7MxPmRfaP4U&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=0_FB9OfxJlHG3yGIz6sY0Q&_nc_ss=7c2a8&oh=00_AQAMfn3U-l1O_ZUltBIrEOflh6SCvtxKgQI6Fo792oTOOw&oe=6A601598","https://www.facebook.com/TagaCallCenter","11","829651380420667","#TagaCallCenter #Waterproof #WalangPasok 
#Gabi 
Lezzzweeeem mga #KaTeam!! Ang lumusong sa baha, may incentive - alipunga! #Lol 
INGAT MGA #TagaCallCenter!!! ☔",,"819","819","100","1411085665000","https://www.facebook.com/photo.php?fbid=829651380420667&set=a.550915810396874&type=3"
,,,,,,,,,,,,,,,,,,,,"100044378288158","Reg Rubio","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/518288888_1307909260698338_1867448319057810575_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx2048x2048&ctp=s40x40&_nc_cat=102&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=_-Y7vWQMWuoQ7kNvwEDS-3-&_nc_oc=Adr6XsHsaPn3AUsTmGdwk7kWwkAXV71FdPeYQp8Sf9V67BCix075ylTKFsfxqzHq9T0&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=0_FB9OfxJlHG3yGIz6sY0Q&_nc_ss=7c2a8&oh=00_AQDo--Zmy8RrnWpw3FDkuJbQO4sPk8Ugz3MavzoFGkyCZg&oe=6A601E74","https://www.facebook.com/RegHoundz","9","10152715592724399","Yung mga nasa lansangan mag ingat po kayo. Sa mga paulit ulit na nagtatapon ng basura kung saan saan lang, sana lamunin ka ng baha.",,"622","622","17","1411128687000","https://www.facebook.com/RegHoundz/posts/pfbid025nsKhm6XVG5k2w6nVFZsx9aFSb1Dqn4ryazh3gjr863rFnK1vtnCAiiNySZREHyXl"
"No photo description available.","709402492477297","photo","https://www.facebook.com/photo/?fbid=709402492477297&set=a.477961847706273",,,,,,,,,,,,,,,,,"100064773844350","The FEU Files","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/307108762_477961877706270_2287210397201076672_n.png?stp=c0.0.441.441a_cp0_dst-png&cstp=mx441x441&ctp=s40x40&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=phH_i0ub8lAQ7kNvwFQ6Ok2&_nc_oc=AdqAINZtqG_-rjTpgA28WiAWVBzgvLdVvuHkSuI9yYe1-qf0dpjEbLeCuG9SgQoyasg&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=0_FB9OfxJlHG3yGIz6sY0Q&_nc_ss=7c2a8&oh=00_AQDnzN5HC-uxwJSUw27-j-bdy4bq_37FM7mUnanHMaWmhQ&oe=6A6028C4","https://www.facebook.com/TheFEUFiles","6","709402492477297","Guys ingat kayo ah! Sobrang baha na in some places dahil kay Mario!

Super Tamaraw 64
(FEU Manila - 2013)",,"582","582","18","1411115230000","https://www.facebook.com/photo.php?fbid=709402492477297&set=a.477961847706273&type=3"
"No photo description available.","704550219637424","photo","https://www.facebook.com/photo/?fbid=704550219637424&set=a.163631688748940",,,,,,,,,,,,,,,,,"100053063292463","Ay Nako, Pinas","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/501173925_1242937294151702_2778459296418659908_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx963x966&ctp=s40x40&_nc_cat=107&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=gAvycl6spCoQ7kNvwGnZV1_&_nc_oc=Ado5VIAI_egAxXbXoJULH291m4OR0ksmy4JK8wOBTy1Ihp-vU4yehS7zZAfFN1W4Uec&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=0_FB9OfxJlHG3yGIz6sY0Q&_nc_ss=7c2a8&oh=00_AQA9MY2u-bL90gnD6PBKmIqypTo5Q5POTw-B08kRcEqpQg&oe=6A5FFAA0","https://www.facebook.com/AyNakoPinas","9","704550219637424","Pinasok na kame ng baha! Magiingat kayo tams! Baka pasukin din kayo ng baha...

-KuyaBogs",,"402","402","14","1411119284000","https://www.facebook.com/photo.php?fbid=704550219637424&set=a.163631688748940&type=3"
,"807912825938010","video",,,,,,,,,,,,,,,,,,"100001579006742","April Rose Dela Cruz","https://scontent-iad6-1.xx.fbcdn.net/v/t1.6435-1/70833057_2582024715193470_3651559883431477248_n.jpg?stp=c0.47.720.720a_cp0_dst-jpg_tt6&cstp=mx720x720&ctp=s40x40&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_ohc=VXcJ0Q97I_0Q7kNvwE2FMR2&_nc_oc=Adpo1DQJ3ebfXbVcEoLoRCH3Oh3GEg0dYpT3_XIxRRBwtWVGFzXvW1sGtPrU2u4_4fY&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=0_FB9OfxJlHG3yGIz6sY0Q&_nc_ss=7c2a8&oh=00_AQBuTZR0g9MWMjwBMUdDTRlskMOKJRs1Aa875JR36tS8pg&oe=6A81C53E","https://www.facebook.com/aprilrose.delacruz1","4","807912825938010","Sept 19, 2014.
Ito yong baha sa amin,  grabe buwis buhay kami dto. 
#BagyongMARIO.",,"12",,"0","1411148375000","https://www.facebook.com/aprilrose.delacruz1/videos/807912825938010/"
"No photo description available.","344954855685794","photo","https://www.facebook.com/photo.php?fbid=344954855685794&set=a.306455179535762&type=3","No photo description available.","344954979019115","photo","https://www.facebook.com/photo.php?fbid=344954979019115&set=a.306455179535762&type=3","No photo description available.","344955009019112","photo","https://www.facebook.com/photo.php?fbid=344955009019112&set=a.306455179535762&type=3","No photo description available.","344955032352443","photo","https://www.facebook.com/photo.php?fbid=344955032352443&set=a.306455179535762&type=3",,,,,"100005138474787","Nash Echon Camitoc","https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-1/186297480_1829886277192637_4555122740380209408_n.jpg?stp=c0.0.438.438a_cp0_dst-jpg_tt6&cstp=mx438x438&ctp=s40x40&_nc_cat=110&ccb=1-7&_nc_sid=e99d92&_nc_ohc=hLrpY1W7rRcQ7kNvwExm6RO&_nc_oc=AdpCnheSKkzFVFWKj-9EORMiJjnwGKl0bz04I7JaZpSi7bGQJXns5Ob2f3FjYMTeFjo&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=0_FB9OfxJlHG3yGIz6sY0Q&_nc_ss=7c2a8&oh=00_AQAy6FdMrDqarex9b9ZAzKNyb4ADISxPQs5kWdHfzbbdRQ&oe=6A81A0D6","https://www.facebook.com/nashechon.camitoc","9","344955042352442",":-(oh god sna tumigil na ang ulan pra hndi na lumalim ang baha:-(",,"3",,"0","1411095777000","https://www.facebook.com/nashechon.camitoc/posts/pfbid0yUuTvcykXCU31avWka58t2yRziTdFMKbLXXE1B5rPHWHbZYm89kadHVvztzRnWjTl"
,,,,,,,,,,,,,,,,,,,,"100006476010454","Ashlie Deladia Ebio","https://scontent-iad6-1.xx.fbcdn.net/v/t1.6435-1/158858703_3475272106031956_3380002436733904757_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx810x824&ctp=s40x40&_nc_cat=100&ccb=1-7&_nc_sid=e99d92&_nc_ohc=M8WPoHtjNUkQ7kNvwHiyz7_&_nc_oc=AdqdcAAla_ntnE_qNZba2f2qzPXhQl81CArr7DFdlvbp8N_3LxqaQV2pWZH085oxf0M&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=KQINIYlCP3wWd9-O2NDGiw&_nc_ss=7c2a8&oh=00_AQD-lyJtj_aWC0-jtOY620kVbbFRmVOgABKD4MqCK5CTRg&oe=6A81ABA8","https://www.facebook.com/shiela.ebio.79","16","1681269122098939","Baha n d2 sa bhay..inabot n ng 2big ang Sala namin

Lordguideus..",,"10",,"0","1411095772000","https://www.facebook.com/shiela.ebio.79/posts/pfbid0iySarJPMGjqiNGbsVeWvRRgZEw3Cc4g1Wi6b1e66g5PvRnRyer8x93WYqGRsuwGXl"
"No photo description available.","807622129288929","photo","https://www.facebook.com/photo/?fbid=807622129288929&set=gm.332247213622977",,,,,,,,,,,,,,,,,"100001234497611","Ariz Del Rosario","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/544557344_24857767783847694_8135272290912244591_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx269x270&ctp=s24x24&_nc_cat=103&ccb=1-7&_nc_sid=e99d92&_nc_ohc=DDtmK9yHjE0Q7kNvwEhhpYK&_nc_oc=Adql4E3_dFE4VtJBhVrzJMqR-DH9Z4h48ke6UPRWQGkgrqgHWh8WlkVG8wYXylG2ziU&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=KQINIYlCP3wWd9-O2NDGiw&_nc_ss=7c2a8&oh=00_AQDHj5YXXbBCjo9pFKYucq2fjp4d6r6uF1n-CA1r7oXEIQ&oe=6A601C74","https://www.facebook.com/RedZaira74","1","332247213622977","Guys ingat kyo at BAHA na sa labas. miski si MARIO nag swimming na.
From: TSCS",,"14","14","0","1411116350000","https://www.facebook.com/groups/292340934280272/permalink/332247213622977/"
,,,,,,,,,,,,,,,,,,,,"100001410854606","Nyloel Eam Padnig Selarom","https://scontent-iad6-1.xx.fbcdn.net/v/t1.6435-1/44345752_2025671750823167_5985732806167232512_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx716x716&ctp=s40x40&_nc_cat=107&ccb=1-7&_nc_sid=e99d92&_nc_ohc=S_o7wBTQsagQ7kNvwHEC8US&_nc_oc=AdrWP3FJXs8hOIXSddc7O7Xei8TTFSr70d_kQH-AqvifW6kbLZjN_6dcZjbcrCiJB0Y&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=KQINIYlCP3wWd9-O2NDGiw&_nc_ss=7c2a8&oh=00_AQDja6iqf4f3xzV3BJCy74V3NTmx0QXQMnPfh73Z1Ilb7w&oe=6A81BAE9","https://www.facebook.com/leolyn.mae","3","765039626886392","Graaabeeeeee..

Mas mataas pa daw ang BAHA ngaun kesa nung ONDOY....

#TnxGod
#WereAllSafe
#DiBahaSamin",,"7",,"0","1411085678000","https://www.facebook.com/leolyn.mae/posts/pfbid0Y5zJ3EsMbmgYHTRfF69W9rNxYTkqJMW4DZ2Jzk9Dpa8L24SVSJWsot9ZUHK2FsmGl"
,,,,,,,,,,,,,,,,,,,,"1815777931","Reynaldo Cañeza","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/419796756_10220052219255200_8290079845466559947_n.jpg?stp=c0.0.720.720a_cp0_dst-jpg_tt6&cstp=mx720x720&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=7YUfL_I4IrEQ7kNvwFlsnga&_nc_oc=AdrMskZO2dsmgwJZlnDgTwQ23Z2ng0rvLerlVx5XPJ3Y2hkFbmYt7qJVzYCxyqA-8Ds&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=KQINIYlCP3wWd9-O2NDGiw&_nc_ss=7c2a8&oh=00_AQCcQ9I49c4zFD_36gtD3wOK0Y4YfkqEZtfTrMXGMnMg6Q&oe=6A602652","https://www.facebook.com/yher.caneza","5","10201656708298923","nsa office ndin s wakas,. bgo nkarating,. grabe ang dinaanan  n baha,. ang galing ng jeep, di cia tumirik pati c manong driver,. thanks manong,. nkrating ng safe,. pano nman mmya paguwi,. huhuhu,..",,"14",,"0","1411085513000","https://www.facebook.com/yher.caneza/posts/pfbid05RTt9G4rxaFteQHbKUMYnCN3mTcTexAxfUZSTUKTbyrxidViSKBwxjdgitd9Rmixl"
,,,,,,,,,,,,,,,,,,,,"100001997153890","Allan Nene Marcelo","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/237431279_4291085070968022_9020263334095511584_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx720x720&ctp=s40x40&_nc_cat=110&ccb=1-7&_nc_sid=e99d92&_nc_ohc=B6lb5m4kWvUQ7kNvwH59xcj&_nc_oc=AdqRPEjDW3cPTW10IZMl_w29KdQtsXskGi3xbzaigoCTNzlc3-5qzzbBGks4h9X536k&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=KQINIYlCP3wWd9-O2NDGiw&_nc_ss=7c2a8&oh=00_AQCr6Lgqy1WFhhX_kzcGqnd9LCN11wyAxAs3B9R0Yr9S3w&oe=6A600FB5","https://www.facebook.com/allan.marcelo1228","2","696183250458240","Umulan k nanaman... Di pa humuhupa ung bahà.hanggang bewang pa din...lord save us...",,"5",,"0","1411141081000","https://www.facebook.com/allan.marcelo1228/posts/pfbid0oNmtQuKKxp7GLRWcM7xBCk6SsJoUYMpEFTXAYR1iHjf3PeAucZ45376N8xVgAEpvl"
,,,,,,,,,,,,,,,,,,,,"100076183608083","Nababaha","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/308618460_174704285079024_7665233353168482823_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx516x510&ctp=p40x40&_nc_cat=109&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=DaKijjh5jaYQ7kNvwHs3KS9&_nc_oc=AdpDYwx-iWueKbCqblBa9m9H1Xa-2r-ECvxj3dLDPPFKBFGV0BzD3VLaINPU8ig2jSE&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=KQINIYlCP3wWd9-O2NDGiw&_nc_ss=7c2a8&oh=00_AQApSioYW74b9wYhswBWBLX7uhlB1FyGyVWlr1bmVOHzEg&oe=6A601597","https://www.facebook.com/profile.php?id=100076183608083","0","7021765077834109","Retweeted Kent Tancio (@kenttancio):

Baha na rin po dito sa amin sa Parañaque. @YouScoop #MarioPH http://t.co/6cafHyiglS",,,"0","0","1411179448000","https://www.facebook.com/permalink.php?story_fbid=pfbid0vZ5q6i1JkJQJDbKDJvbk6jNdnWcfDdQTiGCAF2Cz6zKJCFKmVFvzcZ1nTR48zKRal&id=100076183608083"
"No photo description available.","10203024276428111","photo","https://www.facebook.com/photo/?fbid=10203024276428111&set=o.354102857660",,,,,,,,,,,,,,,,,"1240943935","Jhay-r Reginio Peñafiel","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/667352302_10233900587996603_5762425653914414962_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1732x1723&ctp=s40x40&_nc_cat=107&ccb=1-7&_nc_sid=e99d92&_nc_ohc=Ivjy44883LIQ7kNvwFOEmtb&_nc_oc=Adp9uzfG4BlvXXqXlmzbTsvr6VlnK3iqu1XN_DvDANSuAkQWJZBDzpdrInez85hOHIQ&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=jaD2MqZbjXJzTBR9-YXLFQ&_nc_ss=7c2a8&oh=00_AQAIaBj3mwO6A5oGKAnKqDxBXzCf6otk4PVRLF2Fqr8LTw&oe=6A600B66","https://www.facebook.com/jeheyarr","4","10203024276428111","eto po yung samin sa may brgy. Santolan pasig city gang dibdib na po ang baha samin.",,"2","2","0","1411094321000","https://www.facebook.com/photo.php?fbid=10203024276428111&set=o.354102857660&type=3"
