"attachments/0/accessibilityCaption","attachments/0/id","attachments/0/type","attachments/0/url","attachments/1/accessibilityCaption","attachments/1/id","attachments/1/type","attachments/1/url","attachments/2/accessibilityCaption","attachments/2/id","attachments/2/type","attachments/2/url","attachments/3/accessibilityCaption","attachments/3/id","attachments/3/type","attachments/3/url","attachments/4/accessibilityCaption","attachments/4/id","attachments/4/type","attachments/4/url","author/id","author/name","author/profilePicture","author/profileUrl","commentsCount","postId","postText","reactions/like","reactions/love","reactions/sorry","reactions/support","reactions/wow","reactionsCount","sharesCount","timestamp","url"
"No photo description available.","2899685370254592","photo","https://www.facebook.com/photo/?fbid=2899685370254592&set=a.555830616543584",,,,,,,,,,,,,,,,,"100063499526693","Synergen Insurance Agency, Inc.","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/310036541_555830649876914_524856992864478503_n.png?stp=cp0_dst-png&cstp=mx293x293&ctp=s40x40&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=09Xkx1XzvwIQ7kNvwGZOERP&_nc_oc=AdpiKZtNKwU9ogOizrsEW6uvMY3l6wKl_DesFUhp7drlkjtGoRB-ynY6KO4BCIOKtC8&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=VYiIobzNQRVHY1ZYJamqmw&_nc_ss=7c2a8&oh=00_AQCbGOdHbG2UsGgtXuNTGmUjGa1MAT7r1TmsWgblTswB4g&oe=6A5F91FE","https://www.facebook.com/synergenagency","0","2899687503587712","Protect your business from damages brought about by Fire, Typhoon, Flood, Earthquakes, Accidents, Robbery & Burglary.  Inquire about our Comprehensive Business Insurance today, just click on the Message Button below.","1",,,,,"1","6","1604529000000","https://www.facebook.com/synergenagency/posts/pfbid0SRvQ6ReNn1dfsJjA1Ts8Q3Q2m2BkZLUvaxoRKAhwxr7pbQbAJNqvBfyRXh3kjnPgl"
,,,,,,,,,,,,,,,,,,,,"100057225769173","Irish Anievas","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/751001659_4547275268920882_8654024971287676966_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1086x1073&ctp=s40x40&_nc_cat=107&ccb=1-7&_nc_sid=e99d92&_nc_ohc=g8qIXVxeCAkQ7kNvwHysBHR&_nc_oc=AdrxxV4xUEgDlQFAz2EE1bdrOwXkdMjuDxCJQjz4sQR-zoXmL3HNERB3MRIzQ5aP5qo&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=VYiIobzNQRVHY1ZYJamqmw&_nc_ss=7c2a8&oh=00_AQAMfO6cesbrdYUVwiLFezrCxVviqS9uvvuNLj56raiSvg&oe=6A5FC006","https://www.facebook.com/IrishAnievas","0","3607330852657424","Rainy Season is coming, flash flood is knocking. I hope you're safe and thinking about investing🤗

Are you looking for a FLOOD FREE subdivision?
How about a fresh air with a glimpse of Pililla Windmill and Laguna De Bay?
Lumina Pililla got your back 😉

💗❤️💖 Our PROMO is until Nov., 15,2020!
✅Pag-ibig Financing
✅Reduce Reservation Fee Promo
✅FREE water application
✅FREE electric application
✅FREE HOA membership fee
✅FREE Site Viewing

What are you waiting for? Ilaan sa sigurado ang inyong pinaghirapan. 🙋‍♀️For inquiries and site visit, Contact Ms. Lumina Irish Anievas or call us now at 0926.2646.224/ 0947.5455.216 so, we could help you right away!

https://www.facebook.com/IrishAnievas",,,,,,"0","0","1604579211000","https://www.facebook.com/LuminaHomesPHLuzon/posts/pfbid02TqVx9MtkzosPfWg5sbqmhBhWSoSsrdkVqzyg2tUXUWmn91CE9WUCp6UesxpRwBVpl"
"No photo description available.","3350198195091384","photo","https://www.facebook.com/photo.php?fbid=3350198195091384&set=a.474057068064848&type=3","No photo description available.","3350198281758042","photo","https://www.facebook.com/photo.php?fbid=3350198281758042&set=a.474057068064848&type=3","No photo description available.","3350198451758025","photo","https://www.facebook.com/photo.php?fbid=3350198451758025&set=a.474057068064848&type=3","No photo description available.","3350198568424680","photo","https://www.facebook.com/photo.php?fbid=3350198568424680&set=a.474057068064848&type=3","No photo description available.","3350198705091333","photo","https://www.facebook.com/photo.php?fbid=3350198705091333&set=a.474057068064848&type=3","100063816763082","The Perch at Highland Park - Sun Valley Estate by Bennie Arcilla","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/421221561_833008008836417_6971408709489192983_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x954&ctp=s40x40&_nc_cat=105&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=SCCTEOTImQwQ7kNvwF2NCiQ&_nc_oc=Adqt76WDWP40LQGCUnqRlwQ7R_pp-hGzMOU55TFl-gri4P5mJzxNO9p3eu02dK9BJlM&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=VYiIobzNQRVHY1ZYJamqmw&_nc_ss=7c2a8&oh=00_AQDjl05JjfYNvHUZrBdToF3Bc_-MTGKKnZfCFrCn9xtx1w&oe=6A5F9D41","https://www.facebook.com/benniearcilla","0","3350199011757969","Sometimes the key to happiness is finding the key to the right HOME... let me help you find it 🌄

#Mahogany Annex House & Lot
~ Lot area 412 sqm
~ Floor area 212 sqm
~ 4 BR and 4 T&B
~ Flood Free
~ 16 kl away from fault line
~ Near #NorthField International School for boys 👌",,,,,,"0","0","1604615647000","https://www.facebook.com/benniearcilla/posts/pfbid0aYHjqKHhGQRA2evVCMiDCmDQ1iUZr75AwMPPoQWfWtJBunTVbCxzkBapLyYphsg9l"
,"408114486859321","video",,,,,,,,,,,,,,,,,,"100064236184507","R&J in Realty","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/254714306_442539300837631_4653981153699810046_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1440x1440&ctp=s40x40&_nc_cat=107&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=FnG1bjGu7qYQ7kNvwHxMw1i&_nc_oc=Adreh0_0GmwglAjsoP71gBSuVq9oiP9xnrzahTOIn4JIcPs3S94EbRxBx_ED8hx6XU4&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=VYiIobzNQRVHY1ZYJamqmw&_nc_ss=7c2a8&oh=00_AQCkQMuRv_E_95QQXjhJdaAjuVGA5c-w3G0jdDnnxr11Iw&oe=6A5F9638","https://www.facebook.com/profile.php?id=100064236184507","2","206846787740218","*** FORECLOSED PROPERTY!! ***

*** HOUSE & LOT FOR SALE!! ***

* LOCATION: AMPID 1, SAN MATEO, RIZAL

* LOT AREA: 197 sqm (corner lot)
* FLOOR AREA: 206 sqm

* DETAILS:
Ground Floor 
= 1 master's bedroom w/ T&B
= 1 T&B
= Kitchen Area
= Living Area
= Dirty Kitchen
= with side garden
= 2 car garage

2nd Floor 
= 1 master's bedroom w/ T&B
= 3 bedrooms
= 1 common T&B
= with balcony

* ACCESSIBILITY:
= near SM San Mateo, Puregold
= near public market, hospital, banks & other business establishments
= 10 to 15 minute drive to Quezon City

● FLOOD-FREE AREA ●

● ""AS IS WHERE IS"" BASIS ●

● SOME MINOR REPAIRS WILL BE OBSERVED ●

* MODE OF PAYMENT: CASH / BANK FINANCING

* ASKING PRICE BY BANK: 4,245,000

MESSAGE us for inquiries/viewing schedule.

CALL / TEXT
# 09277667914
# 09952998076

● SEE BELOW VIRTUAL HOUSE TOUR ●

(JLBRSB)

#HouseAndLotPhilippines #HouseAndLotForSale #HouseAndLot #houseandlotforsalephilippines #investment #investing #hanapBahay #PhilippineProperties #bahayatlupa","1",,,,,"1","33","1604551731000","https://www.facebook.com/100064236184507/videos/408114486859321/"
"No photo description available.","1033549920403188","photo","https://www.facebook.com/photo.php?fbid=1033549920403188&set=a.611215257145480&type=3","No photo description available.","1033549940403186","photo","https://www.facebook.com/photo.php?fbid=1033549940403186&set=a.611215257145480&type=3","No photo description available.","1033550027069844","photo","https://www.facebook.com/photo.php?fbid=1033550027069844&set=a.611215257145480&type=3","No photo description available.","1033549977069849","photo","https://www.facebook.com/photo.php?fbid=1033549977069849&set=a.611215257145480&type=3","No photo description available.","1033549993736514","photo","https://www.facebook.com/photo.php?fbid=1033549993736514&set=a.611215257145480&type=3","100047710347268","La Jolla Subdivision Burgos Rodriquez Rizal","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/302315612_611215270478812_8970779183987738619_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1440x1439&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=NWcNwOQZ9RsQ7kNvwGYAtJb&_nc_oc=AdrQdeojwmP2DJNoMPESLfyV-0ynm55fO51VdhDS18cDnThPmURs0UtKVtPYivbBVQU&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=VYiIobzNQRVHY1ZYJamqmw&_nc_ss=7c2a8&oh=00_AQAO7fS8MsyS0OQGGZNj7XEh4OWlbXh8E_8AiitwGEeLXg&oe=6A5F9B5B","https://www.facebook.com/profile.php?id=100047710347268","0","1033550057069841","Lot for Sale
Armel 8
Banaba,San Mateo,Rizal
📌Flood free
📌Near Puregold Banaba 
📌Near Sm San Mateo
📌Near Hospital
📌Malapit sa lahat👏👏
📌Near Quezon City
📌Near Marikina

Sample Computation
less Reservation 20,000
Cash Tcp- 880,000

For site viewing and reservation 
09398788200","4",,,,,"4","0","1604583056000","https://www.facebook.com/permalink.php?story_fbid=pfbid0rzZqLzXHX4PQeX5gjAxrYgxbG6hXmtpJh51ixxS2g4n6J8fm755LZ3eKWNgjjtACl&id=100047710347268"
,,,,,,,,,,,,,,,,,,,,"100001807168919","Mylene De Gala Ramos","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/486730650_28988550650788455_5592123005235289745_n.jpg?stp=c0.13.640.638a_cp0_dst-jpg_tt6&cstp=mx640x638&ctp=s24x24&_nc_cat=103&ccb=1-7&_nc_sid=e99d92&_nc_ohc=LKrfP0qcTWwQ7kNvwFm3LXO&_nc_oc=Ado0b3j4pzzzNKwciR1BrSnyQqlrdqz2HODuRh-agSQp_Oa4S0-b7bgg533wYXSEgCA&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=VYiIobzNQRVHY1ZYJamqmw&_nc_ss=7c2a8&oh=00_AQBPjzeZ6ZBX4DAAlasxxeYwqD6Pbo6TfLI6_uaE26d1Cw&oe=6A5FC7B4","https://www.facebook.com/myleneramos20","0","2004853152995638","‼️🏠 Flood free house and lot.. 
House and lot for sale in Concepcion Dos Marikina
Ready For Occupancy
2 Storey unit
4 Bedrooms 
3 Toilet and Bath 
1 Service Area 
1 Atrium 
2 Car Garage
Lot Area: 165 sqm 
Floor Area: 241.28 sqm 
ALL IN:
Price: 9,850,000
10% Down payment
Reservation: 100,000",,,,,,"0","0","1604504188000","https://www.facebook.com/groups/431021520378817/permalink/2004853152995638/?sale_post_id=2004853152995638"
"No photo description available.","994265044391398","photo","https://www.facebook.com/photo.php?fbid=994265044391398&set=a.452409356903292&type=3","No photo description available.","994265114391391","photo","https://www.facebook.com/photo.php?fbid=994265114391391&set=a.452409356903292&type=3","No photo description available.","994265151058054","photo","https://www.facebook.com/photo.php?fbid=994265151058054&set=a.452409356903292&type=3","No photo description available.","994265054391397","photo","https://www.facebook.com/photo.php?fbid=994265054391397&set=a.452409356903292&type=3","No photo description available.","994265107724725","photo","https://www.facebook.com/photo.php?fbid=994265107724725&set=a.452409356903292&type=3","100064026940082","Affordable House,lots,condo's for SALE","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/468329372_998783338932555_8759717416431324555_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x958&ctp=s40x40&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=_w4q9ncwUjEQ7kNvwHtheyH&_nc_oc=Adqn2Ygfw5g79lGEtMYax-yqNegzVto38kwQ5uO1LtcjKBnbh0Ic-j8wyLvERNWVV7o&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=hFO94Nx_fZEcS4yiXGHCwg&_nc_ss=7c2a8&oh=00_AQDbDMD64UqCYGubuicIKjjxi_e8WchdfU97hXBo-Bg5SA&oe=6A5FB7F5","https://www.facebook.com/whrAgent08","2","994265211058048","Brand New Housing Project in Brookside Subdvision

#PRESELLING

Gated, Guarded and Well developed Subdivision in #Cainta Rizal

highly elevated project, to protect your house from flood!

FREE LANDSCAPE‼️‼️

“DISCOUNT FOR SPOT CASH,SPOT DOWN PAYMENT”

Affordable and Accessible -  one ride to #Ortigas #Pasig City

TOWNHOUSE DOUBLE FIREWALL

Lot area:  60 sqm 
Floor area: 60 sqm

2-3 bedrooms
1 T&B 
complete finish with tiles and painted walls
kitchen
service area
carport

Total Contract Price:
3,246,400.00
Lockdown DISC.: 20,000.00
NET TCP: 3,226,400.00
20% Downpayment: 645,280
Reservation fee: 30,000 
Net downpayment: 615,280
DP term in mos. 24
monthly DP: 25,637
 
BANK FINANCING:
80% Loan balance: 2,581,120.00

Amortization thru bank:
5 yrs: 52,336 
10 yrs: 31,316 
15 yrs: 24,667
20 yrs: 22,808
Required income: 70,000

Call us for inquiries and to schedule site viewing:

Thanks, 
Brenda Anastacio
REBL#22413  / HLURB 002896
(02)855.64.78
0946.984.9968
Welcome Home Realty.Ph",,,,,,"0","4","1604495617000","https://www.facebook.com/whrAgent08/posts/pfbid02ETTFNSPMqr4M5hfEAjQqhtFZGmjitW9gUGDt6vGy793c86uZ5yDtArz9SRpo2ioDl"
"No photo description available.","163888075389917","photo","https://www.facebook.com/photo/?fbid=163888075389917&set=a.229299632330883",,,,,,,,,,,,,,,,,"100057525426225","Top Car","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/472719813_1064874392106732_3929613246249712281_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx2048x2048&ctp=s40x40&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=ljf9GebERjQQ7kNvwEz5jHe&_nc_oc=AdrYN7FOTysq78fAj1Txgxh6TneNI7G63EFUMvT6x_zLnXywas4GmK77JO8bRdsqDx0&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=hFO94Nx_fZEcS4yiXGHCwg&_nc_ss=7c2a8&oh=00_AQBMOi7NPUhSg3krQZ3zU-wE0wjtMsEbYICty0o6U3VkXg&oe=6A5FB39F","https://www.facebook.com/profile.php?id=100057525426225","0","163888162056575","‼️SOLD‼️ 

2019 Hyundai Kona GLS Automatic Push Start🔥

- SUV 
- 15K Mileage
- Saves almost 50% from the Brand New Price
- Bluetooth
- Bank Acquired Fully-Paid
- 2.0 DOHC Super Fuel Efficient
- Superb Running Condition
- No history of Accident and flood
- cruise control
- Hill climbing assist

No issue or your money back

Call 0917-4762254","1",,,,,"1","0","1604593480000","https://www.facebook.com/permalink.php?story_fbid=pfbid0N8V6LJC2YU5N4jScKuG5RsyUjZHgFGbidUzYPEggAkK3Uyd7UM8BPRKcghG8oBcsl&id=100057525426225"
"No photo description available.","144854427358223","photo","https://www.facebook.com/photo.php?fbid=144854427358223&set=a.470669231746870&type=3","No photo description available.","144854470691552","photo","https://www.facebook.com/photo.php?fbid=144854470691552&set=a.470669231746870&type=3","No photo description available.","144854494024883","photo","https://www.facebook.com/photo.php?fbid=144854494024883&set=a.470669231746870&type=3","No photo description available.","144854517358214","photo","https://www.facebook.com/photo.php?fbid=144854517358214&set=a.470669231746870&type=3","No photo description available.","144854534024879","photo","https://www.facebook.com/photo.php?fbid=144854534024879&set=a.470669231746870&type=3","100064113908333","Property Specialist - Emma Alcantara","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/267674629_420039353173061_7315688154693035956_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x958&ctp=s40x40&_nc_cat=105&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=eDKPfSEA8mwQ7kNvwHl1MqN&_nc_oc=AdrbSyvJILGS7DCYrtcADV_nPV8gepLZ6ZWI2PxcFchFXrFMCwoytgxi1L2MB1uUxqc&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=hFO94Nx_fZEcS4yiXGHCwg&_nc_ss=7c2a8&oh=00_AQCJNQI-IxZZfAUo6HHjFXx5LAlJZkaYR_Bdcnz_NrfHCw&oe=6A5F98CF","https://www.facebook.com/emsalcantara.smdc","3","144854910691508","LOT FOR SALE!!!

Are you looking for view like Tagaytay?🌄 Cold like Baguio?🍃 But Still near from City and work!🏡

🚩Located at Guitnang bayan1 C6 San Mateo Rizal Near QC. A highend exclusive subdivision Presenting the 
🏡AMIYA RAYA HIGHLAND HOMES

🚗It is 5 minutes away from SM City San Mateo and Marikina City and 15 minutes away from Commonwealth-Batasan in Quezon City (House of Representatives, COA, Sandiganbayan and Ever Gotescon Mall) 

A 270° degrees  🌄🌇🌌views of metro manila skyline, Lamesa Dam, Manila de bay and Laguna de bay and forest of San Mateo, 250 above sea level just like your at 80th floor of Condominium🏙! A 24 hectare Compose of six Phases plus 11 hectare of Natures Park where you can do hiking,bikings 🚵 🚵  🚵 And more!!! 

↘️ FEATURES and AMENITIES ↙️
✅ Gate & Guardhouse (24hours Security)
✅ Picnic & Camping/Glamping Grounds
✅ Basketball & Badminton courts
✅ Main Clubhouse
✅ Natural springs & waterfall
✅ 11 hectares Nature Park
✅ Biking & Hiking Trails 
✅ Landscaped Parks
✅ Infinity Pool
✅ Zipline & more

🏣VILLAGE CENTER🏤
📌 Sales & Marketing Office
📌 Commercial Strip

👨‍👩‍👧‍👧LIFESTYLE👨‍👨‍👧
💞 A 36-hectare master-planned Hillside homes amidst a Resort-type Subdivision
💞 Living with nature, and yet minutes away from the city
💞 An extraordinary views of the metropolitan skyline
💞 Highlands experience comparable to Baguio & Tagaytay 
💞 Absolutely FLOOD FREE area
💞 Wellness and tranquility
💞 One of a kind Amenities
 
🏡INVESTMENT VALUE🏚️
⬆️High value properties with a modern, Asian-themed development
⬆️Modern Asian homes that feature a combination of functionality & aesthetics.
⬆️ along the Future C6 road.
 
🛤️We Sell:🏙️
👍 Residential/Prime Lots (250sqm & 🆙 to 500sqms.)
👉Price range start All for as low as 20.8k to 26k per sqm.!!TCP start 5.2M to 9M for Lot only. 
👍 House & Lot package price range from 9M to 15M depend on your choice lot size and location. 🏡

🕛-Buy Now with valued appreciation.💰
🔥We Accepts PAG-IBIG and Bank financing
🔥Flexible payment term! 15/85 standard and promo terms for bank loan.

💡Don't wait to buy RealState! Buy RealState  and Wait!!!💫

💥10% discount for full Down Payment. 
Reserve yours NOW before the price Increase!👍
Comment below or PM us for details.📩

Own it For 250sqms minimum cut!!!
Only 25k Reservation!

For free site tripping and presentation please don't hesitate to contact us directly this link 👇
https://m.me/eabiera.amiyarayahomes 
📲 Call/text: 0926-6136334/
0939-2621120

For your reference please watch this video.👇
https://youtu.be/S4jX7Rzo6YE

https://tours.exsight360.com/amiya-raya/index.html","1","1",,,,"2","121","1604553314000","https://www.facebook.com/emsalcantara.smdc/posts/pfbid027rnEb49xzwfxcfiCMyQwX33G2HojU1kC3bqhsRjyuXya7sMEXZ1ezzggV7DacFpdl"
"No photo description available.","162198512242798","photo","https://www.facebook.com/photo.php?fbid=162198512242798&set=a.673441158128142&type=3","No photo description available.","162198535576129","photo","https://www.facebook.com/photo.php?fbid=162198535576129&set=a.673441158128142&type=3","No photo description available.","162198565576126","photo","https://www.facebook.com/photo.php?fbid=162198565576126&set=a.673441158128142&type=3","No photo description available.","162198582242791","photo","https://www.facebook.com/photo.php?fbid=162198582242791&set=a.673441158128142&type=3","No photo description available.","162198615576121","photo","https://www.facebook.com/photo.php?fbid=162198615576121&set=a.673441158128142&type=3","100063867922123","Metro Gamer PH","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/348265770_1419644045476575_3259497866977508399_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx769x769&ctp=s40x40&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=5MXWvAD1ovcQ7kNvwGaT_s9&_nc_oc=Adq27NgJwR1bM5wGgkTZVqGkqauTHZsnnmwpCLRNV0a_VQTrAPjKFcHTKBd8EQ8AO_k&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=hFO94Nx_fZEcS4yiXGHCwg&_nc_ss=7c2a8&oh=00_AQCuexdAGCKJ5ZpPzATlYCbnqdCJ3xPgGz_Qc5pBkRyVeA&oe=6A5FB3E5","https://www.facebook.com/metrogamerph","0","162198702242779","(SOLD!) Switch Lite (Z&Z edition) for sale!!!

🟢19,999php only!

No issue, no drifting, No dents, 98% smooth, tempered glass since day 1

🔵 Includes
-Unit, Box, Original Charger
-2 Grip Case
-Original Nintendo White Pouch
-Tons of games Physical & Digital. Account will be transferred to your email, meaning its yours 100%
-Account includes Nintendo Online Membership til April 2021

🔴Games Physical
-Witcher
-Pokemon Shield
-Diablo
-Wolfenstein
-Southpark: Cracked But Whole

🟠Games Digital (account will be transferred to your email, purchase in just 1 account)

-2k20
-Borderlands 1
-Borderlands 2
-Borderlands The Pre Sequel
-Bastion
-Firewatch
-Enter the Gungeon
-Dragon’s Dogma
-Yet Another zombie defense
-Regalia
-Mother Russia Bleeds
-99 Vidas
-Child of Light
-Vasara Collection
-Revemge of Bird King
-Defunct
-Akane
-Ding Dong
-Bastion
-Super Nintendo Collection
-Nes Collection
-Wreckin Ball Adventure
-No Heroes Reloaded
-The Flame in The Flood
-Mana Spark
-Toby: Secret Mine
-Serial Killer
-Lydia
-Transistor
-Soul Searching
-EQQO
-Bouncy Bob
-Galak-Z
-Earthlock
-Conduct Together

Installed Free Games
-Rocket League
-Vigor
-Pokemon Home
-Asphalt
-Super Mario 35
-World of Tanks Blitz
-Warface
-Tetris 99",,,,,,"0","0","1604493448000","https://www.facebook.com/metrogamerph/posts/pfbid02nUa5xoetmYdkP1bX8AKrQXPKjM81yGi6F6XQqvZFjZVtgKM82Y1vF76W37KcbiQsl"
,,,,,,,,,,,,,,,,,,,,"100013627478237","Jaziel Navarez","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/741454554_2458526144611611_152457157198577431_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x957&ctp=s24x24&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=9GFiyIj_CkMQ7kNvwGLX872&_nc_oc=AdoxLfVvpa7BKpCYh6aa7pifdyQeiEn3xmsdGqNLAfjJ1uz3NJlbrFCxktgVXDkmEjA&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=hFO94Nx_fZEcS4yiXGHCwg&_nc_ss=7c2a8&oh=00_AQBgYkr1hL4Sil9nP6pgE7-_K9qam2GPS5-I9Ww5-pJwsw&oe=6A5FB579","https://www.facebook.com/jaziel.navarez","1","1274005012967842","Lot for Sale
Armel 8
Banaba,San Mateo,Rizal
📌Flood free
📌Near Puregold Banaba 
📌Near Sm San Mateo
📌Near Hospital
📌Malapit sa lahat👏👏
📌Near Quezon City
📌Near Marikina

Sample Computation
less Reservation 20,000
Cash Tcp- 880,000

For site viewing and reservation #09493798391",,,,,,"0","0","1604576785000","https://www.facebook.com/groups/814519768916371/permalink/1274005012967842/?sale_post_id=1274005012967842"
"No photo description available.","1133388517118885","photo","https://www.facebook.com/photo.php?fbid=1133388517118885&set=a.199573975519382&type=3","No photo description available.","1133388560452214","photo","https://www.facebook.com/photo.php?fbid=1133388560452214&set=a.199573975519382&type=3","No photo description available.","1133388597118877","photo","https://www.facebook.com/photo.php?fbid=1133388597118877&set=a.199573975519382&type=3","No photo description available.","1133388633785540","photo","https://www.facebook.com/photo.php?fbid=1133388633785540&set=a.199573975519382&type=3","No photo description available.","1133388660452204","photo","https://www.facebook.com/photo.php?fbid=1133388660452204&set=a.199573975519382&type=3","100064003415129","Bagong Buhay, Sa Bagong Bahay","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/450106970_898388862304553_7258435591682190887_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx500x500&ctp=s40x40&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=3A3uhTZ56QsQ7kNvwEWXCEY&_nc_oc=Adq4nScOmgDlfeLqfn8S1P1Law_VLT4XMuwDdhAYmCn0zG25bQRv1wp4Rwj8CvlIaAc&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=hFO94Nx_fZEcS4yiXGHCwg&_nc_ss=7c2a8&oh=00_AQBjOFGrVrCDu33hMVnvox1xf5gZ1oRhd3m69Zh9mGm17g&oe=6A5FC31E","https://www.facebook.com/ForSaleHousenLot","0","1133388883785515","🏘️House and Lot for Sale in Rancho Marikina Flood Free Near Puregold Lilac St.

Townhouse (Units A to D) w/ Balcony
2BR, 3TB 1Carpark
Lot area: 41sqm
Floor area: 77sqm.

TCP: ₱4,600,000
20% DP: ₱920,000
Less Reservation Fee: ₱50,000
Net DP: ₱870,000
12 mos: ₱72,500
80% thru Bank Financing
20 years: ₱30,780 monthly

--------
For more details kindly contact.
📱09165696146","3",,,,,"3","10","1604549968000","https://www.facebook.com/ForSaleHousenLot/posts/pfbid07nQxBQWF8jrv7n49XGqT2DtZ6dkC2hCtoknU3rNVZnWmvVkqBPpMcEfnRU8mE75jl"
,,,,,,,,,,,,,,,,,,,,"100013627478237","Jaziel Navarez","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/741454554_2458526144611611_152457157198577431_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x957&ctp=s24x24&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=9GFiyIj_CkMQ7kNvwGLX872&_nc_oc=AdoxLfVvpa7BKpCYh6aa7pifdyQeiEn3xmsdGqNLAfjJ1uz3NJlbrFCxktgVXDkmEjA&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=VyhKy7Tb6BbphFDaLtSghg&_nc_ss=7c2a8&oh=00_AQB1GygYro0b5DlNJQFfFhK-IJbbGI9bNt6qbOJYJbZI8g&oe=6A5FB579","https://www.facebook.com/jaziel.navarez","1","1325954827755024","Lot for Sale
Armel 8
Banaba,San Mateo,Rizal
📌Flood free
📌Near Puregold Banaba 
📌Near Sm San Mateo
📌Near Hospital
📌Malapit sa lahat👏👏
📌Near Quezon City
📌Near Marikina

Sample Computation
less Reservation 20,000
Cash Tcp- 880,000

For site viewing and reservation #09493798391","2",,,,,"2","0","1604576710000","https://www.facebook.com/groups/365360997147750/permalink/1325954827755024/?sale_post_id=1325954827755024"
