id,created_at,author_username,author_display_name,url,text,keyword_hits,city_hits,barangay_hits,likes,comments,shares,views,source_file,severity_label
4497114727,2009-09-30T13:39:01.000Z,widimulia,widi mulia sunarya,https://x.com/widimulia/status/4497114727,*HUGS*RT @ReneCC: My family in Manila r experiencing one of the worst flood in history. One cousin got her house 3m BELOW water level.,flood,Manila,,0,0,0,,twitter-2009.csv,Severe
4500602153,2009-09-30T16:13:30.000Z,ReneCC,Rene Suhardono,https://x.com/ReneCC/status/4500602153,"What a roller coaster day! Padang quake, dad in ICU, family trapped in Manila flood. Everything happen for a reason. Allah is great.",flood,Manila,,0,0,0,,twitter-2009.csv,Severe
4501269093,2009-09-30T16:41:58.000Z,gmanewsbreaking,GMA Integrated News Breaking,https://x.com/gmanewsbreaking/status/4501269093,Balitang Pinoy : 23 tao iniligtas: Dating opisyal ni Arroyo muntik malunod sa baha: MANILA - Ka.. http://bit.ly/etHyJ,baha,Manila,,0,0,0,,twitter-2009.csv,Severe
4504612477,2009-09-30T19:12:23.000Z,gmanewsbreaking,GMA Integrated News Breaking,https://x.com/gmanewsbreaking/status/4504612477,Balitang Pinoy : 'Buwaya' nakunan ng larawan sa baha sa Cainta: MANILA - Isang hinihinalang buw.. http://bit.ly/6Z7ie,baha,Manila,,0,0,0,,twitter-2009.csv,Moderate
4514650998,2009-10-01T02:30:10.000Z,giboteodoro,Gilbert Teodoro,https://x.com/giboteodoro/status/4514650998,Mandaue inmates skip meal to help Manila flood victims http://bit.ly/6CsqX,flood,Manila,,0,0,0,,twitter-2009.csv,Not Relevant
4514830870,2009-10-01T02:37:29.000Z,mlq3,Manuel L. Quezon III,https://x.com/mlq3/status/4514830870,RT @giboteodoro: Mandaue inmates skip meal to help Manila flood victims http://bit.ly/6CsqX,flood,Manila,,0,0,0,,twitter-2009.csv,Not Relevant
4515838434,2009-10-01T03:20:04.000Z,Jokoy,Jo Koy,https://x.com/Jokoy/status/4515838434,We are still at Manila sunrise in Carson accepting donations for flood victims in Manila. Thank you http://twitpic.com/jsnwy,flood,Manila,,0,0,0,,twitter-2009.csv,Not Relevant
4516148130,2009-10-01T03:34:20.000Z,ajRAFAEL,aj rafael,https://x.com/ajRAFAEL/status/4516148130,RT @Jokoy: We are still at Manila sunrise in Carson accepting donations for flood victims in Manila. Thank you http://twitpic.com/jsnwy,flood,Manila,,1,0,0,,twitter-2009.csv,Not Relevant
4865254723,2009-10-14T16:11:57.000Z,gmanewsbreaking,GMA Integrated News Breaking,https://x.com/gmanewsbreaking/status/4865254723,Balitang Pinoy : Mas epektibong flood warning system iginiit: MANILA - Hiniling ng isang mambab.. http://bit.ly/1lvJXj,flood,Manila,,0,0,0,,twitter-2009.csv,Not Relevant
4906478579,2009-10-16T03:03:18.000Z,sunstaronline,SunStar Philippines,https://x.com/sunstaronline/status/4906478579,MANILA - NFA increase rice supply to areas affected by flood.,flood,Manila,,0,0,0,,twitter-2009.csv,Not Relevant
4920140862,2009-10-16T16:49:22.000Z,ABSCBNNews,ABS-CBN News,https://x.com/ABSCBNNews/status/4920140862,[Metro Manila] Flood-soaked candies seized in Manila junkshop http://bit.ly/9NKYI,flood,Manila,,0,0,0,,twitter-2009.csv,Not Relevant
4938389491,2009-10-17T08:10:50.000Z,ChannelNewsAsia,CNA,https://x.com/ChannelNewsAsia/status/4938389491,Flood-borne disease leaves 89 dead in Manila http://bit.ly/4bpGow,flood,Manila,,0,0,0,,twitter-2009.csv,Severe
4938690865,2009-10-17T08:41:39.000Z,gmanewsbreaking,GMA Integrated News Breaking,https://x.com/gmanewsbreaking/status/4938690865,Balitang Pinoy : Legacy ni Arroyo: 'Makeover' sa Metro Manila para 'di na malubog sa baha: MANIL.. http://bit.ly/tdZSi,"baha, lubog",Manila,,0,0,0,,twitter-2009.csv,Not Relevant
5100686034,2009-10-23T16:30:24.000Z,ABSCBNNews,ABS-CBN News,https://x.com/ABSCBNNews/status/5100686034,[Metro Manila] FDA warns vs eating flood-soaked goods http://bit.ly/3xdO8A,flood,Manila,,0,0,0,,twitter-2009.csv,Not Relevant
5286500773,2009-10-30T13:05:01.000Z,sunstaronline,SunStar Philippines,https://x.com/sunstaronline/status/5286500773,"PAMPANGA -- Mabalacat town Mayor has urged flood victims in Metro Manila to relocate in the town, which he described as ""flood free area.""",flood,Manila,,0,0,0,,twitter-2009.csv,Not Relevant
5755600379,2009-11-16T03:45:52.000Z,sunstaronline,SunStar Philippines,https://x.com/sunstaronline/status/5755600379,MANILA - The strengthening of flood forecasting and warning system for dam operation with the P150M grant of Japan is announced.,flood,Manila,,0,0,0,,twitter-2009.csv,Not Relevant
6185906792,2009-11-30T00:59:30.000Z,sunstaronline,SunStar Philippines,https://x.com/sunstaronline/status/6185906792,MANILA -- Supporters of Manny Villar clad in orange shirts flood the Comelec office in Intramuros.,flood,Manila,Intramuros,0,0,0,,twitter-2009.csv,Not Relevant
44301436082847744,2011-03-06T07:41:00.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/44301436082847744,Seeds doled out to flood victims | The Manila Bulletin Newspaper Online http://bit.ly/hWScOZ,flood,Manila,,0,0,1,,twitter-2011.csv,Not Relevant
44752958788866048,2011-03-07T13:35:11.000Z,MMDA,Official MMDA,https://x.com/MMDA/status/44752958788866048,@quietsolitude no flood report in Manila and Makati area ma'am.,flood,Manila,,0,0,0,,twitter-2011.csv,Mild
50392012209397760,2011-03-23T03:02:46.000Z,ANCALERTS,ABS-CBN News Channel,https://x.com/ANCALERTS/status/50392012209397760,Back in the House hearing on disaster preparedness: Manila Observatory presents its flood map from Ondoy before lawmakers,flood,Manila,,0,0,4,,twitter-2011.csv,Not Relevant
53018662835195904,2011-03-30T09:00:08.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/53018662835195904,Flood management master plan updated | The Manila Bulletin Newspaper Online http://lnkd.in/xGyh76,flood,Manila,,2,0,2,,twitter-2011.csv,Not Relevant
84448964744724480,2011-06-25T02:32:56.000Z,inquirerdotnet,Inquirer,https://x.com/inquirerdotnet/status/84448964744724480,RT @MMDA Flood Update: Marikina Tumana River - 17.1 m. as of 9:20 AM. #mmda,flood,Marikina,Tumana,0,0,2,,twitter-2011.csv,Not Relevant
84459094169223170,2011-06-25T03:13:11.000Z,MMDA,Official MMDA,https://x.com/MMDA/status/84459094169223170,Flood Update: Marikina Tumana River - 16.8 m. as of 11:15 AM. #mmda,flood,Marikina,Tumana,0,6,20,,twitter-2011.csv,Not Relevant
84461374176104448,2011-06-25T03:22:15.000Z,PTVph,PTVph,https://x.com/PTVph/status/84461374176104448,RT @MMDA: Flood Update: Marikina Tumana River - 16.8 m. as of 11:15 AM. #mmda,flood,Marikina,Tumana,0,0,0,,twitter-2011.csv,Not Relevant
84478403180380160,2011-06-25T04:29:55.000Z,MMDA,Official MMDA,https://x.com/MMDA/status/84478403180380160,"FLOOD UPDATE: MANILA: España Lacson-V.Cruz - 12"", Antipolo-España - 13"",Pedro gil-Paco - 5"",M.Delafuente-UST - (cont) http://tl.gd/bb7cam",flood,Manila,Paco,0,7,31,,twitter-2011.csv,Not Relevant
84524117096792064,2011-06-25T07:31:34.000Z,IanEsguerra,Christian Esguerra,https://x.com/IanEsguerra/status/84524117096792064,Noynoy now in Nangka Elementary School in Marikina to visit evacuated flood victims,flood,Marikina,Nangka,0,1,0,,twitter-2011.csv,Severe
84580465121562624,2011-06-25T11:15:28.000Z,ANCALERTS,ABS-CBN News Channel,https://x.com/ANCALERTS/status/84580465121562624,PNoy visits Marikina flood victims http://tinyurl.com/6cvdja6 via @abscbnnews,flood,Marikina,,1,1,2,,twitter-2011.csv,Moderate
84608600345034753,2011-06-25T13:07:16.000Z,PressTV,Press TV 🔻,https://x.com/PressTV/status/84608600345034753,"http://www.presstv.ir/

A resident moves through flood waters from the swollen Marikina River bank after heavy r http://twitpic.com/5gmwwz",flood,Marikina,,0,0,0,,twitter-2011.csv,Moderate
84673573649784832,2011-06-25T17:25:27.000Z,ABSCBNNews,ABS-CBN News,https://x.com/ABSCBNNews/status/84673573649784832,"PNoy visits Marikina, Malabon flood victims http://bit.ly/iDy25b #weather #news",flood,Marikina,,1,0,5,,twitter-2011.csv,Moderate
84838299453243392,2011-06-26T04:20:01.000Z,gmanews,GMA News,https://x.com/gmanews/status/84838299453243392,"25,000 evacuees from over 16 evacuation centers in Marikina sent home today as flood waters continue to subside.",flood,Marikina,,2,1,12,,twitter-2011.csv,Severe
85573841627258880,2011-06-28T05:02:48.000Z,MMDA,Official MMDA,https://x.com/MMDA/status/85573841627258880,Ongoing @ MMDA Office: Meeting of Metro Manila Mayors & Chairman FNT to discuss Flood/Disaster Preparedness. #MMDA http://twitpic.com/5hz0or,flood,Manila,,0,1,2,,twitter-2011.csv,Not Relevant
85711718453493760,2011-06-28T14:10:40.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/85711718453493760,MMDA handles flood control projects | The Manila Bulletin Newspaper Online http://lnkd.in/AgDa69,flood,Manila,,0,0,0,,twitter-2011.csv,Not Relevant
85918364861607936,2011-06-29T03:51:49.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/85918364861607936,Breaking News: 14 people dead in Davao City flash flood | The Manila Bulletin Newspaper Online http://bit.ly/j4Uhqp,flood,Manila,,0,0,4,,twitter-2011.csv,Not Relevant
86095547173310464,2011-06-29T15:35:52.000Z,tm_insider,Malaysian Insider,https://x.com/tm_insider/status/86095547173310464,"Flash flood kills 25 in southern Philippines: MANILA, June 29 – Philippine soldiers and emergency workers found ... http://bit.ly/kcS7l6",flood,Manila,,0,0,0,,twitter-2011.csv,Not Relevant
118550088367874048,2011-09-27T04:58:38.000Z,MMDA,Official MMDA,https://x.com/MMDA/status/118550088367874048,Ongoing meeting of Metro Manila Disaster Risk Reduction & Management Council @ MMDA Flood Control Info Center. http://twitpic.com/6r9d4a,flood,Manila,,0,6,4,,twitter-2011.csv,Not Relevant
118553353641922560,2011-09-27T05:11:36.000Z,gmanews,GMA News,https://x.com/gmanews/status/118553353641922560,"Knee-deep flood at Malvar St. and Taft Ave., Manila: http://twitpic.com/6r9hk1 (via @nelsoncanlas)",flood,Manila,,1,0,30,,twitter-2011.csv,Moderate
118560855930568706,2011-09-27T05:41:25.000Z,CesarApolinario,Cesar Apolinario,https://x.com/CesarApolinario/status/118560855930568706,"@emceeshehyee : ), I enjoyed it. Hope to see you all soon. Ingat sa baha diyan metro manila",baha,Manila,,0,1,1,,twitter-2011.csv,Not Relevant
118599231924740096,2011-09-27T08:13:55.000Z,ABSCBNNews,ABS-CBN News,https://x.com/ABSCBNNews/status/118599231924740096,Flood waters enter 5-star hotel in Manila http://bit.ly/nASw1y #weather #news,flood,Manila,,1,4,33,,twitter-2011.csv,Moderate
118599304070967296,2011-09-27T08:14:12.000Z,bayanmo,"Bayan Mo, iPatrol Mo",https://x.com/bayanmo/status/118599304070967296,RT @ABSCBNNews: Flood waters enter 5-star hotel in Manila http://bit.ly/nASw1y #weather #news,flood,Manila,,0,0,1,,twitter-2011.csv,Moderate
118600367914221568,2011-09-27T08:18:25.000Z,ANCALERTS,ABS-CBN News Channel,https://x.com/ANCALERTS/status/118600367914221568,Flood waters enter 5-star hotel in Manila http://bit.ly/nASw1y,flood,Manila,,4,4,37,,twitter-2011.csv,Moderate
118607545555369984,2011-09-27T08:46:57.000Z,rapplerdotcom,Rappler,https://x.com/rapplerdotcom/status/118607545555369984,Flood reaches foot of Tumana bridge in Marikina http://fb.me/1a2zsvtqB,flood,Marikina,Tumana,0,0,0,,twitter-2011.csv,Mild
118659084890292224,2011-09-27T12:11:45.000Z,chokoleitWiTS,CHOKOLEIT,https://x.com/chokoleitWiTS/status/118659084890292224,"Baha dito, Baha doon, Baha sa Espana, San ako dadaan kung BAHRAIN diyan, eh wala ng iba-BAHAMAS pa sa Metro Manila, Echoseraaa kaaah!☺",baha,Manila,,2,13,26,,twitter-2011.csv,Not Relevant
118664312280715264,2011-09-27T12:32:31.000Z,ilovejamich,JAMICH,https://x.com/ilovejamich/status/118664312280715264,@swaggerchiQ babalik kami sa SM Marikina ngayon?? OWW! Sobrang baha na dyan diba? Kamusta mga tiga marikina?,baha,Marikina,,0,1,0,,twitter-2011.csv,Not Relevant
118679125081853952,2011-09-27T13:31:23.000Z,MMDA,Official MMDA,https://x.com/MMDA/status/118679125081853952,"FLOOD ADVISORY: As of 9:08pm, reported ilog umapaw sa kalsada, 24 inches na sa may R.PAPA Stati0n Manila. #MMDA",flood,Manila,,0,4,36,,twitter-2011.csv,Moderate
118707043061342208,2011-09-27T15:22:19.000Z,egomezislas,Emilio Gómez Islas,https://x.com/egomezislas/status/118707043061342208,Sexenio Pounding Typhoon Rains Flood Philippine Capital: Manila residents waded through waist-deep flo... http://nyti.ms/oEM5nn @sexenio,flood,Manila,,0,0,0,,twitter-2011.csv,Moderate
118717080567685120,2011-09-27T16:02:12.000Z,chokoleitWiTS,CHOKOLEIT,https://x.com/chokoleitWiTS/status/118717080567685120,Umabot na uli sa basement parking ang baha sa SM Marikina. Katabi ba naman ang Marikina River eh SM Sunken Mall o Submerged Mall na yan.,baha,Marikina,,1,0,10,,twitter-2011.csv,Moderate
118831622169694208,2011-09-27T23:37:21.000Z,ukgdos,Umagang Kay Ganda,https://x.com/ukgdos/status/118831622169694208,"#UKG BALITA: Water level sa Marikina River, inaasahang bababa na; baha sa ilang barangay sa Marikina, humupa na",baha,Marikina,,0,0,0,,twitter-2011.csv,Moderate
118854550244433920,2011-09-28T01:08:27.000Z,ReneCC,Rene Suhardono,https://x.com/ReneCC/status/118854550244433920,"@liezziec glad to hear that. I was watching BBC and saw the flood over the street next to Manila bay. Stay away from harm, okay?",flood,Manila,,0,1,0,,twitter-2011.csv,Mild
118903047354200064,2011-09-28T04:21:10.000Z,minavillarroel,carmina v. legaspi,https://x.com/minavillarroel/status/118903047354200064,Baha na ba sa Marikina? What's happening? Taping kami kaya wala akong alam what's going on. Take care guys.,baha,Marikina,,0,6,0,,twitter-2011.csv,Not Relevant
118980785897357312,2011-09-28T09:30:04.000Z,gmanews,GMA News,https://x.com/gmanews/status/118980785897357312,DOH advises public to boil water before use to avoid waterborne diseases as most of Metro Manila is still submerged in flood water.,flood,Manila,,2,0,23,,twitter-2011.csv,Severe
119559324682039296,2011-09-29T23:48:58.000Z,CesarApolinario,Cesar Apolinario,https://x.com/CesarApolinario/status/119559324682039296,Manila fire volunteers to send relief goods today  to Navotas flood victims. Happy friday everyone. Smile : ),flood,Manila,,0,0,0,,twitter-2011.csv,Not Relevant
148266650582532097,2011-12-18T05:01:38.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/148266650582532097,PCSO sending aid to Mindanao flood victims | The Manila Bulletin Newspaper Online http://bit.ly/ts7agS,flood,Manila,,0,0,0,,twitter-2011.csv,Not Relevant
148276802916335617,2011-12-18T05:41:59.000Z,mlq3,Manuel L. Quezon III,https://x.com/mlq3/status/148276802916335617,@xpeanutgalleryx In 1943? There was also a great flood in Manila then one of the worst.,flood,Manila,,0,0,0,,twitter-2011.csv,Not Relevant
148291419629559808,2011-12-18T06:40:04.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/148291419629559808,PCSO sending aid to Mindanao flood victims | The Manila Bulletin Newspaper Online http://lnkd.in/jRJug3,flood,Manila,,0,0,0,,twitter-2011.csv,Not Relevant
148360183087759360,2011-12-18T11:13:18.000Z,ANCALERTS,ABS-CBN News Channel,https://x.com/ANCALERTS/status/148360183087759360,"Sen. Pimentel: Flooding happened in the dead of night, blackout pa. Tapos, mukhang walang early flood warning system, unlike in Marikina",flood,Marikina,,3,1,26,,twitter-2011.csv,Not Relevant
148734969865449472,2011-12-19T12:02:34.000Z,kingoftalk,Boy Abunda,https://x.com/kingoftalk/status/148734969865449472,"Apl.de.ap to help flood victims in CDO: MANILA, Philippines – Filipino-American singer apl.de… http://goo.gl/fb/eJnIA",flood,Manila,,0,1,1,,twitter-2011.csv,Not Relevant
149113858705981440,2011-12-20T13:08:08.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/149113858705981440,"Pampanga, Cebu send coffins, Formalin, mobile morgue: MANILA, Philippines — Help for flood-ravaged northern Mind... http://bit.ly/tGbD4e",flood,Manila,,0,0,1,,twitter-2011.csv,Not Relevant
149454429022728193,2011-12-21T11:41:27.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/149454429022728193,"Flood hits North, kills 2: MANILA, Philippines — While all eyes are on the devastation wrought by storm “Sendong... http://bit.ly/tlaYS8",flood,Manila,,0,0,1,,twitter-2011.csv,Not Relevant
149669173226774530,2011-12-22T01:54:46.000Z,ANCALERTS,ABS-CBN News Channel,https://x.com/ANCALERTS/status/149669173226774530,"Jasareno: Pangasinan, Tarlac, Pampanga, Bulacan, Ilocos Norte, Maguindanao, Metro Manila among ten most flood-prone areas in PH",flood,Manila,,0,0,14,,twitter-2011.csv,Not Relevant
151257690381877248,2011-12-26T11:06:58.000Z,UNTVNewsRescue,UNTV News and Rescue,https://x.com/UNTVNewsRescue/status/151257690381877248,"Ito Ang Balita (122611):

Metro Manila, kasama sa top 10 flood-prone areas ng Mines and Geosciences Bureau ng DENR

-via @UNTVweb",flood,Manila,,0,0,0,,twitter-2011.csv,Not Relevant
151587417026080768,2011-12-27T08:57:11.000Z,UNTVNewsRescue,UNTV News and Rescue,https://x.com/UNTVNewsRescue/status/151587417026080768,"[ VIDEO ] Metro Manila, kasama sa top 10 flood-prone areas ng Mines and Geosciences Bureau ng DENR (122611)... http://fb.me/1kk290cEd",flood,Manila,,0,0,0,,twitter-2011.csv,Not Relevant
152675275392565249,2011-12-30T08:59:56.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/152675275392565249,Gov't prioritizes flood control plan | The Manila Bulletin Newspaper Online http://bit.ly/tMbYNO,flood,Manila,,0,0,1,,twitter-2011.csv,Not Relevant
157363230359044096,2012-01-12T07:28:12.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/157363230359044096,"Region 4-A flood-prone areas bared: MANILA, Philippines — The Department of Environment and Natural Resources-Re... http://bit.ly/yCqpZP",flood,Manila,,1,1,0,,twitter-2012.csv,Not Relevant
160826883406176256,2012-01-21T20:51:31.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/160826883406176256,Roman and Shalani Wed Today;  Manila Water Helps Flood Survivors http://nblo.gs/t0Jch,flood,Manila,,0,0,1,,twitter-2012.csv,Not Relevant
160834596852862977,2012-01-21T21:22:10.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/160834596852862977,Roman and Shalani Wed Today; Manila Water Helps Flood Survivors | The Manila Bulletin Newspaper Online http://lnkd.in/EQ54nH,flood,Manila,,0,0,0,,twitter-2012.csv,Not Relevant
161127717205577729,2012-01-22T16:46:56.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/161127717205577729,"No flood of Filipino Migrants: 
MANILA, Philippines — There is an estimated 150,000 Filipinos in Hong Kong, work... http://bit.ly/yKlsiC",flood,Manila,,0,0,1,,twitter-2012.csv,Not Relevant
168971686350303232,2012-02-13T08:16:04.000Z,inquirerdotnet,Inquirer,https://x.com/inquirerdotnet/status/168971686350303232,"WB, PH gov’t work on flood mitigation plan for Metro Manila http://bit.ly/zBLA11",flood,Manila,,0,0,1,,twitter-2012.csv,Not Relevant
169077131534548992,2012-02-13T15:15:04.000Z,PTVph,PTVph,https://x.com/PTVph/status/169077131534548992,World Bank is drafting flood management master plan for Metro Manila,flood,Manila,,0,0,1,,twitter-2012.csv,Not Relevant
169326172042309633,2012-02-14T07:44:40.000Z,gmanewsbreaking,GMA Integrated News Breaking,https://x.com/gmanewsbreaking/status/169326172042309633,"WB, PHL Gov't draft 25-year flood-proofing plan for Metro Manila http://goo.gl/fb/hOOMc",flood,Manila,,0,0,0,,twitter-2012.csv,Not Relevant
174826092866174976,2012-02-29T11:59:23.000Z,ABSCBNNews,ABS-CBN News,https://x.com/ABSCBNNews/status/174826092866174976,"Chris Lao, flood rider, is 2011 Bar passer http://bit.ly/AjJxRK #manila #news",flood,Manila,,3,0,16,,twitter-2012.csv,Not Relevant
183513735531479040,2012-03-24T11:20:58.000Z,ABSCBNNews,ABS-CBN News,https://x.com/ABSCBNNews/status/183513735531479040,Strong rains flood parts of QC http://bit.ly/GVjdea #manila #news,flood,Manila,,0,0,8,,twitter-2012.csv,Not Relevant
183520615842586624,2012-03-24T11:48:19.000Z,interaksyon,Interaksyon,https://x.com/interaksyon/status/183520615842586624,Trip currently delayed by flood? Please report it to us using the #floodalert hashtag. http://www.interaksyon.com/article/27735/after-extreme-heat-on-friday-metro-manila-sees-extreme-downpour-on-saturday We welcome pictures too.,flood,Manila,,0,0,2,,twitter-2012.csv,Not Relevant
183527428398907392,2012-03-24T12:15:23.000Z,interaksyon,Interaksyon,https://x.com/interaksyon/status/183527428398907392,"If trapped in a flood, please use #floodalert as hashtag so that @interaksyon can properly disseminate information. http://www.interaksyon.com/article/27735/after-extreme-heat-on-friday-metro-manila-sees-extreme-downpour-on-saturday",flood,Manila,,0,0,2,,twitter-2012.csv,Not Relevant
183544620649680896,2012-03-24T13:23:42.000Z,interaksyon,Interaksyon,https://x.com/interaksyon/status/183544620649680896,"Thanks for RT @pochtwit If trapped in a flood, please use #floodalert hashtag so  @interaksyon can disseminate info. http://www.interaksyon.com/article/27735/after-extreme-heat-on-friday-metro-manila-sees-extreme-downpour-on-saturday",flood,Manila,,0,0,0,,twitter-2012.csv,Not Relevant
209429483458011136,2012-06-03T23:40:54.000Z,manilabulletin,Manila Bulletin News,https://x.com/manilabulletin/status/209429483458011136,"Baha sa paaralan, inaasahang maiiwasan: Nilinis ng Metropolitan Manila Development Authority (MMDA) ang mga este... http://bit.ly/LdRINX",baha,Manila,,1,0,1,,twitter-2012.csv,Not Relevant
212860059791802368,2012-06-13T10:52:47.000Z,gmanews,GMA News,https://x.com/gmanews/status/212860059791802368,"Mayroong 51 pumping station ang MMDA sa buong MLA para mahigop ang baha at maibuga sa Manila Bay. Karamihan dito, barado ng basura. #24Oras",baha,Manila,,1,0,5,,twitter-2012.csv,Not Relevant
212931519872905216,2012-06-13T15:36:45.000Z,bandila,Bandila,https://x.com/bandila/status/212931519872905216,"NGAYON SA #Bandila Pagbuhos ng ulan dahil sa habagat, nagdulot ng baha at traffic sa Metro Manila",baha,Manila,,2,1,2,,twitter-2012.csv,Mild
214481746438270976,2012-06-17T22:16:47.000Z,TheLaSallian,The LaSallian,https://x.com/TheLaSallian/status/214481746438270976,"""Walang baha sa Maynila sa kasalukuyan,"" Manila Mayor Alfredo Lim",baha,Manila,,0,0,8,,twitter-2012.csv,Mild
214534859568320513,2012-06-18T01:47:51.000Z,DZMMTeleRadyo,DZMM TeleRadyo,https://x.com/DZMMTeleRadyo/status/214534859568320513,"Ilang lugar sa Metro Manila, lubog sa baha dahil sa magdamag na ulan http://bit.ly/MHRr2N http://fb.me/zvy3qiHv","baha, lubog",Manila,,1,0,0,,twitter-2012.csv,Moderate
214577242615971840,2012-06-18T04:36:15.000Z,gmanews,GMA News,https://x.com/gmanews/status/214577242615971840,"Flood alarm system, ipinapatupad sa Marikina tuwing tumataas ang tubig sa ilog #Balitanghali",flood,Marikina,,2,1,8,,twitter-2012.csv,Not Relevant
214667635772768256,2012-06-18T10:35:27.000Z,gmanews,GMA News,https://x.com/gmanews/status/214667635772768256,"Ilang lugar sa Metro Manila, nalubog sa baha dahil sa magdamagang pagbuhos ng ulan. #24Oras","baha, lubog",Manila,,0,1,6,,twitter-2012.csv,Moderate
214889089579761666,2012-06-19T01:15:26.000Z,gmanews,GMA News,https://x.com/gmanews/status/214889089579761666,Makakapanayam ng #NewsToGo sina Atty. Emerson Carlos at Engr. Baltazar Melgar ng MMDA tungkol sa flood control sa Metro Manila #NewsToGo,flood,Manila,,0,0,2,,twitter-2012.csv,Not Relevant
214889614169735168,2012-06-19T01:17:31.000Z,gmanews,GMA News,https://x.com/gmanews/status/214889614169735168,"Pumping station, nakatutulong sa paghupa ng baha dahil sa paglabas ng tubig mula sa flood gates papuntang Manila Bay o Pasig River #NewsToGo","baha, flood","Pasig, Manila",,1,0,2,,twitter-2012.csv,Not Relevant
216040614922424322,2012-06-22T05:31:11.000Z,ANCALERTS,ABS-CBN News Channel,https://x.com/ANCALERTS/status/216040614922424322,Carandang talking about a masterplan for flood management in Metro Manila,flood,Manila,,1,2,1,,twitter-2012.csv,Not Relevant
